
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.6874, Train Acc: 0.5125, Test Loss: 0.6414, Test Acc: 0.8300, Epoch time: 15.901823 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.6461, Train Acc: 0.8125, Test Loss: 0.6175, Test Acc: 0.6200, Epoch time: 16.031882 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6262, Train Acc: 0.6000, Test Loss: 0.5896, Test Acc: 0.7100, Epoch time: 16.552023 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.5988, Train Acc: 0.6875, Test Loss: 0.5590, Test Acc: 0.9100, Epoch time: 16.593224 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.5672, Train Acc: 0.9000, Test Loss: 0.5312, Test Acc: 0.9800, Epoch time: 16.887954 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.5381, Train Acc: 0.9625, Test Loss: 0.5072, Test Acc: 0.9900, Epoch time: 17.010765 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.5133, Train Acc: 0.9875, Test Loss: 0.4845, Test Acc: 0.9800, Epoch time: 16.775715 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.4906, Train Acc: 0.9875, Test Loss: 0.4606, Test Acc: 0.9900, Epoch time: 16.996299 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.4672, Train Acc: 0.9875, Test Loss: 0.4354, Test Acc: 1.0000, Epoch time: 16.805343 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.4430, Train Acc: 0.9875, Test Loss: 0.4106, Test Acc: 0.9900, Epoch time: 17.106867 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.4192, Train Acc: 0.9875, Test Loss: 0.3878, Test Acc: 0.9900, Epoch time: 17.011161 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.3973, Train Acc: 0.9750, Test Loss: 0.3673, Test Acc: 0.9900, Epoch time: 17.433424 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.3774, Train Acc: 0.9750, Test Loss: 0.3483, Test Acc: 0.9900, Epoch time: 17.423930 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.3589, Train Acc: 0.9750, Test Loss: 0.3300, Test Acc: 0.9900, Epoch time: 17.298591 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.3408, Train Acc: 0.9750, Test Loss: 0.3121, Test Acc: 0.9900, Epoch time: 17.481212 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.3230, Train Acc: 0.9750, Test Loss: 0.2949, Test Acc: 0.9900, Epoch time: 17.476724 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.3058, Train Acc: 0.9750, Test Loss: 0.2787, Test Acc: 0.9900, Epoch time: 17.457274 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.2896, Train Acc: 0.9750, Test Loss: 0.2638, Test Acc: 0.9900, Epoch time: 17.256845 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.2748, Train Acc: 0.9875, Test Loss: 0.2500, Test Acc: 1.0000, Epoch time: 17.466889 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.2610, Train Acc: 1.0000, Test Loss: 0.2370, Test Acc: 1.0000, Epoch time: 17.503789 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.2481, Train Acc: 1.0000, Test Loss: 0.2247, Test Acc: 1.0000, Epoch time: 18.303098 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.2358, Train Acc: 1.0000, Test Loss: 0.2129, Test Acc: 1.0000, Epoch time: 17.442523 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.2239, Train Acc: 1.0000, Test Loss: 0.2018, Test Acc: 1.0000, Epoch time: 17.489146 seconds
Train Size: 80, Epoch: 24/100, Train Loss: 0.2127, Train Acc: 1.0000, Test Loss: 0.1915, Test Acc: 1.0000, Epoch time: 18.078537 seconds
Train Size: 80, Epoch: 25/100, Train Loss: 0.2022, Train Acc: 1.0000, Test Loss: 0.1821, Test Acc: 1.0000, Epoch time: 17.493955 seconds
Train Size: 80, Epoch: 26/100, Train Loss: 0.1925, Train Acc: 1.0000, Test Loss: 0.1733, Test Acc: 1.0000, Epoch time: 17.580242 seconds
Train Size: 80, Epoch: 27/100, Train Loss: 0.1835, Train Acc: 1.0000, Test Loss: 0.1651, Test Acc: 1.0000, Epoch time: 17.826060 seconds
