
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.6849, Train Acc: 0.5625, Test Loss: 0.6119, Test Acc: 0.7100, Epoch time: 10.464310 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.5750, Train Acc: 0.7500, Test Loss: 0.5168, Test Acc: 0.8700, Epoch time: 12.626544 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.4810, Train Acc: 0.9250, Test Loss: 0.4339, Test Acc: 0.9500, Epoch time: 11.871388 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.4003, Train Acc: 0.9625, Test Loss: 0.3627, Test Acc: 0.9600, Epoch time: 11.707418 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.3317, Train Acc: 0.9750, Test Loss: 0.3026, Test Acc: 0.9700, Epoch time: 11.456070 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.2743, Train Acc: 0.9750, Test Loss: 0.2524, Test Acc: 0.9900, Epoch time: 11.614935 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.2266, Train Acc: 1.0000, Test Loss: 0.2108, Test Acc: 1.0000, Epoch time: 11.522619 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.1874, Train Acc: 1.0000, Test Loss: 0.1763, Test Acc: 1.0000, Epoch time: 11.874402 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.1552, Train Acc: 1.0000, Test Loss: 0.1477, Test Acc: 1.0000, Epoch time: 13.574284 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.1289, Train Acc: 1.0000, Test Loss: 0.1242, Test Acc: 1.0000, Epoch time: 13.260269 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.1074, Train Acc: 1.0000, Test Loss: 0.1047, Test Acc: 1.0000, Epoch time: 11.960923 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.0899, Train Acc: 1.0000, Test Loss: 0.0887, Test Acc: 1.0000, Epoch time: 11.706871 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.0756, Train Acc: 1.0000, Test Loss: 0.0756, Test Acc: 1.0000, Epoch time: 13.235570 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.0639, Train Acc: 1.0000, Test Loss: 0.0647, Test Acc: 1.0000, Epoch time: 11.691256 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.0543, Train Acc: 1.0000, Test Loss: 0.0557, Test Acc: 1.0000, Epoch time: 11.863770 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.0464, Train Acc: 1.0000, Test Loss: 0.0482, Test Acc: 1.0000, Epoch time: 12.410429 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.0399, Train Acc: 1.0000, Test Loss: 0.0420, Test Acc: 1.0000, Epoch time: 11.651679 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.0344, Train Acc: 1.0000, Test Loss: 0.0368, Test Acc: 1.0000, Epoch time: 11.630472 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.0299, Train Acc: 1.0000, Test Loss: 0.0324, Test Acc: 1.0000, Epoch time: 11.893349 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.0261, Train Acc: 1.0000, Test Loss: 0.0287, Test Acc: 1.0000, Epoch time: 11.940092 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.0229, Train Acc: 1.0000, Test Loss: 0.0255, Test Acc: 1.0000, Epoch time: 12.129411 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.0202, Train Acc: 1.0000, Test Loss: 0.0229, Test Acc: 1.0000, Epoch time: 12.308434 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.0179, Train Acc: 1.0000, Test Loss: 0.0206, Test Acc: 1.0000, Epoch time: 12.809256 seconds
Train Size: 80, Epoch: 24/100, Train Loss: 0.0159, Train Acc: 1.0000, Test Loss: 0.0186, Test Acc: 1.0000, Epoch time: 14.416822 seconds
Train Size: 80, Epoch: 25/100, Train Loss: 0.0143, Train Acc: 1.0000, Test Loss: 0.0169, Test Acc: 1.0000, Epoch time: 12.180115 seconds
