train_acc,train_cost,test_acc,test_cost,step,n_train
1.0,0.1034402996301651,0.47999998927116394,1.2050009965896606,19,2
1.0,0.09146296977996826,0.47999998927116394,1.259090542793274,20,2
1.0,0.08073757588863373,0.47999998927116394,1.3148044347763062,21,2
1.0,0.07118061184883118,0.47999998927116394,1.3718310594558716,22,2
1.0,0.06270395964384079,0.47999998927116394,1.429850459098816,23,2
1.0,0.05521700158715248,0.47999998927116394,1.4885385036468506,24,2
1.0,0.04862900450825691,0.47999998927116394,1.5475789308547974,25,2
1.0,0.04285082593560219,0.47999998927116394,1.6066665649414062,26,2
1.0,0.03779672086238861,0.47999998927116394,1.6655149459838867,27,2
1.0,0.03338567540049553,0.47999998927116394,1.723860263824463,28,2
1.0,0.029542308300733566,0.47999998927116394,1.7814652919769287,29,2
1.0,0.026197344064712524,0.47999998927116394,1.8381205797195435,30,2
1.0,0.02328801155090332,0.47999998927116394,1.8936457633972168,31,2
1.0,0.020758014172315598,0.47999998927116394,1.9478884935379028,32,2
1.0,0.018557313829660416,0.47999998927116394,2.000725030899048,33,2
1.0,0.016641763970255852,0.47999998927116394,2.052058696746826,34,2
1.0,0.01497267372906208,0.47999998927116394,2.1018149852752686,35,2
1.0,0.013516390696167946,0.47999998927116394,2.149942636489868,36,2
1.0,0.012243718840181828,0.47999998927116394,2.196411371231079,37,2
1.0,0.01112942211329937,0.47999998927116394,2.241206169128418,38,2
1.0,0.010151760652661324,0.47999998927116394,2.2843282222747803,39,2
1.0,0.00929206795990467,0.47999998927116394,2.3257925510406494,40,2
1.0,0.008534302935004234,0.47999998927116394,2.3656225204467773,41,2
1.0,0.007864712737500668,0.47999998927116394,2.40385365486145,42,2
1.0,0.007271499838680029,0.47999998927116394,2.4405252933502197,43,2
1.0,0.006744577549397945,0.47999998927116394,2.4756853580474854,44,2
1.0,0.006275263614952564,0.47999998927116394,2.509384870529175,45,2
1.0,0.005856117233633995,0.47999998927116394,2.5416760444641113,46,2
1.0,0.00548076257109642,0.47999998927116394,2.572617292404175,47,2
1.0,0.005143694579601288,0.47999998927116394,2.602266550064087,48,2
1.0,0.004840165376663208,0.47999998927116394,2.6306817531585693,49,2
1.0,0.004566103219985962,0.47999998927116394,2.6579198837280273,50,2
1.0,0.004317980259656906,0.47999998927116394,2.6840391159057617,51,2
1.0,0.004092734772711992,0.47999998927116394,2.7090964317321777,52,2
1.0,0.00388771528378129,0.47999998927116394,2.733147621154785,53,2
1.0,0.0037006158381700516,0.47999998927116394,2.7562456130981445,54,2
1.0,0.0035294347908347845,0.47999998927116394,2.7784433364868164,55,2
1.0,0.003372413106262684,0.47999998927116394,2.799790620803833,56,2
1.0,0.0032280278392136097,0.47999998927116394,2.820335626602173,57,2
1.0,0.003094929736107588,0.47999998927116394,2.840125322341919,58,2
1.0,0.0029719476588070393,0.47999998927116394,2.8592026233673096,59,2
1.0,0.0028580413199961185,0.47999998927116394,2.877610683441162,60,2
1.0,0.0027523026801645756,0.47999998927116394,2.895388603210449,61,2
1.0,0.002653918694704771,0.47999998927116394,2.912574052810669,62,2
1.0,0.0025621806271374226,0.47999998927116394,2.9292032718658447,63,2
1.0,0.0024764565750956535,0.47999998927116394,2.9453091621398926,64,2
1.0,0.0023961858823895454,0.47999998927116394,2.960925579071045,65,2
1.0,0.0023208619095385075,0.47999998927116394,2.976081609725952,66,2
1.0,0.0022500446066260338,0.47999998927116394,2.990804433822632,67,2
1.0,0.0021833383943885565,0.47999998927116394,3.005122423171997,68,2
1.0,0.0021203840151429176,0.47999998927116394,3.019059658050537,69,2
1.0,0.002060864120721817,0.47999998927116394,3.032639265060425,70,2
1.0,0.002004495356231928,0.47999998927116394,3.0458834171295166,71,2
1.0,0.0019510186975821853,0.47999998927116394,3.0588135719299316,72,2
1.0,0.0019002021290361881,0.47999998927116394,3.0714473724365234,73,2
1.0,0.001851841458119452,0.47999998927116394,3.0838043689727783,74,2
1.0,0.0018057465786114335,0.47999998927116394,3.0958995819091797,75,2
1.0,0.0017617493867874146,0.47999998927116394,3.107750654220581,76,2
1.0,0.001719693304039538,0.47999998927116394,3.119370460510254,77,2
1.0,0.0016794416587799788,0.47999998927116394,3.1307730674743652,78,2
1.0,0.0016408695373684168,0.47999998927116394,3.141972541809082,79,2
1.0,0.001603857846930623,0.47999998927116394,3.15297794342041,80,2
1.0,0.0015683071687817574,0.47999998927116394,3.1638031005859375,81,2
1.0,0.0015341185498982668,0.47999998927116394,3.1744565963745117,82,2
1.0,0.0015012084040790796,0.47999998927116394,3.1849493980407715,83,2
1.0,0.0014694896526634693,0.47999998927116394,3.1952874660491943,84,2
1.0,0.0014389010611921549,0.47999998927116394,3.205482244491577,85,2
1.0,0.001409368123859167,0.47999998927116394,3.2155401706695557,86,2
1.0,0.0013808333314955235,0.47999998927116394,3.2254674434661865,87,2
1.0,0.0013532392913475633,0.47999998927116394,3.2352724075317383,88,2
1.0,0.0013265344314277172,0.47999998927116394,3.244959831237793,89,2
1.0,0.001300671836361289,0.47999998927116394,3.2545361518859863,90,2
1.0,0.0012756059877574444,0.47999998927116394,3.264005661010742,91,2
1.0,0.0012513012625277042,0.47999998927116394,3.2733750343322754,92,2
1.0,0.001227712957188487,0.47999998927116394,3.282647132873535,93,2
1.0,0.0012048131320625544,0.47999998927116394,3.2918272018432617,94,2
1.0,0.0011825647670775652,0.47999998927116394,3.300917863845825,95,2
1.0,0.0011609417852014303,0.47999998927116394,3.309924364089966,96,2
1.0,0.0011399141512811184,0.47999998927116394,3.3188490867614746,97,2
1.0,0.0011194550897926092,0.47999998927116394,3.327695846557617,98,2
1.0,0.001099542248994112,0.47999998927116394,3.3364672660827637,99,2
1.0,0.001080151880159974,0.47999998927116394,3.345165491104126,100,2
0.0,0.8123048543930054,0.4300000071525574,0.71746426820755,1,2
0.0,0.7583836317062378,0.4300000071525574,0.7054198980331421,2,2
0.5,0.7089062929153442,0.49000000953674316,0.6953250765800476,3,2
1.0,0.6633504629135132,0.5699999928474426,0.6869432926177979,4,2
1.0,0.6211568117141724,0.5699999928474426,0.6801073551177979,5,2
1.0,0.5816893577575684,0.5699999928474426,0.6747244000434875,6,2
1.0,0.5444215536117554,0.5699999928474426,0.6707599759101868,7,2
1.0,0.5089653134346008,0.5699999928474426,0.6682278513908386,8,2
1.0,0.47502797842025757,0.5699999928474426,0.6671857237815857,9,2
1.0,0.4423983097076416,0.5699999928474426,0.6677276492118835,10,2
1.0,0.41094493865966797,0.5699999928474426,0.669974684715271,11,2
1.0,0.3806067407131195,0.5699999928474426,0.6740655303001404,12,2
1.0,0.3513774275779724,0.5699999928474426,0.6801482439041138,13,2
1.0,0.32328763604164124,0.5699999928474426,0.6883700489997864,14,2
1.0,0.2963908016681671,0.5699999928474426,0.6988688707351685,15,2
1.0,0.2707520127296448,0.5699999928474426,0.7117630839347839,16,2
1.0,0.2464391440153122,0.5699999928474426,0.7271440029144287,17,2
1.0,0.22351492941379547,0.5699999928474426,0.745069682598114,18,2
1.0,0.20203155279159546,0.5699999928474426,0.7655593156814575,19,2
1.0,0.1820252686738968,0.5699999928474426,0.7885903716087341,20,2
1.0,0.16351398825645447,0.5699999928474426,0.8140977621078491,21,2
1.0,0.14649519324302673,0.5699999928474426,0.8419733643531799,22,2
1.0,0.13094589114189148,0.5699999928474426,0.8720701336860657,23,2
1.0,0.11682397127151489,0.5699999928474426,0.9042060375213623,24,2
1.0,0.10407072305679321,0.5699999928474426,0.9381697773933411,25,2
1.0,0.09261341392993927,0.5699999928474426,0.973728358745575,26,2
1.0,0.08236904442310333,0.5699999928474426,1.0106333494186401,27,2
1.0,0.07324807345867157,0.5699999928474426,1.048628568649292,28,2
1.0,0.0651572197675705,0.5699999928474426,1.0874569416046143,29,2
1.0,0.058002717792987823,0.5699999928474426,1.1268664598464966,30,2
1.0,0.051692645996809006,0.5699999928474426,1.1666151285171509,31,2
1.0,0.04613884538412094,0.5699999928474426,1.2064776420593262,32,2
1.0,0.041257865726947784,0.5699999928474426,1.2462444305419922,33,2
1.0,0.03697274997830391,0.5699999928474426,1.2857283353805542,34,2
1.0,0.033212464302778244,0.5699999928474426,1.324763298034668,35,2
1.0,0.029913172125816345,0.5699999928474426,1.363204836845398,36,2
1.0,0.027017299085855484,0.5699999928474426,1.4009311199188232,37,2
1.0,0.024473775178194046,0.5699999928474426,1.4378410577774048,38,2
1.0,0.022237390279769897,0.5699999928474426,1.4738520383834839,39,2
1.0,0.020268425345420837,0.5699999928474426,1.5089006423950195,40,2
1.0,0.01853227987885475,0.5699999928474426,1.5429404973983765,41,2
1.0,0.01699855551123619,0.5699999928474426,1.575938105583191,42,2
1.0,0.015641171485185623,0.5699999928474426,1.6078736782073975,43,2
1.0,0.014437220990657806,0.5699999928474426,1.6387377977371216,44,2
1.0,0.013366973027586937,0.5699999928474426,1.6685327291488647,45,2
1.0,0.012413432821631432,0.5699999928474426,1.697266697883606,46,2
1.0,0.011561857536435127,0.5699999928474426,1.7249566316604614,47,2
1.0,0.010799363255500793,0.5699999928474426,1.7516223192214966,48,2
1.0,0.010115060955286026,0.5699999928474426,1.7772903442382812,49,2
1.0,0.009499311447143555,0.5699999928474426,1.8019901514053345,50,2
1.0,0.008943931199610233,0.5699999928474426,1.8257545232772827,51,2
1.0,0.00844157487154007,0.5699999928474426,1.8486149311065674,52,2
1.0,0.007986185140907764,0.5699999928474426,1.8706097602844238,53,2
1.0,0.0075723230838775635,0.5699999928474426,1.891772747039795,54,2
1.0,0.007195132784545422,0.5699999928474426,1.9121416807174683,55,2
1.0,0.006850673817098141,0.5699999928474426,1.931753396987915,56,2
1.0,0.006535280495882034,0.5699999928474426,1.950642704963684,57,2
1.0,0.006245807744562626,0.5699999928474426,1.9688464403152466,58,2
1.0,0.005979474633932114,0.5699999928474426,1.9863990545272827,59,2
1.0,0.005733864847570658,0.5699999928474426,2.003333806991577,60,2
1.0,0.005506864748895168,0.5699999928474426,2.019683837890625,61,2
1.0,0.005296515300869942,0.5699999928474426,2.0354814529418945,62,2
1.0,0.0051012467592954636,0.5699999928474426,2.050755500793457,63,2
1.0,0.004919613711535931,0.5699999928474426,2.065537929534912,64,2
1.0,0.004750201478600502,0.5699999928474426,2.0798537731170654,65,2
1.0,0.004591926001012325,0.5699999928474426,2.0937304496765137,66,2
1.0,0.004443703219294548,0.5699999928474426,2.107193946838379,67,2
1.0,0.004304751753807068,0.5699999928474426,2.120267629623413,68,2
1.0,0.004174049012362957,0.5699999928474426,2.1329758167266846,69,2
1.0,0.004050964489579201,0.5699999928474426,2.1453378200531006,70,2
1.0,0.003934926353394985,0.5699999928474426,2.157374620437622,71,2
1.0,0.00382515462115407,0.5699999928474426,2.1691057682037354,72,2
1.0,0.0037212874740362167,0.5699999928474426,2.180548906326294,73,2
1.0,0.0036227856762707233,0.5699999928474426,2.1917214393615723,74,2
1.0,0.0035291684325784445,0.5699999928474426,2.2026398181915283,75,2
1.0,0.0034401952289044857,0.5699999928474426,2.21331787109375,76,2
1.0,0.003355297027155757,0.5699999928474426,2.223771095275879,77,2
1.0,0.003274442395195365,0.5699999928474426,2.234010934829712,78,2
1.0,0.0031970925629138947,0.5699999928474426,2.244050979614258,79,2
1.0,0.0031231269240379333,0.5699999928474426,2.253903865814209,80,2
1.0,0.0030522458255290985,0.5699999928474426,2.263578414916992,81,2
1.0,0.002984269056469202,0.5699999928474426,2.273085832595825,82,2
1.0,0.0029189572669565678,0.5699999928474426,2.282435655593872,83,2
1.0,0.002856250386685133,0.5699999928474426,2.2916364669799805,84,2
1.0,0.0027958182618021965,0.5699999928474426,2.30069637298584,85,2
1.0,0.0027376015204936266,0.5699999928474426,2.3096237182617188,86,2
1.0,0.002681479789316654,0.5699999928474426,2.3184258937835693,87,2
1.0,0.0026273634284734726,0.5699999928474426,2.32710862159729,88,2
1.0,0.0025749532505869865,0.5699999928474426,2.3356783390045166,89,2
1.0,0.002524428069591522,0.5699999928474426,2.3441436290740967,90,2
1.0,0.0024754288606345654,0.5699999928474426,2.3525047302246094,91,2
1.0,0.0024280156940221786,0.5699999928474426,2.3607723712921143,92,2
1.0,0.0023819790221750736,0.5699999928474426,2.3689470291137695,93,2
1.0,0.002337438054382801,0.5699999928474426,2.377035140991211,94,2
1.0,0.0022942135110497475,0.5699999928474426,2.385040760040283,95,2
1.0,0.0022520958445966244,0.5699999928474426,2.39296817779541,96,2
1.0,0.0022113239392638206,0.5699999928474426,2.4008193016052246,97,2
1.0,0.0021716291084885597,0.5699999928474426,2.408599615097046,98,2
1.0,0.002132981549948454,0.5699999928474426,2.4163100719451904,99,2
1.0,0.002095439936965704,0.5699999928474426,2.4239563941955566,100,2
0.5,0.6820582151412964,0.4300000071525574,0.6814676523208618,1,2
0.5,0.6691745519638062,0.5699999928474426,0.669003963470459,2,2
0.5,0.6570451259613037,0.8700000047683716,0.6574457287788391,3,2
1.0,0.6454870104789734,0.9399999976158142,0.6466917991638184,4,2
1.0,0.6344038248062134,0.9300000071525574,0.636752188205719,5,2
1.0,0.6236907243728638,0.9200000166893005,0.627613365650177,6,2
1.0,0.6132209300994873,0.9200000166893005,0.6191968321800232,7,2
1.0,0.6028763055801392,0.9200000166893005,0.6113843321800232,8,2
1.0,0.5925747156143188,0.9200000166893005,0.6040565967559814,9,2
1.0,0.582276463508606,0.9200000166893005,0.5971134901046753,10,2
1.0,0.5719754695892334,0.9300000071525574,0.5904766321182251,11,2
1.0,0.5616861581802368,0.9399999976158142,0.584084153175354,12,2
1.0,0.5514335632324219,0.9399999976158142,0.5778844952583313,13,2
1.0,0.5412454605102539,0.9300000071525574,0.5718305110931396,14,2
1.0,0.5311475396156311,0.9300000071525574,0.5658765435218811,15,2
1.0,0.5211597681045532,0.9300000071525574,0.5599766373634338,16,2
1.0,0.5112946629524231,0.9300000071525574,0.5540834069252014,17,2
1.0,0.5015561580657959,0.9399999976158142,0.5481487512588501,18,2
1.0,0.491940438747406,0.9399999976158142,0.5421258807182312,19,2
1.0,0.4824368357658386,0.9399999976158142,0.535971999168396,20,2
1.0,0.4730305075645447,0.9399999976158142,0.5296531319618225,21,2
1.0,0.4637051820755005,0.9399999976158142,0.523148775100708,22,2
1.0,0.4544472396373749,0.949999988079071,0.5164551734924316,23,2
1.0,0.4452478885650635,0.949999988079071,0.5095857381820679,24,2
1.0,0.43610525131225586,0.9399999976158142,0.5025685429573059,25,2
1.0,0.4270234704017639,0.9399999976158142,0.4954412877559662,26,2
1.0,0.4180111289024353,0.9399999976158142,0.4882460832595825,27,2
1.0,0.4090784192085266,0.9399999976158142,0.48102524876594543,28,2
1.0,0.40023547410964966,0.9399999976158142,0.47381728887557983,29,2
1.0,0.39149022102355957,0.9399999976158142,0.4666557312011719,30,2
1.0,0.38284850120544434,0.9399999976158142,0.45956745743751526,31,2
1.0,0.3743132948875427,0.9399999976158142,0.4525730609893799,32,2
1.0,0.3658863306045532,0.9399999976158142,0.44568687677383423,33,2
1.0,0.35756778717041016,0.9399999976158142,0.43891820311546326,34,2
1.0,0.34935835003852844,0.9399999976158142,0.4322715699672699,35,2
1.0,0.3412594497203827,0.9399999976158142,0.42574790120124817,36,2
1.0,0.3332737684249878,0.9399999976158142,0.41934454441070557,37,2
1.0,0.32540541887283325,0.9399999976158142,0.4130561947822571,38,2
1.0,0.3176599144935608,0.9399999976158142,0.40687474608421326,39,2
1.0,0.3100432753562927,0.9399999976158142,0.40078961849212646,40,2
1.0,0.302561491727829,0.9399999976158142,0.3947885036468506,41,2
1.0,0.2952200770378113,0.9399999976158142,0.38885796070098877,42,2
1.0,0.2880231440067291,0.9399999976158142,0.38298454880714417,43,2
1.0,0.28097307682037354,0.949999988079071,0.3771567642688751,44,2
1.0,0.2740711569786072,0.949999988079071,0.37136614322662354,45,2
1.0,0.26731765270233154,0.949999988079071,0.3656095564365387,46,2
1.0,0.2607126533985138,0.949999988079071,0.35988911986351013,47,2
1.0,0.25425663590431213,0.949999988079071,0.3542127311229706,48,2
1.0,0.24795030057430267,0.949999988079071,0.34859272837638855,49,2
1.0,0.2417948842048645,0.949999988079071,0.3430444300174713,50,2
1.0,0.23579128086566925,0.949999988079071,0.33758363127708435,51,2
1.0,0.22993934154510498,0.949999988079071,0.3322252333164215,52,2
1.0,0.2242380976676941,0.949999988079071,0.3269811272621155,53,2
1.0,0.218685120344162,0.949999988079071,0.3218594491481781,54,2
1.0,0.2132769227027893,0.949999988079071,0.31686416268348694,55,2
1.0,0.20800989866256714,0.949999988079071,0.311995267868042,56,2
1.0,0.2028803825378418,0.949999988079071,0.3072487711906433,57,2
1.0,0.1978849172592163,0.949999988079071,0.30261778831481934,58,2
1.0,0.1930203139781952,0.949999988079071,0.29809319972991943,59,2
1.0,0.18828368186950684,0.949999988079071,0.2936648428440094,60,2
1.0,0.183671772480011,0.949999988079071,0.28932279348373413,61,2
1.0,0.1791812777519226,0.949999988079071,0.2850589454174042,62,2
1.0,0.17480874061584473,0.949999988079071,0.2808685600757599,63,2
1.0,0.17055121064186096,0.949999988079071,0.27675101161003113,64,2
1.0,0.16640600562095642,0.949999988079071,0.2727101445198059,65,2
1.0,0.16237100958824158,0.949999988079071,0.2687530815601349,66,2
1.0,0.15844452381134033,0.949999988079071,0.2648892104625702,67,2
1.0,0.15462461113929749,0.949999988079071,0.26112765073776245,68,2
1.0,0.1509086936712265,0.949999988079071,0.2574756145477295,69,2
1.0,0.1472938060760498,0.949999988079071,0.2539369761943817,70,2
1.0,0.14377641677856445,0.949999988079071,0.2505117356777191,71,2
1.0,0.14035314321517944,0.949999988079071,0.2471957802772522,72,2
1.0,0.13702063262462616,0.949999988079071,0.24398170411586761,73,2
1.0,0.13377609848976135,0.949999988079071,0.24085955321788788,74,2
1.0,0.1306164562702179,0.949999988079071,0.23781880736351013,75,2
1.0,0.1275385320186615,0.949999988079071,0.23485013842582703,76,2
1.0,0.12453877180814743,0.949999988079071,0.23194746673107147,77,2
1.0,0.12161367386579514,0.949999988079071,0.22910895943641663,78,2
1.0,0.11875985562801361,0.949999988079071,0.22633686661720276,79,2
1.0,0.11597450077533722,0.949999988079071,0.22363562881946564,80,2
1.0,0.11325474083423615,0.949999988079071,0.2210095226764679,81,2
1.0,0.11059771478176117,0.949999988079071,0.21846020221710205,82,2
1.0,0.1080005019903183,0.949999988079071,0.21598617732524872,83,2
1.0,0.10546061396598816,0.949999988079071,0.21358270943164825,84,2
1.0,0.10297596454620361,0.949999988079071,0.21124322712421417,85,2
1.0,0.10054510831832886,0.949999988079071,0.20896075665950775,86,2
1.0,0.09816672652959824,0.949999988079071,0.2067302167415619,87,2
1.0,0.09583935141563416,0.949999988079071,0.2045496106147766,88,2
1.0,0.0935620367527008,0.9399999976158142,0.20242032408714294,89,2
1.0,0.0913340151309967,0.9399999976158142,0.20034566521644592,90,2
1.0,0.08915479481220245,0.9399999976158142,0.1983286440372467,91,2
1.0,0.08702421933412552,0.9399999976158142,0.1963704228401184,92,2
1.0,0.08494170010089874,0.9399999976158142,0.19447015225887299,93,2
1.0,0.08290719240903854,0.9399999976158142,0.1926259845495224,94,2
1.0,0.0809207558631897,0.9399999976158142,0.19083650410175323,95,2
1.0,0.07898256182670593,0.9399999976158142,0.18910133838653564,96,2
1.0,0.07709279656410217,0.9399999976158142,0.18742160499095917,97,2
1.0,0.07525131106376648,0.9399999976158142,0.1857994645833969,98,2
1.0,0.0734582245349884,0.9399999976158142,0.18423646688461304,99,2
1.0,0.07171358168125153,0.9399999976158142,0.18273259699344635,100,2
0.0,0.7095041275024414,0.5,0.6879463791847229,1,2
