Using device: cpu

=== Starting training for train size 2 ===

Starting repetition 1/1 for train size 2
Train Size: 2, Epoch: 1/100, Train Loss: 0.6438, Train Acc: 1.0000, Test Loss: 0.7119, Test Acc: 0.5200, Epoch time: 6.790355 seconds
Train Size: 2, Epoch: 2/100, Train Loss: 0.5880, Train Acc: 1.0000, Test Loss: 0.7180, Test Acc: 0.5200, Epoch time: 7.016644 seconds
Train Size: 2, Epoch: 3/100, Train Loss: 0.5366, Train Acc: 1.0000, Test Loss: 0.7272, Test Acc: 0.5200, Epoch time: 7.555049 seconds
Train Size: 2, Epoch: 4/100, Train Loss: 0.4893, Train Acc: 1.0000, Test Loss: 0.7395, Test Acc: 0.5200, Epoch time: 7.549304 seconds
Train Size: 2, Epoch: 5/100, Train Loss: 0.4454, Train Acc: 1.0000, Test Loss: 0.7548, Test Acc: 0.5200, Epoch time: 7.461818 seconds
Train Size: 2, Epoch: 6/100, Train Loss: 0.4048, Train Acc: 1.0000, Test Loss: 0.7728, Test Acc: 0.5200, Epoch time: 7.335607 seconds
Train Size: 2, Epoch: 7/100, Train Loss: 0.3674, Train Acc: 1.0000, Test Loss: 0.7936, Test Acc: 0.5200, Epoch time: 7.634886 seconds
Train Size: 2, Epoch: 8/100, Train Loss: 0.3328, Train Acc: 1.0000, Test Loss: 0.8171, Test Acc: 0.5200, Epoch time: 7.153908 seconds
Train Size: 2, Epoch: 9/100, Train Loss: 0.3010, Train Acc: 1.0000, Test Loss: 0.8431, Test Acc: 0.5200, Epoch time: 6.931470 seconds
Train Size: 2, Epoch: 10/100, Train Loss: 0.2717, Train Acc: 1.0000, Test Loss: 0.8717, Test Acc: 0.5200, Epoch time: 7.182591 seconds
Train Size: 2, Epoch: 11/100, Train Loss: 0.2448, Train Acc: 1.0000, Test Loss: 0.9027, Test Acc: 0.5200, Epoch time: 6.793040 seconds
Train Size: 2, Epoch: 12/100, Train Loss: 0.2202, Train Acc: 1.0000, Test Loss: 0.9360, Test Acc: 0.5200, Epoch time: 7.355117 seconds
Train Size: 2, Epoch: 13/100, Train Loss: 0.1978, Train Acc: 1.0000, Test Loss: 0.9714, Test Acc: 0.5200, Epoch time: 6.852109 seconds
Train Size: 2, Epoch: 14/100, Train Loss: 0.1774, Train Acc: 1.0000, Test Loss: 1.0086, Test Acc: 0.5200, Epoch time: 6.691239 seconds
Train Size: 2, Epoch: 15/100, Train Loss: 0.1590, Train Acc: 1.0000, Test Loss: 1.0475, Test Acc: 0.5200, Epoch time: 6.660179 seconds
Train Size: 2, Epoch: 16/100, Train Loss: 0.1425, Train Acc: 1.0000, Test Loss: 1.0877, Test Acc: 0.5200, Epoch time: 6.709654 seconds
Train Size: 2, Epoch: 17/100, Train Loss: 0.1276, Train Acc: 1.0000, Test Loss: 1.1291, Test Acc: 0.5200, Epoch time: 6.715323 seconds
Train Size: 2, Epoch: 18/100, Train Loss: 0.1143, Train Acc: 1.0000, Test Loss: 1.1714, Test Acc: 0.5200, Epoch time: 6.702266 seconds
Train Size: 2, Epoch: 19/100, Train Loss: 0.1024, Train Acc: 1.0000, Test Loss: 1.2143, Test Acc: 0.5200, Epoch time: 6.686554 seconds
Train Size: 2, Epoch: 20/100, Train Loss: 0.0919, Train Acc: 1.0000, Test Loss: 1.2575, Test Acc: 0.5200, Epoch time: 6.700320 seconds
Train Size: 2, Epoch: 21/100, Train Loss: 0.0825, Train Acc: 1.0000, Test Loss: 1.3009, Test Acc: 0.5200, Epoch time: 6.696159 seconds
Train Size: 2, Epoch: 22/100, Train Loss: 0.0742, Train Acc: 1.0000, Test Loss: 1.3442, Test Acc: 0.5200, Epoch time: 6.720978 seconds
Train Size: 2, Epoch: 23/100, Train Loss: 0.0669, Train Acc: 1.0000, Test Loss: 1.3873, Test Acc: 0.5200, Epoch time: 6.700691 seconds
Train Size: 2, Epoch: 24/100, Train Loss: 0.0604, Train Acc: 1.0000, Test Loss: 1.4299, Test Acc: 0.5200, Epoch time: 6.721962 seconds
Train Size: 2, Epoch: 25/100, Train Loss: 0.0546, Train Acc: 1.0000, Test Loss: 1.4720, Test Acc: 0.5200, Epoch time: 6.661511 seconds
Train Size: 2, Epoch: 26/100, Train Loss: 0.0496, Train Acc: 1.0000, Test Loss: 1.5134, Test Acc: 0.5200, Epoch time: 6.712524 seconds
Train Size: 2, Epoch: 27/100, Train Loss: 0.0451, Train Acc: 1.0000, Test Loss: 1.5539, Test Acc: 0.5200, Epoch time: 6.718660 seconds
Train Size: 2, Epoch: 28/100, Train Loss: 0.0411, Train Acc: 1.0000, Test Loss: 1.5936, Test Acc: 0.5200, Epoch time: 6.713126 seconds
Train Size: 2, Epoch: 29/100, Train Loss: 0.0376, Train Acc: 1.0000, Test Loss: 1.6324, Test Acc: 0.5200, Epoch time: 6.715283 seconds
Train Size: 2, Epoch: 30/100, Train Loss: 0.0344, Train Acc: 1.0000, Test Loss: 1.6701, Test Acc: 0.5200, Epoch time: 6.730371 seconds
Train Size: 2, Epoch: 31/100, Train Loss: 0.0316, Train Acc: 1.0000, Test Loss: 1.7068, Test Acc: 0.5200, Epoch time: 6.794749 seconds
Train Size: 2, Epoch: 32/100, Train Loss: 0.0292, Train Acc: 1.0000, Test Loss: 1.7425, Test Acc: 0.5200, Epoch time: 6.726475 seconds
Train Size: 2, Epoch: 33/100, Train Loss: 0.0269, Train Acc: 1.0000, Test Loss: 1.7771, Test Acc: 0.5200, Epoch time: 6.703763 seconds
Train Size: 2, Epoch: 34/100, Train Loss: 0.0250, Train Acc: 1.0000, Test Loss: 1.8106, Test Acc: 0.5200, Epoch time: 6.745048 seconds
Train Size: 2, Epoch: 35/100, Train Loss: 0.0232, Train Acc: 1.0000, Test Loss: 1.8430, Test Acc: 0.5200, Epoch time: 6.739685 seconds
Train Size: 2, Epoch: 36/100, Train Loss: 0.0216, Train Acc: 1.0000, Test Loss: 1.8744, Test Acc: 0.5200, Epoch time: 6.722741 seconds
