
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.6878, Train Acc: 0.5875, Test Loss: 0.5222, Test Acc: 0.7600, Epoch time: 18.461101 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.5562, Train Acc: 0.7500, Test Loss: 0.4250, Test Acc: 0.8800, Epoch time: 20.553966 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.4477, Train Acc: 0.8750, Test Loss: 0.3454, Test Acc: 0.9200, Epoch time: 21.220036 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.3598, Train Acc: 0.9125, Test Loss: 0.2806, Test Acc: 0.9400, Epoch time: 21.524178 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.2891, Train Acc: 0.9250, Test Loss: 0.2281, Test Acc: 0.9700, Epoch time: 21.911785 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.2326, Train Acc: 0.9500, Test Loss: 0.1859, Test Acc: 0.9800, Epoch time: 22.064924 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.1876, Train Acc: 0.9625, Test Loss: 0.1521, Test Acc: 0.9900, Epoch time: 22.098001 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.1519, Train Acc: 0.9875, Test Loss: 0.1252, Test Acc: 1.0000, Epoch time: 22.458126 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.1237, Train Acc: 1.0000, Test Loss: 0.1038, Test Acc: 1.0000, Epoch time: 23.103649 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.1016, Train Acc: 1.0000, Test Loss: 0.0869, Test Acc: 1.0000, Epoch time: 22.536344 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.0842, Train Acc: 1.0000, Test Loss: 0.0735, Test Acc: 1.0000, Epoch time: 23.013134 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.0706, Train Acc: 1.0000, Test Loss: 0.0629, Test Acc: 1.0000, Epoch time: 22.717804 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.0598, Train Acc: 1.0000, Test Loss: 0.0543, Test Acc: 1.0000, Epoch time: 23.072863 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.0512, Train Acc: 1.0000, Test Loss: 0.0473, Test Acc: 1.0000, Epoch time: 24.538415 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.0443, Train Acc: 1.0000, Test Loss: 0.0416, Test Acc: 1.0000, Epoch time: 22.982027 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.0386, Train Acc: 1.0000, Test Loss: 0.0369, Test Acc: 1.0000, Epoch time: 22.992010 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.0339, Train Acc: 1.0000, Test Loss: 0.0329, Test Acc: 1.0000, Epoch time: 22.905701 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.0300, Train Acc: 1.0000, Test Loss: 0.0295, Test Acc: 1.0000, Epoch time: 22.937515 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.0267, Train Acc: 1.0000, Test Loss: 0.0266, Test Acc: 1.0000, Epoch time: 23.186172 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.0239, Train Acc: 1.0000, Test Loss: 0.0241, Test Acc: 1.0000, Epoch time: 23.207629 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.0214, Train Acc: 1.0000, Test Loss: 0.0220, Test Acc: 1.0000, Epoch time: 23.159867 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.0193, Train Acc: 1.0000, Test Loss: 0.0201, Test Acc: 1.0000, Epoch time: 23.350838 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.0175, Train Acc: 1.0000, Test Loss: 0.0185, Test Acc: 1.0000, Epoch time: 23.207963 seconds
Train Size: 80, Epoch: 24/100, Train Loss: 0.0159, Train Acc: 1.0000, Test Loss: 0.0171, Test Acc: 1.0000, Epoch time: 23.296959 seconds
Train Size: 80, Epoch: 25/100, Train Loss: 0.0145, Train Acc: 1.0000, Test Loss: 0.0159, Test Acc: 1.0000, Epoch time: 23.164083 seconds
Train Size: 80, Epoch: 26/100, Train Loss: 0.0133, Train Acc: 1.0000, Test Loss: 0.0148, Test Acc: 1.0000, Epoch time: 23.232714 seconds
Train Size: 80, Epoch: 27/100, Train Loss: 0.0123, Train Acc: 1.0000, Test Loss: 0.0138, Test Acc: 1.0000, Epoch time: 23.353100 seconds
Train Size: 80, Epoch: 28/100, Train Loss: 0.0114, Train Acc: 1.0000, Test Loss: 0.0130, Test Acc: 1.0000, Epoch time: 23.355376 seconds
Train Size: 80, Epoch: 29/100, Train Loss: 0.0105, Train Acc: 1.0000, Test Loss: 0.0122, Test Acc: 1.0000, Epoch time: 23.259051 seconds
Train Size: 80, Epoch: 30/100, Train Loss: 0.0098, Train Acc: 1.0000, Test Loss: 0.0116, Test Acc: 1.0000, Epoch time: 23.730713 seconds
Train Size: 80, Epoch: 31/100, Train Loss: 0.0092, Train Acc: 1.0000, Test Loss: 0.0110, Test Acc: 1.0000, Epoch time: 23.462600 seconds
Train Size: 80, Epoch: 32/100, Train Loss: 0.0086, Train Acc: 1.0000, Test Loss: 0.0105, Test Acc: 1.0000, Epoch time: 23.062094 seconds
Train Size: 80, Epoch: 33/100, Train Loss: 0.0081, Train Acc: 1.0000, Test Loss: 0.0100, Test Acc: 1.0000, Epoch time: 23.525208 seconds
Train Size: 80, Epoch: 34/100, Train Loss: 0.0076, Train Acc: 1.0000, Test Loss: 0.0096, Test Acc: 1.0000, Epoch time: 23.130984 seconds
Train Size: 80, Epoch: 35/100, Train Loss: 0.0072, Train Acc: 1.0000, Test Loss: 0.0092, Test Acc: 1.0000, Epoch time: 23.473965 seconds
Train Size: 80, Epoch: 36/100, Train Loss: 0.0068, Train Acc: 1.0000, Test Loss: 0.0088, Test Acc: 1.0000, Epoch time: 23.322594 seconds
Train Size: 80, Epoch: 37/100, Train Loss: 0.0065, Train Acc: 1.0000, Test Loss: 0.0085, Test Acc: 1.0000, Epoch time: 23.185667 seconds
Train Size: 80, Epoch: 38/100, Train Loss: 0.0062, Train Acc: 1.0000, Test Loss: 0.0082, Test Acc: 1.0000, Epoch time: 23.553356 seconds
Train Size: 80, Epoch: 39/100, Train Loss: 0.0059, Train Acc: 1.0000, Test Loss: 0.0079, Test Acc: 1.0000, Epoch time: 23.504643 seconds
Train Size: 80, Epoch: 40/100, Train Loss: 0.0057, Train Acc: 1.0000, Test Loss: 0.0077, Test Acc: 1.0000, Epoch time: 23.627015 seconds
Train Size: 80, Epoch: 41/100, Train Loss: 0.0054, Train Acc: 1.0000, Test Loss: 0.0074, Test Acc: 1.0000, Epoch time: 23.015289 seconds
Train Size: 80, Epoch: 42/100, Train Loss: 0.0052, Train Acc: 1.0000, Test Loss: 0.0072, Test Acc: 1.0000, Epoch time: 23.078779 seconds
Train Size: 80, Epoch: 43/100, Train Loss: 0.0050, Train Acc: 1.0000, Test Loss: 0.0070, Test Acc: 1.0000, Epoch time: 23.152796 seconds
Train Size: 80, Epoch: 44/100, Train Loss: 0.0048, Train Acc: 1.0000, Test Loss: 0.0068, Test Acc: 1.0000, Epoch time: 23.047201 seconds
Train Size: 80, Epoch: 45/100, Train Loss: 0.0046, Train Acc: 1.0000, Test Loss: 0.0066, Test Acc: 1.0000, Epoch time: 23.495423 seconds
Train Size: 80, Epoch: 46/100, Train Loss: 0.0045, Train Acc: 1.0000, Test Loss: 0.0065, Test Acc: 1.0000, Epoch time: 23.154192 seconds
Train Size: 80, Epoch: 47/100, Train Loss: 0.0043, Train Acc: 1.0000, Test Loss: 0.0063, Test Acc: 1.0000, Epoch time: 23.348762 seconds
Train Size: 80, Epoch: 48/100, Train Loss: 0.0042, Train Acc: 1.0000, Test Loss: 0.0061, Test Acc: 1.0000, Epoch time: 23.309217 seconds
Train Size: 80, Epoch: 49/100, Train Loss: 0.0040, Train Acc: 1.0000, Test Loss: 0.0060, Test Acc: 1.0000, Epoch time: 23.465132 seconds
Train Size: 80, Epoch: 50/100, Train Loss: 0.0039, Train Acc: 1.0000, Test Loss: 0.0059, Test Acc: 1.0000, Epoch time: 23.645362 seconds
Train Size: 80, Epoch: 51/100, Train Loss: 0.0038, Train Acc: 1.0000, Test Loss: 0.0057, Test Acc: 1.0000, Epoch time: 23.334949 seconds
Train Size: 80, Epoch: 52/100, Train Loss: 0.0037, Train Acc: 1.0000, Test Loss: 0.0056, Test Acc: 1.0000, Epoch time: 23.243448 seconds
Train Size: 80, Epoch: 53/100, Train Loss: 0.0036, Train Acc: 1.0000, Test Loss: 0.0055, Test Acc: 1.0000, Epoch time: 23.216473 seconds
Train Size: 80, Epoch: 54/100, Train Loss: 0.0035, Train Acc: 1.0000, Test Loss: 0.0054, Test Acc: 1.0000, Epoch time: 23.379631 seconds
Train Size: 80, Epoch: 55/100, Train Loss: 0.0034, Train Acc: 1.0000, Test Loss: 0.0053, Test Acc: 1.0000, Epoch time: 23.688981 seconds
Train Size: 80, Epoch: 56/100, Train Loss: 0.0033, Train Acc: 1.0000, Test Loss: 0.0052, Test Acc: 1.0000, Epoch time: 23.162837 seconds
Train Size: 80, Epoch: 57/100, Train Loss: 0.0032, Train Acc: 1.0000, Test Loss: 0.0051, Test Acc: 1.0000, Epoch time: 23.171201 seconds
Train Size: 80, Epoch: 58/100, Train Loss: 0.0032, Train Acc: 1.0000, Test Loss: 0.0051, Test Acc: 1.0000, Epoch time: 23.088044 seconds
Train Size: 80, Epoch: 59/100, Train Loss: 0.0031, Train Acc: 1.0000, Test Loss: 0.0050, Test Acc: 1.0000, Epoch time: 23.118854 seconds
Train Size: 80, Epoch: 60/100, Train Loss: 0.0030, Train Acc: 1.0000, Test Loss: 0.0049, Test Acc: 1.0000, Epoch time: 23.381819 seconds
Train Size: 80, Epoch: 61/100, Train Loss: 0.0029, Train Acc: 1.0000, Test Loss: 0.0048, Test Acc: 1.0000, Epoch time: 23.356709 seconds
Train Size: 80, Epoch: 62/100, Train Loss: 0.0029, Train Acc: 1.0000, Test Loss: 0.0048, Test Acc: 1.0000, Epoch time: 23.174002 seconds
Train Size: 80, Epoch: 63/100, Train Loss: 0.0028, Train Acc: 1.0000, Test Loss: 0.0047, Test Acc: 1.0000, Epoch time: 23.171020 seconds
Train Size: 80, Epoch: 64/100, Train Loss: 0.0028, Train Acc: 1.0000, Test Loss: 0.0046, Test Acc: 1.0000, Epoch time: 23.464818 seconds
Train Size: 80, Epoch: 65/100, Train Loss: 0.0027, Train Acc: 1.0000, Test Loss: 0.0046, Test Acc: 1.0000, Epoch time: 23.313461 seconds
Train Size: 80, Epoch: 66/100, Train Loss: 0.0027, Train Acc: 1.0000, Test Loss: 0.0045, Test Acc: 1.0000, Epoch time: 23.448702 seconds
Train Size: 80, Epoch: 67/100, Train Loss: 0.0026, Train Acc: 1.0000, Test Loss: 0.0044, Test Acc: 1.0000, Epoch time: 23.610430 seconds
Train Size: 80, Epoch: 68/100, Train Loss: 0.0026, Train Acc: 1.0000, Test Loss: 0.0044, Test Acc: 1.0000, Epoch time: 24.650244 seconds
Train Size: 80, Epoch: 69/100, Train Loss: 0.0025, Train Acc: 1.0000, Test Loss: 0.0043, Test Acc: 1.0000, Epoch time: 25.358482 seconds
Train Size: 80, Epoch: 70/100, Train Loss: 0.0025, Train Acc: 1.0000, Test Loss: 0.0043, Test Acc: 1.0000, Epoch time: 23.567578 seconds
Train Size: 80, Epoch: 71/100, Train Loss: 0.0024, Train Acc: 1.0000, Test Loss: 0.0042, Test Acc: 1.0000, Epoch time: 23.421001 seconds
Train Size: 80, Epoch: 72/100, Train Loss: 0.0024, Train Acc: 1.0000, Test Loss: 0.0042, Test Acc: 1.0000, Epoch time: 24.111209 seconds
Train Size: 80, Epoch: 73/100, Train Loss: 0.0023, Train Acc: 1.0000, Test Loss: 0.0041, Test Acc: 1.0000, Epoch time: 23.290306 seconds
Train Size: 80, Epoch: 74/100, Train Loss: 0.0023, Train Acc: 1.0000, Test Loss: 0.0041, Test Acc: 1.0000, Epoch time: 23.604119 seconds
Train Size: 80, Epoch: 75/100, Train Loss: 0.0023, Train Acc: 1.0000, Test Loss: 0.0040, Test Acc: 1.0000, Epoch time: 23.421138 seconds
Train Size: 80, Epoch: 76/100, Train Loss: 0.0022, Train Acc: 1.0000, Test Loss: 0.0040, Test Acc: 1.0000, Epoch time: 24.706820 seconds
Train Size: 80, Epoch: 77/100, Train Loss: 0.0022, Train Acc: 1.0000, Test Loss: 0.0040, Test Acc: 1.0000, Epoch time: 24.062352 seconds
Train Size: 80, Epoch: 78/100, Train Loss: 0.0022, Train Acc: 1.0000, Test Loss: 0.0039, Test Acc: 1.0000, Epoch time: 25.151890 seconds
Train Size: 80, Epoch: 79/100, Train Loss: 0.0021, Train Acc: 1.0000, Test Loss: 0.0039, Test Acc: 1.0000, Epoch time: 24.441655 seconds
Train Size: 80, Epoch: 80/100, Train Loss: 0.0021, Train Acc: 1.0000, Test Loss: 0.0038, Test Acc: 1.0000, Epoch time: 26.518700 seconds
Train Size: 80, Epoch: 81/100, Train Loss: 0.0021, Train Acc: 1.0000, Test Loss: 0.0038, Test Acc: 1.0000, Epoch time: 26.003402 seconds
Train Size: 80, Epoch: 82/100, Train Loss: 0.0020, Train Acc: 1.0000, Test Loss: 0.0038, Test Acc: 1.0000, Epoch time: 25.678282 seconds
Train Size: 80, Epoch: 83/100, Train Loss: 0.0020, Train Acc: 1.0000, Test Loss: 0.0037, Test Acc: 1.0000, Epoch time: 23.725717 seconds
