
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 2.8329, Train Acc: 0.4375, Test Loss: 1.2775, Test Acc: 0.5200, Epoch time: 10.540949 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 1.2369, Train Acc: 0.4750, Test Loss: 0.5280, Test Acc: 0.7000, Epoch time: 10.688807 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.4447, Train Acc: 0.7875, Test Loss: 0.6370, Test Acc: 0.6900, Epoch time: 10.947526 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.5392, Train Acc: 0.6750, Test Loss: 0.6894, Test Acc: 0.6800, Epoch time: 11.453305 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.5972, Train Acc: 0.6250, Test Loss: 0.5665, Test Acc: 0.7200, Epoch time: 12.455151 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.4833, Train Acc: 0.7875, Test Loss: 0.3748, Test Acc: 0.8200, Epoch time: 12.194172 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.3100, Train Acc: 0.8375, Test Loss: 0.2101, Test Acc: 0.8800, Epoch time: 13.596864 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.1716, Train Acc: 0.9250, Test Loss: 0.1093, Test Acc: 0.9700, Epoch time: 12.476084 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.0904, Train Acc: 0.9500, Test Loss: 0.0611, Test Acc: 0.9900, Epoch time: 13.532677 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.0496, Train Acc: 0.9875, Test Loss: 0.0428, Test Acc: 0.9800, Epoch time: 13.057131 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.0317, Train Acc: 1.0000, Test Loss: 0.0392, Test Acc: 0.9900, Epoch time: 13.150325 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.0259, Train Acc: 0.9875, Test Loss: 0.0424, Test Acc: 0.9900, Epoch time: 12.251992 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.0262, Train Acc: 0.9875, Test Loss: 0.0485, Test Acc: 0.9800, Epoch time: 13.546608 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.0291, Train Acc: 0.9875, Test Loss: 0.0551, Test Acc: 0.9800, Epoch time: 11.902968 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.0327, Train Acc: 0.9875, Test Loss: 0.0609, Test Acc: 0.9800, Epoch time: 11.738538 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.0359, Train Acc: 0.9875, Test Loss: 0.0652, Test Acc: 0.9700, Epoch time: 11.825891 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.0381, Train Acc: 0.9875, Test Loss: 0.0676, Test Acc: 0.9700, Epoch time: 11.609869 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.0392, Train Acc: 0.9875, Test Loss: 0.0680, Test Acc: 0.9700, Epoch time: 11.669270 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.0390, Train Acc: 0.9875, Test Loss: 0.0666, Test Acc: 0.9700, Epoch time: 11.854407 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.0378, Train Acc: 0.9875, Test Loss: 0.0638, Test Acc: 0.9700, Epoch time: 12.178948 seconds
