
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.6786, Train Acc: 0.5750, Test Loss: 0.6869, Test Acc: 0.4300, Epoch time: 16.040379 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.6653, Train Acc: 0.5750, Test Loss: 0.6819, Test Acc: 0.4300, Epoch time: 15.989135 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6529, Train Acc: 0.5750, Test Loss: 0.6765, Test Acc: 0.4300, Epoch time: 20.273229 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.6413, Train Acc: 0.5750, Test Loss: 0.6703, Test Acc: 0.4300, Epoch time: 19.748481 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.6303, Train Acc: 0.5750, Test Loss: 0.6630, Test Acc: 0.4300, Epoch time: 18.475306 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.6197, Train Acc: 0.5750, Test Loss: 0.6546, Test Acc: 0.4300, Epoch time: 17.605776 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.6092, Train Acc: 0.5750, Test Loss: 0.6449, Test Acc: 0.4300, Epoch time: 16.620037 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.5987, Train Acc: 0.5875, Test Loss: 0.6343, Test Acc: 0.4800, Epoch time: 16.961627 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.5883, Train Acc: 0.6000, Test Loss: 0.6228, Test Acc: 0.5600, Epoch time: 16.724590 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.5779, Train Acc: 0.7000, Test Loss: 0.6107, Test Acc: 0.6200, Epoch time: 16.978179 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.5675, Train Acc: 0.7500, Test Loss: 0.5983, Test Acc: 0.6900, Epoch time: 17.381005 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.5573, Train Acc: 0.8000, Test Loss: 0.5858, Test Acc: 0.7900, Epoch time: 17.114422 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.5471, Train Acc: 0.8375, Test Loss: 0.5734, Test Acc: 0.8700, Epoch time: 17.291404 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.5371, Train Acc: 0.8625, Test Loss: 0.5612, Test Acc: 0.9000, Epoch time: 20.189268 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.5273, Train Acc: 0.8750, Test Loss: 0.5495, Test Acc: 0.9300, Epoch time: 17.722821 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.5177, Train Acc: 0.9000, Test Loss: 0.5383, Test Acc: 0.9400, Epoch time: 16.723866 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.5082, Train Acc: 0.9375, Test Loss: 0.5277, Test Acc: 0.9500, Epoch time: 16.910175 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.4988, Train Acc: 0.9500, Test Loss: 0.5176, Test Acc: 0.9600, Epoch time: 17.464324 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.4895, Train Acc: 0.9625, Test Loss: 0.5080, Test Acc: 0.9600, Epoch time: 18.736331 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.4803, Train Acc: 0.9625, Test Loss: 0.4989, Test Acc: 0.9600, Epoch time: 16.944328 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.4712, Train Acc: 0.9625, Test Loss: 0.4902, Test Acc: 0.9600, Epoch time: 18.074102 seconds
