
=== Starting training for train size 5 ===

Starting repetition 1/1 for train size 5
[1. 0. 0. 1. 1.]
Train Size: 5, Epoch: 1/100, Train Loss: 0.7397, Train Acc: 0.6000, Test Loss: 0.6388, Test Acc: 0.6400, Epoch time: 4.639403 seconds
Train Size: 5, Epoch: 2/100, Train Loss: 0.6097, Train Acc: 0.8000, Test Loss: 0.5917, Test Acc: 0.6800, Epoch time: 5.553249 seconds
Train Size: 5, Epoch: 3/100, Train Loss: 0.5091, Train Acc: 1.0000, Test Loss: 0.5398, Test Acc: 0.7300, Epoch time: 5.506223 seconds
Train Size: 5, Epoch: 4/100, Train Loss: 0.4273, Train Acc: 1.0000, Test Loss: 0.4812, Test Acc: 0.8200, Epoch time: 4.983187 seconds
Train Size: 5, Epoch: 5/100, Train Loss: 0.3566, Train Acc: 1.0000, Test Loss: 0.4199, Test Acc: 0.8600, Epoch time: 4.675594 seconds
Train Size: 5, Epoch: 6/100, Train Loss: 0.2948, Train Acc: 1.0000, Test Loss: 0.3608, Test Acc: 0.9100, Epoch time: 5.892355 seconds
Train Size: 5, Epoch: 7/100, Train Loss: 0.2420, Train Acc: 1.0000, Test Loss: 0.3080, Test Acc: 0.9600, Epoch time: 5.396830 seconds
Train Size: 5, Epoch: 8/100, Train Loss: 0.1985, Train Acc: 1.0000, Test Loss: 0.2631, Test Acc: 0.9700, Epoch time: 5.132397 seconds
Train Size: 5, Epoch: 9/100, Train Loss: 0.1634, Train Acc: 1.0000, Test Loss: 0.2263, Test Acc: 0.9800, Epoch time: 4.676951 seconds
Train Size: 5, Epoch: 10/100, Train Loss: 0.1353, Train Acc: 1.0000, Test Loss: 0.1968, Test Acc: 0.9900, Epoch time: 4.577935 seconds
Train Size: 5, Epoch: 11/100, Train Loss: 0.1127, Train Acc: 1.0000, Test Loss: 0.1731, Test Acc: 0.9900, Epoch time: 4.847952 seconds
Train Size: 5, Epoch: 12/100, Train Loss: 0.0943, Train Acc: 1.0000, Test Loss: 0.1540, Test Acc: 0.9900, Epoch time: 4.739331 seconds
Train Size: 5, Epoch: 13/100, Train Loss: 0.0792, Train Acc: 1.0000, Test Loss: 0.1387, Test Acc: 0.9900, Epoch time: 4.602291 seconds
Train Size: 5, Epoch: 14/100, Train Loss: 0.0666, Train Acc: 1.0000, Test Loss: 0.1263, Test Acc: 0.9900, Epoch time: 4.493157 seconds
Train Size: 5, Epoch: 15/100, Train Loss: 0.0563, Train Acc: 1.0000, Test Loss: 0.1161, Test Acc: 0.9900, Epoch time: 4.652869 seconds
Train Size: 5, Epoch: 16/100, Train Loss: 0.0478, Train Acc: 1.0000, Test Loss: 0.1078, Test Acc: 0.9900, Epoch time: 4.438738 seconds
Train Size: 5, Epoch: 17/100, Train Loss: 0.0408, Train Acc: 1.0000, Test Loss: 0.1009, Test Acc: 0.9900, Epoch time: 4.737211 seconds
Train Size: 5, Epoch: 18/100, Train Loss: 0.0351, Train Acc: 1.0000, Test Loss: 0.0951, Test Acc: 0.9900, Epoch time: 4.831846 seconds
Train Size: 5, Epoch: 19/100, Train Loss: 0.0305, Train Acc: 1.0000, Test Loss: 0.0902, Test Acc: 0.9900, Epoch time: 4.622930 seconds
Train Size: 5, Epoch: 20/100, Train Loss: 0.0266, Train Acc: 1.0000, Test Loss: 0.0858, Test Acc: 0.9900, Epoch time: 4.565032 seconds
Train Size: 5, Epoch: 21/100, Train Loss: 0.0234, Train Acc: 1.0000, Test Loss: 0.0820, Test Acc: 0.9900, Epoch time: 4.484135 seconds
Train Size: 5, Epoch: 22/100, Train Loss: 0.0207, Train Acc: 1.0000, Test Loss: 0.0784, Test Acc: 0.9900, Epoch time: 4.454890 seconds
Train Size: 5, Epoch: 23/100, Train Loss: 0.0185, Train Acc: 1.0000, Test Loss: 0.0752, Test Acc: 0.9900, Epoch time: 4.465378 seconds
Train Size: 5, Epoch: 24/100, Train Loss: 0.0166, Train Acc: 1.0000, Test Loss: 0.0721, Test Acc: 0.9900, Epoch time: 5.031625 seconds
Train Size: 5, Epoch: 25/100, Train Loss: 0.0149, Train Acc: 1.0000, Test Loss: 0.0692, Test Acc: 0.9900, Epoch time: 4.837411 seconds
Train Size: 5, Epoch: 26/100, Train Loss: 0.0135, Train Acc: 1.0000, Test Loss: 0.0665, Test Acc: 0.9900, Epoch time: 5.344510 seconds
Train Size: 5, Epoch: 27/100, Train Loss: 0.0123, Train Acc: 1.0000, Test Loss: 0.0639, Test Acc: 0.9900, Epoch time: 4.863019 seconds
Train Size: 5, Epoch: 28/100, Train Loss: 0.0112, Train Acc: 1.0000, Test Loss: 0.0614, Test Acc: 0.9900, Epoch time: 4.351427 seconds
Train Size: 5, Epoch: 29/100, Train Loss: 0.0103, Train Acc: 1.0000, Test Loss: 0.0590, Test Acc: 0.9900, Epoch time: 4.712602 seconds
Train Size: 5, Epoch: 30/100, Train Loss: 0.0094, Train Acc: 1.0000, Test Loss: 0.0568, Test Acc: 0.9900, Epoch time: 4.434588 seconds
Train Size: 5, Epoch: 31/100, Train Loss: 0.0087, Train Acc: 1.0000, Test Loss: 0.0548, Test Acc: 0.9900, Epoch time: 5.002752 seconds
Train Size: 5, Epoch: 32/100, Train Loss: 0.0081, Train Acc: 1.0000, Test Loss: 0.0528, Test Acc: 0.9900, Epoch time: 5.040277 seconds
Train Size: 5, Epoch: 33/100, Train Loss: 0.0075, Train Acc: 1.0000, Test Loss: 0.0510, Test Acc: 0.9900, Epoch time: 4.942802 seconds
Train Size: 5, Epoch: 34/100, Train Loss: 0.0070, Train Acc: 1.0000, Test Loss: 0.0493, Test Acc: 0.9900, Epoch time: 4.645508 seconds
Train Size: 5, Epoch: 35/100, Train Loss: 0.0066, Train Acc: 1.0000, Test Loss: 0.0478, Test Acc: 0.9900, Epoch time: 4.638570 seconds
Train Size: 5, Epoch: 36/100, Train Loss: 0.0062, Train Acc: 1.0000, Test Loss: 0.0464, Test Acc: 0.9900, Epoch time: 4.437400 seconds
Train Size: 5, Epoch: 37/100, Train Loss: 0.0058, Train Acc: 1.0000, Test Loss: 0.0451, Test Acc: 0.9900, Epoch time: 4.994556 seconds
Train Size: 5, Epoch: 38/100, Train Loss: 0.0055, Train Acc: 1.0000, Test Loss: 0.0439, Test Acc: 0.9900, Epoch time: 4.909924 seconds
Train Size: 5, Epoch: 39/100, Train Loss: 0.0052, Train Acc: 1.0000, Test Loss: 0.0428, Test Acc: 0.9900, Epoch time: 4.775535 seconds
Train Size: 5, Epoch: 40/100, Train Loss: 0.0050, Train Acc: 1.0000, Test Loss: 0.0418, Test Acc: 0.9900, Epoch time: 4.871725 seconds
Train Size: 5, Epoch: 41/100, Train Loss: 0.0047, Train Acc: 1.0000, Test Loss: 0.0409, Test Acc: 0.9900, Epoch time: 5.386082 seconds
Train Size: 5, Epoch: 42/100, Train Loss: 0.0045, Train Acc: 1.0000, Test Loss: 0.0400, Test Acc: 0.9900, Epoch time: 4.907794 seconds
