
=== Starting training for train size 20 ===

Starting repetition 1/1 for train size 20
[0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0.]
Train Size: 20, Epoch: 1/100, Train Loss: 0.5274, Train Acc: 0.9500, Test Loss: 0.4609, Test Acc: 0.9300, Epoch time: 5.878831 seconds
Train Size: 20, Epoch: 2/100, Train Loss: 0.4239, Train Acc: 1.0000, Test Loss: 0.3983, Test Acc: 0.9100, Epoch time: 6.010352 seconds
Train Size: 20, Epoch: 3/100, Train Loss: 0.3541, Train Acc: 1.0000, Test Loss: 0.3516, Test Acc: 0.9200, Epoch time: 6.316911 seconds
Train Size: 20, Epoch: 4/100, Train Loss: 0.3035, Train Acc: 1.0000, Test Loss: 0.3092, Test Acc: 0.9400, Epoch time: 6.403877 seconds
Train Size: 20, Epoch: 5/100, Train Loss: 0.2600, Train Acc: 1.0000, Test Loss: 0.2679, Test Acc: 0.9500, Epoch time: 6.607111 seconds
Train Size: 20, Epoch: 6/100, Train Loss: 0.2197, Train Acc: 1.0000, Test Loss: 0.2289, Test Acc: 0.9600, Epoch time: 7.682059 seconds
Train Size: 20, Epoch: 7/100, Train Loss: 0.1832, Train Acc: 1.0000, Test Loss: 0.1941, Test Acc: 0.9700, Epoch time: 8.073402 seconds
Train Size: 20, Epoch: 8/100, Train Loss: 0.1517, Train Acc: 1.0000, Test Loss: 0.1645, Test Acc: 0.9800, Epoch time: 7.281597 seconds
Train Size: 20, Epoch: 9/100, Train Loss: 0.1259, Train Acc: 1.0000, Test Loss: 0.1403, Test Acc: 0.9900, Epoch time: 6.908101 seconds
Train Size: 20, Epoch: 10/100, Train Loss: 0.1055, Train Acc: 1.0000, Test Loss: 0.1208, Test Acc: 0.9900, Epoch time: 6.897417 seconds
Train Size: 20, Epoch: 11/100, Train Loss: 0.0894, Train Acc: 1.0000, Test Loss: 0.1051, Test Acc: 0.9900, Epoch time: 7.226743 seconds
Train Size: 20, Epoch: 12/100, Train Loss: 0.0768, Train Acc: 1.0000, Test Loss: 0.0924, Test Acc: 1.0000, Epoch time: 6.536492 seconds
Train Size: 20, Epoch: 13/100, Train Loss: 0.0665, Train Acc: 1.0000, Test Loss: 0.0819, Test Acc: 1.0000, Epoch time: 6.278978 seconds
Train Size: 20, Epoch: 14/100, Train Loss: 0.0579, Train Acc: 1.0000, Test Loss: 0.0732, Test Acc: 1.0000, Epoch time: 5.809790 seconds
Train Size: 20, Epoch: 15/100, Train Loss: 0.0506, Train Acc: 1.0000, Test Loss: 0.0658, Test Acc: 1.0000, Epoch time: 5.733685 seconds
Train Size: 20, Epoch: 16/100, Train Loss: 0.0442, Train Acc: 1.0000, Test Loss: 0.0595, Test Acc: 1.0000, Epoch time: 5.751754 seconds
Train Size: 20, Epoch: 17/100, Train Loss: 0.0386, Train Acc: 1.0000, Test Loss: 0.0542, Test Acc: 1.0000, Epoch time: 5.780686 seconds
Train Size: 20, Epoch: 18/100, Train Loss: 0.0339, Train Acc: 1.0000, Test Loss: 0.0497, Test Acc: 1.0000, Epoch time: 5.755226 seconds
Train Size: 20, Epoch: 19/100, Train Loss: 0.0297, Train Acc: 1.0000, Test Loss: 0.0459, Test Acc: 1.0000, Epoch time: 6.931890 seconds
Train Size: 20, Epoch: 20/100, Train Loss: 0.0262, Train Acc: 1.0000, Test Loss: 0.0428, Test Acc: 1.0000, Epoch time: 6.586207 seconds
Train Size: 20, Epoch: 21/100, Train Loss: 0.0233, Train Acc: 1.0000, Test Loss: 0.0402, Test Acc: 1.0000, Epoch time: 6.760714 seconds
Train Size: 20, Epoch: 22/100, Train Loss: 0.0207, Train Acc: 1.0000, Test Loss: 0.0380, Test Acc: 1.0000, Epoch time: 6.812119 seconds
Train Size: 20, Epoch: 23/100, Train Loss: 0.0186, Train Acc: 1.0000, Test Loss: 0.0361, Test Acc: 1.0000, Epoch time: 6.231580 seconds
Train Size: 20, Epoch: 24/100, Train Loss: 0.0169, Train Acc: 1.0000, Test Loss: 0.0345, Test Acc: 1.0000, Epoch time: 6.895698 seconds
Train Size: 20, Epoch: 25/100, Train Loss: 0.0154, Train Acc: 1.0000, Test Loss: 0.0332, Test Acc: 1.0000, Epoch time: 7.340406 seconds
Train Size: 20, Epoch: 26/100, Train Loss: 0.0141, Train Acc: 1.0000, Test Loss: 0.0319, Test Acc: 1.0000, Epoch time: 7.052278 seconds
Train Size: 20, Epoch: 27/100, Train Loss: 0.0130, Train Acc: 1.0000, Test Loss: 0.0308, Test Acc: 1.0000, Epoch time: 6.880837 seconds
Train Size: 20, Epoch: 28/100, Train Loss: 0.0120, Train Acc: 1.0000, Test Loss: 0.0298, Test Acc: 1.0000, Epoch time: 6.705099 seconds
Train Size: 20, Epoch: 29/100, Train Loss: 0.0112, Train Acc: 1.0000, Test Loss: 0.0289, Test Acc: 1.0000, Epoch time: 7.154031 seconds
Train Size: 20, Epoch: 30/100, Train Loss: 0.0105, Train Acc: 1.0000, Test Loss: 0.0280, Test Acc: 1.0000, Epoch time: 6.611948 seconds
Train Size: 20, Epoch: 31/100, Train Loss: 0.0098, Train Acc: 1.0000, Test Loss: 0.0271, Test Acc: 1.0000, Epoch time: 5.913291 seconds
Train Size: 20, Epoch: 32/100, Train Loss: 0.0092, Train Acc: 1.0000, Test Loss: 0.0263, Test Acc: 1.0000, Epoch time: 5.946889 seconds
Train Size: 20, Epoch: 33/100, Train Loss: 0.0087, Train Acc: 1.0000, Test Loss: 0.0255, Test Acc: 1.0000, Epoch time: 6.018901 seconds
Train Size: 20, Epoch: 34/100, Train Loss: 0.0082, Train Acc: 1.0000, Test Loss: 0.0247, Test Acc: 1.0000, Epoch time: 5.921485 seconds
Train Size: 20, Epoch: 35/100, Train Loss: 0.0077, Train Acc: 1.0000, Test Loss: 0.0239, Test Acc: 1.0000, Epoch time: 6.065618 seconds
Train Size: 20, Epoch: 36/100, Train Loss: 0.0073, Train Acc: 1.0000, Test Loss: 0.0232, Test Acc: 1.0000, Epoch time: 5.924246 seconds
Train Size: 20, Epoch: 37/100, Train Loss: 0.0070, Train Acc: 1.0000, Test Loss: 0.0225, Test Acc: 1.0000, Epoch time: 5.934283 seconds
Train Size: 20, Epoch: 38/100, Train Loss: 0.0066, Train Acc: 1.0000, Test Loss: 0.0219, Test Acc: 1.0000, Epoch time: 5.943668 seconds
Train Size: 20, Epoch: 39/100, Train Loss: 0.0063, Train Acc: 1.0000, Test Loss: 0.0212, Test Acc: 1.0000, Epoch time: 5.965970 seconds
Train Size: 20, Epoch: 40/100, Train Loss: 0.0061, Train Acc: 1.0000, Test Loss: 0.0206, Test Acc: 1.0000, Epoch time: 5.929389 seconds
Train Size: 20, Epoch: 41/100, Train Loss: 0.0058, Train Acc: 1.0000, Test Loss: 0.0201, Test Acc: 1.0000, Epoch time: 5.936133 seconds
Train Size: 20, Epoch: 42/100, Train Loss: 0.0056, Train Acc: 1.0000, Test Loss: 0.0195, Test Acc: 1.0000, Epoch time: 5.888788 seconds
Train Size: 20, Epoch: 43/100, Train Loss: 0.0053, Train Acc: 1.0000, Test Loss: 0.0190, Test Acc: 1.0000, Epoch time: 6.073326 seconds
Train Size: 20, Epoch: 44/100, Train Loss: 0.0052, Train Acc: 1.0000, Test Loss: 0.0186, Test Acc: 1.0000, Epoch time: 5.891659 seconds
Train Size: 20, Epoch: 45/100, Train Loss: 0.0050, Train Acc: 1.0000, Test Loss: 0.0181, Test Acc: 1.0000, Epoch time: 5.934634 seconds
Train Size: 20, Epoch: 46/100, Train Loss: 0.0048, Train Acc: 1.0000, Test Loss: 0.0177, Test Acc: 1.0000, Epoch time: 5.898435 seconds
Train Size: 20, Epoch: 47/100, Train Loss: 0.0047, Train Acc: 1.0000, Test Loss: 0.0173, Test Acc: 1.0000, Epoch time: 6.556381 seconds
Train Size: 20, Epoch: 48/100, Train Loss: 0.0045, Train Acc: 1.0000, Test Loss: 0.0170, Test Acc: 1.0000, Epoch time: 6.138857 seconds
Train Size: 20, Epoch: 49/100, Train Loss: 0.0044, Train Acc: 1.0000, Test Loss: 0.0166, Test Acc: 1.0000, Epoch time: 5.889679 seconds
Train Size: 20, Epoch: 50/100, Train Loss: 0.0043, Train Acc: 1.0000, Test Loss: 0.0163, Test Acc: 1.0000, Epoch time: 5.689346 seconds
Train Size: 20, Epoch: 51/100, Train Loss: 0.0041, Train Acc: 1.0000, Test Loss: 0.0160, Test Acc: 1.0000, Epoch time: 5.855777 seconds
Train Size: 20, Epoch: 52/100, Train Loss: 0.0040, Train Acc: 1.0000, Test Loss: 0.0158, Test Acc: 1.0000, Epoch time: 6.513075 seconds
Train Size: 20, Epoch: 53/100, Train Loss: 0.0039, Train Acc: 1.0000, Test Loss: 0.0155, Test Acc: 1.0000, Epoch time: 6.269326 seconds
Train Size: 20, Epoch: 54/100, Train Loss: 0.0038, Train Acc: 1.0000, Test Loss: 0.0153, Test Acc: 1.0000, Epoch time: 6.208671 seconds
Train Size: 20, Epoch: 55/100, Train Loss: 0.0038, Train Acc: 1.0000, Test Loss: 0.0151, Test Acc: 1.0000, Epoch time: 6.284578 seconds
Train Size: 20, Epoch: 56/100, Train Loss: 0.0037, Train Acc: 1.0000, Test Loss: 0.0149, Test Acc: 1.0000, Epoch time: 6.217250 seconds
Train Size: 20, Epoch: 57/100, Train Loss: 0.0036, Train Acc: 1.0000, Test Loss: 0.0147, Test Acc: 1.0000, Epoch time: 6.028694 seconds
Train Size: 20, Epoch: 58/100, Train Loss: 0.0035, Train Acc: 1.0000, Test Loss: 0.0145, Test Acc: 1.0000, Epoch time: 7.111593 seconds
Train Size: 20, Epoch: 59/100, Train Loss: 0.0034, Train Acc: 1.0000, Test Loss: 0.0144, Test Acc: 1.0000, Epoch time: 7.110109 seconds
Train Size: 20, Epoch: 60/100, Train Loss: 0.0034, Train Acc: 1.0000, Test Loss: 0.0142, Test Acc: 1.0000, Epoch time: 7.314398 seconds
