step,train_cost,train_acc,test_cost,test_acc,n_train,batch_size
1,1.9099142427623303,0.3106090724468231,1.6742789918603578,0.39900001883506775,10000,64
2,1.68339910980062,0.3864450752735138,1.5332979338648751,0.4480000138282776,10000,64
3,1.601237394770345,0.4177945852279663,1.4661046126069106,0.46250003576278687,10000,64
4,1.534991107870733,0.44207802414894104,1.4055998887696879,0.49800002574920654,10000,64
5,1.4960190762146268,0.45670780539512634,1.3522430086024275,0.5045000314712524,10000,64
6,1.4397778764044882,0.4862659275531769,1.35797149293266,0.5049999952316284,10000,64
7,1.409862547358525,0.4904458522796631,1.2978348192132487,0.5420000553131104,10000,64
8,1.3937131061813472,0.4988057315349579,1.2831548747223223,0.5330000519752502,10000,64
9,1.3479582001380095,0.5160230994224548,1.2971637007091459,0.5480000376701355,10000,64
10,1.3503728718598,0.5096536874771118,1.2738628534490533,0.5475000143051147,10000,64
11,1.330985687455682,0.5261743664741516,1.233156101276111,0.5635000467300415,10000,64
12,1.2970183655353937,0.534136176109314,1.2312182098609927,0.5785000324249268,10000,64
13,1.2800564045485747,0.5362260937690735,1.2888186754547384,0.5405000448226929,10000,64
14,1.2751012999392184,0.5477707386016846,1.2227606131663409,0.5665000081062317,10000,64
15,1.2643911309990552,0.5511544942855835,1.2099116659461389,0.5720000267028809,10000,64
16,1.24822820631066,0.5486664175987244,1.2046575303872746,0.5785000324249268,10000,64
17,1.2429024717254111,0.5564291477203369,1.2270612275689377,0.5710000395774841,10000,64
18,1.246095282310325,0.5533439517021179,1.1797355186760459,0.5825000405311584,10000,64
19,1.2238765867758972,0.5624004602432251,1.1668814688374298,0.5950000286102295,10000,64
20,1.2173404653782316,0.5747412443161011,1.18042722932466,0.5805000066757202,10000,64
21,1.2070272138010683,0.5698646306991577,1.1660766617047524,0.593000054359436,10000,64
22,1.213433075482458,0.5672770738601685,1.189563327670296,0.57750004529953,10000,64
23,1.2046559966673334,0.5677747130393982,1.2123783517771667,0.5665000081062317,10000,64
24,1.202561040409081,0.5708599090576172,1.144330559044322,0.5985000133514404,10000,64
25,1.1874055617897472,0.5710589289665222,1.142499858851023,0.5995000004768372,10000,64
26,1.1758941678026036,0.5885748267173767,1.1667820618084805,0.5905000567436218,10000,64
27,1.176405985105011,0.5813097357749939,1.1402334853326423,0.6135000586509705,10000,64
28,1.1762210419927437,0.5838972926139832,1.1810363867278992,0.5825000405311584,10000,64
29,1.1645151096275066,0.587579607963562,1.1265466724741655,0.5950000286102295,10000,64
30,1.1445299759939551,0.5917595624923706,1.1386084323493408,0.5925000309944153,10000,64
31,1.1505364138858076,0.5914610028266907,1.1308662551442843,0.6065000295639038,10000,64
32,1.1566802367132143,0.5915605425834656,1.1243366853696761,0.6140000224113464,10000,64
33,1.1369142923516693,0.596337616443634,1.1224656546139424,0.6005000472068787,10000,64
34,1.144715433307677,0.5894705653190613,1.147590892636248,0.5925000309944153,10000,64
35,1.12849101463323,0.5988256335258484,1.1022322243031608,0.6105000376701355,10000,64
36,1.1317373053539859,0.6008160710334778,1.104605155377947,0.609000027179718,10000,64
37,1.1120279858706061,0.6070860028266907,1.1853314694909927,0.5895000100135803,10000,64
38,1.1207821473018644,0.6022093892097473,1.1217729066232889,0.609000027179718,10000,64
39,1.1057073297540354,0.6106687784194946,1.1032680100773964,0.612000048160553,10000,64
40,1.110028785515213,0.6010151505470276,1.1129593469420078,0.612500011920929,10000,64
41,1.1327036496377583,0.5979299545288086,1.0889954497675298,0.6215000152587891,10000,64
42,1.1070092141663728,0.605792224407196,1.083557808206548,0.6155000329017639,10000,64
43,1.10826978111853,0.6080812215805054,1.108599276076473,0.609000027179718,10000,64
44,1.08966088734904,0.6114649772644043,1.0910992499977974,0.6260000467300415,10000,64
45,1.1028763928704706,0.6118630766868591,1.0787823756728623,0.625,10000,64
46,1.0996840966557602,0.6089769005775452,1.083371185506158,0.627500057220459,10000,64
47,1.084178657140502,0.6141520738601685,1.1424349479109923,0.5960000157356262,10000,64
48,1.0811705452361158,0.618630588054657,1.0817522623286095,0.6255000233650208,10000,64
49,1.0823935687872228,0.6208200454711914,1.0932498954919057,0.6255000233650208,10000,64
50,1.0812748826132859,0.6172372698783875,1.076103554775464,0.6210000514984131,10000,64
51,1.0644341737247767,0.6204220056533813,1.1141716386280245,0.6165000200271606,10000,64
52,1.0830955419622816,0.6194267868995667,1.0751860203163472,0.6285000443458557,10000,64
53,1.0743319727564375,0.6228105425834656,1.0567223199060392,0.6340000033378601,10000,64
54,1.0746126949679562,0.6206210255622864,1.062634951674607,0.6370000243186951,10000,64
55,1.0632746550825125,0.6247014403343201,1.082933508418969,0.6235000491142273,10000,64
56,1.0604952533568537,0.6250995397567749,1.0595584082037117,0.6255000233650208,10000,64
57,1.0706743974682567,0.6181329488754272,1.0533769459764661,0.6295000314712524,10000,64
58,1.0444918327430222,0.6305732727050781,1.0596367687764583,0.6385000348091125,10000,64
59,1.03933849389341,0.6334593892097473,1.0657761272726949,0.6305000185966492,10000,64
60,1.0362377568489218,0.6359474658966064,1.063945493667503,0.6255000233650208,10000,64
61,1.0379839993685245,0.6299761533737183,1.0546300876536348,0.6300000548362732,10000,64
62,1.0354626357210581,0.6363455653190613,1.0584998220168857,0.6325000524520874,10000,64
63,1.0375000567996342,0.6316680312156677,1.057535675461158,0.6340000033378601,10000,64
64,1.0264313849471116,0.6414211988449097,1.05418548289203,0.6385000348091125,10000,64
65,1.0301789143322575,0.6361464858055115,1.0660025493295489,0.6370000243186951,10000,64
66,1.0287484689130346,0.6345541477203369,1.0514150570794345,0.6360000371932983,10000,64
67,1.0136983788470955,0.6428145170211792,1.056957815443642,0.6315000057220459,10000,64
68,1.027686492607108,0.6378383636474609,1.0531847532917955,0.6440000534057617,10000,64
69,1.0153079352161163,0.6457006335258484,1.057941697500746,0.6360000371932983,10000,64
70,1.009675649607977,0.6475915908813477,1.0445940491986772,0.6420000195503235,10000,64
71,1.010747510629947,0.6422173380851746,1.0397846580524295,0.6460000276565552,10000,64
72,1.011931992626856,0.6449044942855835,1.0456099639553165,0.6520000100135803,10000,64
73,1.0119411961378477,0.6412221193313599,1.0448665602600928,0.6420000195503235,10000,64
74,1.0002993743243886,0.6488853693008423,1.052858790069002,0.6460000276565552,10000,64
75,1.00472330183689,0.6407245397567749,1.0596086637191229,0.6395000219345093,10000,64
76,1.0001626616061596,0.6542595624923706,1.038803530404776,0.6430000066757202,10000,64
77,0.9964863305371628,0.6468949317932129,1.0422259642599476,0.6455000042915344,10000,64
