status,train_acc,train_cost,test_acc,test_cost,step
new,0.6625000238418579,0.6142899394035339,0.8199999928474426,0.5257809162139893,1
new,0.824999988079071,0.5146194696426392,0.959999978542328,0.4441359639167785,2
new,0.949999988079071,0.4297003746032715,1.0,0.3746513724327087,3
new,0.975000023841858,0.3585735261440277,1.0,0.3160545825958252,4
new,0.987500011920929,0.2996902763843536,1.0,0.2670125663280487,5
new,0.987500011920929,0.2512685358524322,1.0,0.2262328565120697,6
new,1.0,0.2115942984819412,1.0,0.1924816519021988,7
new,1.0,0.1791334599256515,1.0,0.1646187901496887,8
new,1.0,0.152563601732254,1.0,0.1416297107934951,9
new,1.0,0.1307740658521652,1.0,0.1226401105523109,10
new,1.0,0.1128499284386634,1.0,0.1069152057170867,11
new,1.0,0.0980475097894668,1.0,0.0938481539487838,12
new,1.0,0.0857678055763244,1.0,0.0829439237713813,13
new,1.0,0.0755308121442794,1.0,0.0738016664981842,14
new,1.0,0.0669528171420097,1.0,0.0660982206463813,15
new,1.0,0.0597272105515003,1.0,0.0595734678208828,16
new,1.0,0.0536086037755012,1.0,0.0540180504322052,17
new,1.0,0.0484001860022544,1.0,0.0492631830275058,18
new,1.0,0.0439436100423336,1.0,0.0451724492013454,19
new,1.0,0.0401109270751476,1.0,0.0416352562606334,20
new,1.0,0.0367984399199485,1.0,0.03856161236763,21
new,1.0,0.0339216515421867,1.0,0.0358780063688755,22
new,1.0,0.0314115062355995,1.0,0.0335241071879863,23
new,1.0,0.0292112566530704,1.0,0.031450193375349,24
new,1.0,0.0272740982472896,1.0,0.0296151358634233,25
new,1.0,0.0255612581968307,1.0,0.0279847271740436,26
new,1.0,0.0240404792129993,1.0,0.0265304092317819,27
new,1.0,0.0226848218590021,1.0,0.0252282116562128,28
new,1.0,0.0214716661721467,1.0,0.0240579731762409,29
new,1.0,0.0203819759190082,1.0,0.0230026226490736,30
new,1.0,0.0193996615707874,1.0,0.0220476631075143,31
new,1.0,0.0185110569000244,1.0,0.0211807321757078,32
new,1.0,0.0177045203745365,1.0,0.0203912574797868,33
new,1.0,0.0169701017439365,1.0,0.0196701381355524,34
new,1.0,0.0162992849946022,1.0,0.0190095361322164,35
new,1.0,0.015684662386775,1.0,0.0184026714414358,36
new,1.0,0.0151199493557214,1.0,0.0178436562418937,37
new,1.0,0.0145995859056711,1.0,0.0173273533582687,38
new,1.0,0.0141188111156225,1.0,0.0168492812663316,39
new,1.0,0.0136734601110219,1.0,0.0164055060595273,40
new,1.0,0.0132598560303449,1.0,0.0159925799816846,41
new,1.0,0.0128748044371604,1.0,0.0156074641272425,42
new,1.0,0.0125154955312609,1.0,0.0152474511414766,43
new,1.0,0.0121794370934367,1.0,0.0149101773276925,44
new,1.0,0.0118644312024116,1.0,0.0145935248583555,45
new,1.0,0.0115685341879725,1.0,0.0142956003546714,46
new,1.0,0.0112900175154209,1.0,0.0140147395431995,47
new,1.0,0.0110273230820894,1.0,0.0137494262307882,48
new,1.0,0.0107790930196642,1.0,0.0134983314201235,49
new,1.0,0.0105440914630889,1.0,0.0132602453231811,50
new,1.0,0.0103212110698223,1.0,0.0130340838804841,51
new,1.0,0.0101094599813222,1.0,0.0128188738599419,52
new,1.0,0.009907959960401,1.0,0.0126137435436248,53
