
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.8763, Train Acc: 0.1875, Test Loss: 0.7827, Test Acc: 0.3600, Epoch time: 10.170942 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.7444, Train Acc: 0.4125, Test Loss: 0.6643, Test Acc: 0.6000, Epoch time: 11.090125 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6281, Train Acc: 0.6875, Test Loss: 0.5608, Test Acc: 0.7500, Epoch time: 11.338354 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.5275, Train Acc: 0.8500, Test Loss: 0.4721, Test Acc: 0.9100, Epoch time: 11.897875 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.4420, Train Acc: 0.9625, Test Loss: 0.3971, Test Acc: 0.9800, Epoch time: 11.839150 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.3702, Train Acc: 0.9750, Test Loss: 0.3346, Test Acc: 0.9900, Epoch time: 12.121970 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.3107, Train Acc: 0.9875, Test Loss: 0.2827, Test Acc: 0.9900, Epoch time: 12.071603 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.2617, Train Acc: 0.9875, Test Loss: 0.2400, Test Acc: 1.0000, Epoch time: 11.876218 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.2214, Train Acc: 0.9875, Test Loss: 0.2048, Test Acc: 1.0000, Epoch time: 12.601289 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.1884, Train Acc: 1.0000, Test Loss: 0.1758, Test Acc: 1.0000, Epoch time: 12.001953 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.1613, Train Acc: 1.0000, Test Loss: 0.1518, Test Acc: 1.0000, Epoch time: 12.026825 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.1391, Train Acc: 1.0000, Test Loss: 0.1320, Test Acc: 1.0000, Epoch time: 12.003900 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.1207, Train Acc: 1.0000, Test Loss: 0.1156, Test Acc: 1.0000, Epoch time: 12.060673 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.1055, Train Acc: 1.0000, Test Loss: 0.1019, Test Acc: 1.0000, Epoch time: 11.942207 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.0928, Train Acc: 1.0000, Test Loss: 0.0904, Test Acc: 1.0000, Epoch time: 12.176496 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.0822, Train Acc: 1.0000, Test Loss: 0.0807, Test Acc: 1.0000, Epoch time: 12.183476 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.0733, Train Acc: 1.0000, Test Loss: 0.0726, Test Acc: 1.0000, Epoch time: 11.972721 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.0657, Train Acc: 1.0000, Test Loss: 0.0656, Test Acc: 1.0000, Epoch time: 12.200146 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.0593, Train Acc: 1.0000, Test Loss: 0.0597, Test Acc: 1.0000, Epoch time: 12.283832 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.0538, Train Acc: 1.0000, Test Loss: 0.0546, Test Acc: 1.0000, Epoch time: 13.051721 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.0491, Train Acc: 1.0000, Test Loss: 0.0502, Test Acc: 1.0000, Epoch time: 12.524713 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.0450, Train Acc: 1.0000, Test Loss: 0.0463, Test Acc: 1.0000, Epoch time: 13.719687 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.0414, Train Acc: 1.0000, Test Loss: 0.0430, Test Acc: 1.0000, Epoch time: 12.246862 seconds
Train Size: 80, Epoch: 24/100, Train Loss: 0.0383, Train Acc: 1.0000, Test Loss: 0.0401, Test Acc: 1.0000, Epoch time: 13.789756 seconds
Train Size: 80, Epoch: 25/100, Train Loss: 0.0356, Train Acc: 1.0000, Test Loss: 0.0375, Test Acc: 1.0000, Epoch time: 13.371442 seconds
Train Size: 80, Epoch: 26/100, Train Loss: 0.0332, Train Acc: 1.0000, Test Loss: 0.0353, Test Acc: 1.0000, Epoch time: 12.336614 seconds
Train Size: 80, Epoch: 27/100, Train Loss: 0.0311, Train Acc: 1.0000, Test Loss: 0.0332, Test Acc: 1.0000, Epoch time: 12.188995 seconds
Train Size: 80, Epoch: 28/100, Train Loss: 0.0292, Train Acc: 1.0000, Test Loss: 0.0315, Test Acc: 1.0000, Epoch time: 12.546497 seconds
Train Size: 80, Epoch: 29/100, Train Loss: 0.0275, Train Acc: 1.0000, Test Loss: 0.0299, Test Acc: 1.0000, Epoch time: 14.278842 seconds
Train Size: 80, Epoch: 30/100, Train Loss: 0.0260, Train Acc: 1.0000, Test Loss: 0.0284, Test Acc: 1.0000, Epoch time: 13.792742 seconds
Train Size: 80, Epoch: 31/100, Train Loss: 0.0246, Train Acc: 1.0000, Test Loss: 0.0271, Test Acc: 1.0000, Epoch time: 13.363425 seconds
Train Size: 80, Epoch: 32/100, Train Loss: 0.0234, Train Acc: 1.0000, Test Loss: 0.0260, Test Acc: 1.0000, Epoch time: 13.259842 seconds
Train Size: 80, Epoch: 33/100, Train Loss: 0.0223, Train Acc: 1.0000, Test Loss: 0.0249, Test Acc: 1.0000, Epoch time: 12.571432 seconds
Train Size: 80, Epoch: 34/100, Train Loss: 0.0213, Train Acc: 1.0000, Test Loss: 0.0240, Test Acc: 1.0000, Epoch time: 12.687822 seconds
Train Size: 80, Epoch: 35/100, Train Loss: 0.0204, Train Acc: 1.0000, Test Loss: 0.0231, Test Acc: 1.0000, Epoch time: 14.353059 seconds
