
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.6697, Train Acc: 0.6500, Test Loss: 0.6412, Test Acc: 0.7200, Epoch time: 22.160552 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.6320, Train Acc: 0.7750, Test Loss: 0.6156, Test Acc: 0.7800, Epoch time: 23.284360 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.5902, Train Acc: 0.8875, Test Loss: 0.5865, Test Acc: 0.8400, Epoch time: 23.276248 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.5575, Train Acc: 0.8875, Test Loss: 0.5623, Test Acc: 0.9000, Epoch time: 23.883036 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.5333, Train Acc: 0.9125, Test Loss: 0.5287, Test Acc: 0.9300, Epoch time: 23.907724 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.5000, Train Acc: 0.9375, Test Loss: 0.5036, Test Acc: 0.9400, Epoch time: 25.490057 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.4788, Train Acc: 0.9625, Test Loss: 0.4822, Test Acc: 0.9300, Epoch time: 23.654931 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.4580, Train Acc: 0.9750, Test Loss: 0.4552, Test Acc: 0.9600, Epoch time: 24.382407 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.4315, Train Acc: 0.9750, Test Loss: 0.4293, Test Acc: 0.9800, Epoch time: 25.221496 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.4061, Train Acc: 0.9750, Test Loss: 0.4158, Test Acc: 0.9700, Epoch time: 24.032176 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.3799, Train Acc: 0.9750, Test Loss: 0.3929, Test Acc: 0.9700, Epoch time: 23.900944 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.3616, Train Acc: 0.9875, Test Loss: 0.3732, Test Acc: 0.9600, Epoch time: 23.979945 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.3492, Train Acc: 0.9875, Test Loss: 0.3505, Test Acc: 0.9800, Epoch time: 24.035311 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.3322, Train Acc: 0.9875, Test Loss: 0.3386, Test Acc: 0.9900, Epoch time: 24.258364 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.3090, Train Acc: 0.9750, Test Loss: 0.3180, Test Acc: 0.9700, Epoch time: 23.931832 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.2944, Train Acc: 0.9750, Test Loss: 0.3051, Test Acc: 0.9700, Epoch time: 24.036869 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.2804, Train Acc: 0.9875, Test Loss: 0.2913, Test Acc: 0.9900, Epoch time: 24.303423 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.2693, Train Acc: 0.9875, Test Loss: 0.2781, Test Acc: 0.9900, Epoch time: 24.385031 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.2567, Train Acc: 0.9875, Test Loss: 0.2653, Test Acc: 0.9900, Epoch time: 24.315211 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.2433, Train Acc: 1.0000, Test Loss: 0.2530, Test Acc: 0.9900, Epoch time: 24.183368 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.2334, Train Acc: 1.0000, Test Loss: 0.2423, Test Acc: 0.9900, Epoch time: 24.306001 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.2210, Train Acc: 1.0000, Test Loss: 0.2328, Test Acc: 0.9900, Epoch time: 24.424568 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.2109, Train Acc: 1.0000, Test Loss: 0.2238, Test Acc: 0.9900, Epoch time: 23.711098 seconds
Train Size: 80, Epoch: 24/100, Train Loss: 0.2018, Train Acc: 1.0000, Test Loss: 0.2147, Test Acc: 0.9900, Epoch time: 24.207853 seconds
Train Size: 80, Epoch: 25/100, Train Loss: 0.1931, Train Acc: 1.0000, Test Loss: 0.2070, Test Acc: 0.9900, Epoch time: 26.000754 seconds
Train Size: 80, Epoch: 26/100, Train Loss: 0.1848, Train Acc: 1.0000, Test Loss: 0.1997, Test Acc: 0.9900, Epoch time: 25.542060 seconds
Train Size: 80, Epoch: 27/100, Train Loss: 0.1773, Train Acc: 1.0000, Test Loss: 0.1925, Test Acc: 0.9900, Epoch time: 26.283716 seconds
Train Size: 80, Epoch: 28/100, Train Loss: 0.1703, Train Acc: 1.0000, Test Loss: 0.1863, Test Acc: 0.9900, Epoch time: 24.213644 seconds
Train Size: 80, Epoch: 29/100, Train Loss: 0.1634, Train Acc: 1.0000, Test Loss: 0.1801, Test Acc: 0.9900, Epoch time: 25.058725 seconds
Train Size: 80, Epoch: 30/100, Train Loss: 0.1571, Train Acc: 1.0000, Test Loss: 0.1745, Test Acc: 0.9900, Epoch time: 25.317170 seconds
Train Size: 80, Epoch: 31/100, Train Loss: 0.1513, Train Acc: 1.0000, Test Loss: 0.1689, Test Acc: 0.9900, Epoch time: 26.007640 seconds
Train Size: 80, Epoch: 32/100, Train Loss: 0.1458, Train Acc: 1.0000, Test Loss: 0.1637, Test Acc: 0.9900, Epoch time: 26.731176 seconds
Train Size: 80, Epoch: 33/100, Train Loss: 0.1407, Train Acc: 1.0000, Test Loss: 0.1590, Test Acc: 0.9900, Epoch time: 28.187199 seconds
Train Size: 80, Epoch: 34/100, Train Loss: 0.1358, Train Acc: 1.0000, Test Loss: 0.1543, Test Acc: 1.0000, Epoch time: 27.577029 seconds
Train Size: 80, Epoch: 35/100, Train Loss: 0.1311, Train Acc: 1.0000, Test Loss: 0.1498, Test Acc: 0.9900, Epoch time: 24.921230 seconds
Train Size: 80, Epoch: 36/100, Train Loss: 0.1270, Train Acc: 1.0000, Test Loss: 0.1456, Test Acc: 1.0000, Epoch time: 25.805160 seconds
Train Size: 80, Epoch: 37/100, Train Loss: 0.1226, Train Acc: 1.0000, Test Loss: 0.1414, Test Acc: 1.0000, Epoch time: 28.979781 seconds
Train Size: 80, Epoch: 38/100, Train Loss: 0.1185, Train Acc: 1.0000, Test Loss: 0.1376, Test Acc: 1.0000, Epoch time: 25.570069 seconds
Train Size: 80, Epoch: 39/100, Train Loss: 0.1151, Train Acc: 1.0000, Test Loss: 0.1341, Test Acc: 1.0000, Epoch time: 27.458832 seconds
Train Size: 80, Epoch: 40/100, Train Loss: 0.1119, Train Acc: 1.0000, Test Loss: 0.1304, Test Acc: 1.0000, Epoch time: 26.840465 seconds
Train Size: 80, Epoch: 41/100, Train Loss: 0.1084, Train Acc: 1.0000, Test Loss: 0.1271, Test Acc: 1.0000, Epoch time: 25.804725 seconds
Train Size: 80, Epoch: 42/100, Train Loss: 0.1052, Train Acc: 1.0000, Test Loss: 0.1239, Test Acc: 1.0000, Epoch time: 26.360186 seconds
Train Size: 80, Epoch: 43/100, Train Loss: 0.1024, Train Acc: 1.0000, Test Loss: 0.1209, Test Acc: 1.0000, Epoch time: 27.672379 seconds
Train Size: 80, Epoch: 44/100, Train Loss: 0.0994, Train Acc: 1.0000, Test Loss: 0.1182, Test Acc: 1.0000, Epoch time: 26.590320 seconds
Train Size: 80, Epoch: 45/100, Train Loss: 0.0966, Train Acc: 1.0000, Test Loss: 0.1155, Test Acc: 1.0000, Epoch time: 25.539445 seconds
Train Size: 80, Epoch: 46/100, Train Loss: 0.0943, Train Acc: 1.0000, Test Loss: 0.1128, Test Acc: 1.0000, Epoch time: 26.024016 seconds
Train Size: 80, Epoch: 47/100, Train Loss: 0.0918, Train Acc: 1.0000, Test Loss: 0.1102, Test Acc: 1.0000, Epoch time: 25.989060 seconds
Train Size: 80, Epoch: 48/100, Train Loss: 0.0894, Train Acc: 1.0000, Test Loss: 0.1080, Test Acc: 1.0000, Epoch time: 26.812183 seconds
Train Size: 80, Epoch: 49/100, Train Loss: 0.0874, Train Acc: 1.0000, Test Loss: 0.1055, Test Acc: 1.0000, Epoch time: 28.185623 seconds
Train Size: 80, Epoch: 50/100, Train Loss: 0.0852, Train Acc: 1.0000, Test Loss: 0.1037, Test Acc: 1.0000, Epoch time: 26.366703 seconds
Train Size: 80, Epoch: 51/100, Train Loss: 0.0831, Train Acc: 1.0000, Test Loss: 0.1015, Test Acc: 1.0000, Epoch time: 26.855861 seconds
Train Size: 80, Epoch: 52/100, Train Loss: 0.0809, Train Acc: 1.0000, Test Loss: 0.0994, Test Acc: 1.0000, Epoch time: 24.835739 seconds
Train Size: 80, Epoch: 53/100, Train Loss: 0.0797, Train Acc: 1.0000, Test Loss: 0.0979, Test Acc: 1.0000, Epoch time: 24.377292 seconds
Train Size: 80, Epoch: 54/100, Train Loss: 0.0778, Train Acc: 1.0000, Test Loss: 0.0958, Test Acc: 1.0000, Epoch time: 25.447033 seconds
Train Size: 80, Epoch: 55/100, Train Loss: 0.0759, Train Acc: 1.0000, Test Loss: 0.0947, Test Acc: 1.0000, Epoch time: 25.442917 seconds
Train Size: 80, Epoch: 56/100, Train Loss: 0.0743, Train Acc: 1.0000, Test Loss: 0.0930, Test Acc: 1.0000, Epoch time: 26.546405 seconds
Train Size: 80, Epoch: 57/100, Train Loss: 0.0732, Train Acc: 1.0000, Test Loss: 0.0912, Test Acc: 1.0000, Epoch time: 25.628085 seconds
Train Size: 80, Epoch: 58/100, Train Loss: 0.0712, Train Acc: 1.0000, Test Loss: 0.0896, Test Acc: 1.0000, Epoch time: 25.919799 seconds
Train Size: 80, Epoch: 59/100, Train Loss: 0.0700, Train Acc: 1.0000, Test Loss: 0.0885, Test Acc: 1.0000, Epoch time: 25.168059 seconds
Train Size: 80, Epoch: 60/100, Train Loss: 0.0685, Train Acc: 1.0000, Test Loss: 0.0872, Test Acc: 1.0000, Epoch time: 24.715955 seconds
Train Size: 80, Epoch: 61/100, Train Loss: 0.0671, Train Acc: 1.0000, Test Loss: 0.0858, Test Acc: 1.0000, Epoch time: 27.218802 seconds
Train Size: 80, Epoch: 62/100, Train Loss: 0.0658, Train Acc: 1.0000, Test Loss: 0.0845, Test Acc: 1.0000, Epoch time: 27.615486 seconds
Train Size: 80, Epoch: 63/100, Train Loss: 0.0646, Train Acc: 1.0000, Test Loss: 0.0834, Test Acc: 1.0000, Epoch time: 25.621227 seconds
Train Size: 80, Epoch: 64/100, Train Loss: 0.0634, Train Acc: 1.0000, Test Loss: 0.0821, Test Acc: 1.0000, Epoch time: 28.410996 seconds
Train Size: 80, Epoch: 65/100, Train Loss: 0.0623, Train Acc: 1.0000, Test Loss: 0.0810, Test Acc: 1.0000, Epoch time: 25.438784 seconds
Train Size: 80, Epoch: 66/100, Train Loss: 0.0610, Train Acc: 1.0000, Test Loss: 0.0800, Test Acc: 1.0000, Epoch time: 25.551168 seconds
Train Size: 80, Epoch: 67/100, Train Loss: 0.0604, Train Acc: 1.0000, Test Loss: 0.0785, Test Acc: 1.0000, Epoch time: 25.968676 seconds
Train Size: 80, Epoch: 68/100, Train Loss: 0.0594, Train Acc: 1.0000, Test Loss: 0.0783, Test Acc: 1.0000, Epoch time: 25.335618 seconds
Train Size: 80, Epoch: 69/100, Train Loss: 0.0584, Train Acc: 1.0000, Test Loss: 0.0770, Test Acc: 1.0000, Epoch time: 25.030680 seconds
Train Size: 80, Epoch: 70/100, Train Loss: 0.0570, Train Acc: 1.0000, Test Loss: 0.0762, Test Acc: 1.0000, Epoch time: 26.584481 seconds
Train Size: 80, Epoch: 71/100, Train Loss: 0.0566, Train Acc: 1.0000, Test Loss: 0.0750, Test Acc: 1.0000, Epoch time: 27.565721 seconds
Train Size: 80, Epoch: 72/100, Train Loss: 0.0553, Train Acc: 1.0000, Test Loss: 0.0730, Test Acc: 1.0000, Epoch time: 26.477588 seconds
Train Size: 80, Epoch: 73/100, Train Loss: 0.0543, Train Acc: 1.0000, Test Loss: 0.0729, Test Acc: 1.0000, Epoch time: 26.227004 seconds
Train Size: 80, Epoch: 74/100, Train Loss: 0.0538, Train Acc: 1.0000, Test Loss: 0.0718, Test Acc: 1.0000, Epoch time: 26.167208 seconds
Train Size: 80, Epoch: 75/100, Train Loss: 0.0527, Train Acc: 1.0000, Test Loss: 0.0709, Test Acc: 1.0000, Epoch time: 24.299452 seconds
Train Size: 80, Epoch: 76/100, Train Loss: 0.0516, Train Acc: 1.0000, Test Loss: 0.0702, Test Acc: 1.0000, Epoch time: 24.647733 seconds
Train Size: 80, Epoch: 77/100, Train Loss: 0.0515, Train Acc: 1.0000, Test Loss: 0.0692, Test Acc: 1.0000, Epoch time: 25.651009 seconds
Train Size: 80, Epoch: 78/100, Train Loss: 0.0505, Train Acc: 1.0000, Test Loss: 0.0684, Test Acc: 1.0000, Epoch time: 27.870819 seconds
Train Size: 80, Epoch: 79/100, Train Loss: 0.0497, Train Acc: 1.0000, Test Loss: 0.0676, Test Acc: 1.0000, Epoch time: 25.583382 seconds
Train Size: 80, Epoch: 80/100, Train Loss: 0.0488, Train Acc: 1.0000, Test Loss: 0.0668, Test Acc: 1.0000, Epoch time: 26.013492 seconds
Train Size: 80, Epoch: 81/100, Train Loss: 0.0482, Train Acc: 1.0000, Test Loss: 0.0662, Test Acc: 1.0000, Epoch time: 24.020180 seconds
Train Size: 80, Epoch: 82/100, Train Loss: 0.0474, Train Acc: 1.0000, Test Loss: 0.0653, Test Acc: 1.0000, Epoch time: 24.660074 seconds
Train Size: 80, Epoch: 83/100, Train Loss: 0.0469, Train Acc: 1.0000, Test Loss: 0.0648, Test Acc: 1.0000, Epoch time: 24.234123 seconds
Train Size: 80, Epoch: 84/100, Train Loss: 0.0462, Train Acc: 1.0000, Test Loss: 0.0640, Test Acc: 1.0000, Epoch time: 24.088157 seconds
Train Size: 80, Epoch: 85/100, Train Loss: 0.0456, Train Acc: 1.0000, Test Loss: 0.0633, Test Acc: 1.0000, Epoch time: 24.235198 seconds
Train Size: 80, Epoch: 86/100, Train Loss: 0.0449, Train Acc: 1.0000, Test Loss: 0.0628, Test Acc: 1.0000, Epoch time: 25.098229 seconds
Train Size: 80, Epoch: 87/100, Train Loss: 0.0443, Train Acc: 1.0000, Test Loss: 0.0621, Test Acc: 1.0000, Epoch time: 24.193430 seconds
Train Size: 80, Epoch: 88/100, Train Loss: 0.0438, Train Acc: 1.0000, Test Loss: 0.0615, Test Acc: 1.0000, Epoch time: 26.927162 seconds
Train Size: 80, Epoch: 89/100, Train Loss: 0.0433, Train Acc: 1.0000, Test Loss: 0.0610, Test Acc: 1.0000, Epoch time: 25.034499 seconds
Train Size: 80, Epoch: 90/100, Train Loss: 0.0426, Train Acc: 1.0000, Test Loss: 0.0604, Test Acc: 1.0000, Epoch time: 24.507978 seconds
Train Size: 80, Epoch: 91/100, Train Loss: 0.0421, Train Acc: 1.0000, Test Loss: 0.0597, Test Acc: 1.0000, Epoch time: 24.271669 seconds
Train Size: 80, Epoch: 92/100, Train Loss: 0.0416, Train Acc: 1.0000, Test Loss: 0.0592, Test Acc: 1.0000, Epoch time: 24.636080 seconds
Train Size: 80, Epoch: 93/100, Train Loss: 0.0410, Train Acc: 1.0000, Test Loss: 0.0587, Test Acc: 1.0000, Epoch time: 24.129383 seconds
Train Size: 80, Epoch: 94/100, Train Loss: 0.0404, Train Acc: 1.0000, Test Loss: 0.0580, Test Acc: 1.0000, Epoch time: 24.500562 seconds
Train Size: 80, Epoch: 95/100, Train Loss: 0.0399, Train Acc: 1.0000, Test Loss: 0.0577, Test Acc: 1.0000, Epoch time: 25.164242 seconds
Train Size: 80, Epoch: 96/100, Train Loss: 0.0395, Train Acc: 1.0000, Test Loss: 0.0571, Test Acc: 1.0000, Epoch time: 26.871903 seconds
