
=== Starting training for train size 10 ===

Starting repetition 1/1 for train size 10
[0. 1. 1. 0. 0. 1. 0. 1. 0. 0.]
Train Size: 10, Epoch: 1/100, Train Loss: 0.6680, Train Acc: 0.6000, Test Loss: 0.5905, Test Acc: 0.6500, Epoch time: 5.611583 seconds
Train Size: 10, Epoch: 2/100, Train Loss: 0.5630, Train Acc: 0.7000, Test Loss: 0.5064, Test Acc: 0.8100, Epoch time: 5.659015 seconds
Train Size: 10, Epoch: 3/100, Train Loss: 0.4713, Train Acc: 0.7000, Test Loss: 0.4312, Test Acc: 0.8900, Epoch time: 5.630502 seconds
Train Size: 10, Epoch: 4/100, Train Loss: 0.3924, Train Acc: 1.0000, Test Loss: 0.3660, Test Acc: 0.9500, Epoch time: 5.696657 seconds
Train Size: 10, Epoch: 5/100, Train Loss: 0.3256, Train Acc: 1.0000, Test Loss: 0.3115, Test Acc: 0.9900, Epoch time: 5.691096 seconds
Train Size: 10, Epoch: 6/100, Train Loss: 0.2699, Train Acc: 1.0000, Test Loss: 0.2671, Test Acc: 0.9900, Epoch time: 5.975543 seconds
Train Size: 10, Epoch: 7/100, Train Loss: 0.2238, Train Acc: 1.0000, Test Loss: 0.2316, Test Acc: 1.0000, Epoch time: 5.739246 seconds
Train Size: 10, Epoch: 8/100, Train Loss: 0.1860, Train Acc: 1.0000, Test Loss: 0.2035, Test Acc: 1.0000, Epoch time: 5.776839 seconds
Train Size: 10, Epoch: 9/100, Train Loss: 0.1551, Train Acc: 1.0000, Test Loss: 0.1810, Test Acc: 1.0000, Epoch time: 5.732195 seconds
Train Size: 10, Epoch: 10/100, Train Loss: 0.1299, Train Acc: 1.0000, Test Loss: 0.1628, Test Acc: 1.0000, Epoch time: 5.750673 seconds
Train Size: 10, Epoch: 11/100, Train Loss: 0.1093, Train Acc: 1.0000, Test Loss: 0.1476, Test Acc: 1.0000, Epoch time: 5.793728 seconds
Train Size: 10, Epoch: 12/100, Train Loss: 0.0926, Train Acc: 1.0000, Test Loss: 0.1345, Test Acc: 1.0000, Epoch time: 5.818435 seconds
Train Size: 10, Epoch: 13/100, Train Loss: 0.0788, Train Acc: 1.0000, Test Loss: 0.1230, Test Acc: 1.0000, Epoch time: 5.801025 seconds
Train Size: 10, Epoch: 14/100, Train Loss: 0.0675, Train Acc: 1.0000, Test Loss: 0.1129, Test Acc: 1.0000, Epoch time: 5.936601 seconds
Train Size: 10, Epoch: 15/100, Train Loss: 0.0582, Train Acc: 1.0000, Test Loss: 0.1040, Test Acc: 1.0000, Epoch time: 6.109453 seconds
Train Size: 10, Epoch: 16/100, Train Loss: 0.0504, Train Acc: 1.0000, Test Loss: 0.0962, Test Acc: 1.0000, Epoch time: 5.706411 seconds
Train Size: 10, Epoch: 17/100, Train Loss: 0.0439, Train Acc: 1.0000, Test Loss: 0.0894, Test Acc: 1.0000, Epoch time: 5.902766 seconds
Train Size: 10, Epoch: 18/100, Train Loss: 0.0384, Train Acc: 1.0000, Test Loss: 0.0836, Test Acc: 1.0000, Epoch time: 5.891895 seconds
Train Size: 10, Epoch: 19/100, Train Loss: 0.0339, Train Acc: 1.0000, Test Loss: 0.0787, Test Acc: 1.0000, Epoch time: 5.834711 seconds
Train Size: 10, Epoch: 20/100, Train Loss: 0.0300, Train Acc: 1.0000, Test Loss: 0.0746, Test Acc: 1.0000, Epoch time: 5.864058 seconds
Train Size: 10, Epoch: 21/100, Train Loss: 0.0267, Train Acc: 1.0000, Test Loss: 0.0711, Test Acc: 1.0000, Epoch time: 6.012666 seconds
Train Size: 10, Epoch: 22/100, Train Loss: 0.0238, Train Acc: 1.0000, Test Loss: 0.0682, Test Acc: 1.0000, Epoch time: 5.988925 seconds
Train Size: 10, Epoch: 23/100, Train Loss: 0.0214, Train Acc: 1.0000, Test Loss: 0.0657, Test Acc: 1.0000, Epoch time: 6.415944 seconds
Train Size: 10, Epoch: 24/100, Train Loss: 0.0193, Train Acc: 1.0000, Test Loss: 0.0635, Test Acc: 1.0000, Epoch time: 5.984194 seconds
Train Size: 10, Epoch: 25/100, Train Loss: 0.0175, Train Acc: 1.0000, Test Loss: 0.0616, Test Acc: 1.0000, Epoch time: 5.944979 seconds
Train Size: 10, Epoch: 26/100, Train Loss: 0.0159, Train Acc: 1.0000, Test Loss: 0.0599, Test Acc: 1.0000, Epoch time: 6.172412 seconds
Train Size: 10, Epoch: 27/100, Train Loss: 0.0146, Train Acc: 1.0000, Test Loss: 0.0583, Test Acc: 1.0000, Epoch time: 5.990404 seconds
Train Size: 10, Epoch: 28/100, Train Loss: 0.0134, Train Acc: 1.0000, Test Loss: 0.0569, Test Acc: 1.0000, Epoch time: 5.909869 seconds
Train Size: 10, Epoch: 29/100, Train Loss: 0.0123, Train Acc: 1.0000, Test Loss: 0.0555, Test Acc: 1.0000, Epoch time: 6.030330 seconds
Train Size: 10, Epoch: 30/100, Train Loss: 0.0114, Train Acc: 1.0000, Test Loss: 0.0541, Test Acc: 1.0000, Epoch time: 6.214846 seconds
Train Size: 10, Epoch: 31/100, Train Loss: 0.0106, Train Acc: 1.0000, Test Loss: 0.0529, Test Acc: 1.0000, Epoch time: 5.392600 seconds
Train Size: 10, Epoch: 32/100, Train Loss: 0.0099, Train Acc: 1.0000, Test Loss: 0.0516, Test Acc: 1.0000, Epoch time: 4.986749 seconds
Train Size: 10, Epoch: 33/100, Train Loss: 0.0092, Train Acc: 1.0000, Test Loss: 0.0504, Test Acc: 1.0000, Epoch time: 4.897933 seconds
