
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.6853, Train Acc: 0.5000, Test Loss: 0.5676, Test Acc: 0.8300, Epoch time: 18.258817 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.5755, Train Acc: 0.8750, Test Loss: 0.4782, Test Acc: 0.9300, Epoch time: 20.331124 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.4812, Train Acc: 0.9375, Test Loss: 0.4024, Test Acc: 0.9800, Epoch time: 21.403013 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.4016, Train Acc: 0.9750, Test Loss: 0.3388, Test Acc: 0.9900, Epoch time: 21.912590 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.3352, Train Acc: 0.9875, Test Loss: 0.2860, Test Acc: 1.0000, Epoch time: 21.876104 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.2806, Train Acc: 1.0000, Test Loss: 0.2424, Test Acc: 1.0000, Epoch time: 21.919218 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.2358, Train Acc: 1.0000, Test Loss: 0.2065, Test Acc: 1.0000, Epoch time: 22.215967 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.1992, Train Acc: 1.0000, Test Loss: 0.1770, Test Acc: 1.0000, Epoch time: 22.533888 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.1694, Train Acc: 1.0000, Test Loss: 0.1527, Test Acc: 1.0000, Epoch time: 23.064916 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.1450, Train Acc: 1.0000, Test Loss: 0.1327, Test Acc: 1.0000, Epoch time: 22.270169 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.1250, Train Acc: 1.0000, Test Loss: 0.1162, Test Acc: 1.0000, Epoch time: 22.694512 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.1086, Train Acc: 1.0000, Test Loss: 0.1025, Test Acc: 1.0000, Epoch time: 22.540864 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.0949, Train Acc: 1.0000, Test Loss: 0.0910, Test Acc: 1.0000, Epoch time: 22.740476 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.0835, Train Acc: 1.0000, Test Loss: 0.0815, Test Acc: 1.0000, Epoch time: 23.399772 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.0740, Train Acc: 1.0000, Test Loss: 0.0734, Test Acc: 1.0000, Epoch time: 23.138530 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.0660, Train Acc: 1.0000, Test Loss: 0.0666, Test Acc: 1.0000, Epoch time: 22.880536 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.0591, Train Acc: 1.0000, Test Loss: 0.0608, Test Acc: 1.0000, Epoch time: 22.755625 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.0533, Train Acc: 1.0000, Test Loss: 0.0558, Test Acc: 1.0000, Epoch time: 22.842247 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.0482, Train Acc: 1.0000, Test Loss: 0.0515, Test Acc: 1.0000, Epoch time: 27.083542 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.0439, Train Acc: 1.0000, Test Loss: 0.0478, Test Acc: 1.0000, Epoch time: 25.154874 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.0401, Train Acc: 1.0000, Test Loss: 0.0445, Test Acc: 1.0000, Epoch time: 25.146154 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.0368, Train Acc: 1.0000, Test Loss: 0.0417, Test Acc: 1.0000, Epoch time: 24.072686 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.0340, Train Acc: 1.0000, Test Loss: 0.0391, Test Acc: 1.0000, Epoch time: 24.854493 seconds
Train Size: 80, Epoch: 24/100, Train Loss: 0.0314, Train Acc: 1.0000, Test Loss: 0.0369, Test Acc: 1.0000, Epoch time: 23.370208 seconds
Train Size: 80, Epoch: 25/100, Train Loss: 0.0292, Train Acc: 1.0000, Test Loss: 0.0349, Test Acc: 1.0000, Epoch time: 23.016470 seconds
Train Size: 80, Epoch: 26/100, Train Loss: 0.0272, Train Acc: 1.0000, Test Loss: 0.0331, Test Acc: 1.0000, Epoch time: 23.195878 seconds
Train Size: 80, Epoch: 27/100, Train Loss: 0.0254, Train Acc: 1.0000, Test Loss: 0.0315, Test Acc: 1.0000, Epoch time: 23.264974 seconds
Train Size: 80, Epoch: 28/100, Train Loss: 0.0238, Train Acc: 1.0000, Test Loss: 0.0301, Test Acc: 1.0000, Epoch time: 24.213303 seconds
Train Size: 80, Epoch: 29/100, Train Loss: 0.0224, Train Acc: 1.0000, Test Loss: 0.0288, Test Acc: 1.0000, Epoch time: 23.310864 seconds
Train Size: 80, Epoch: 30/100, Train Loss: 0.0211, Train Acc: 1.0000, Test Loss: 0.0277, Test Acc: 1.0000, Epoch time: 23.123373 seconds
Train Size: 80, Epoch: 31/100, Train Loss: 0.0200, Train Acc: 1.0000, Test Loss: 0.0266, Test Acc: 1.0000, Epoch time: 23.173898 seconds
Train Size: 80, Epoch: 32/100, Train Loss: 0.0189, Train Acc: 1.0000, Test Loss: 0.0257, Test Acc: 1.0000, Epoch time: 23.470940 seconds
Train Size: 80, Epoch: 33/100, Train Loss: 0.0179, Train Acc: 1.0000, Test Loss: 0.0248, Test Acc: 1.0000, Epoch time: 23.337922 seconds
Train Size: 80, Epoch: 34/100, Train Loss: 0.0171, Train Acc: 1.0000, Test Loss: 0.0240, Test Acc: 1.0000, Epoch time: 23.377937 seconds
Train Size: 80, Epoch: 35/100, Train Loss: 0.0163, Train Acc: 1.0000, Test Loss: 0.0233, Test Acc: 1.0000, Epoch time: 23.283135 seconds
Train Size: 80, Epoch: 36/100, Train Loss: 0.0155, Train Acc: 1.0000, Test Loss: 0.0227, Test Acc: 1.0000, Epoch time: 23.414078 seconds
Train Size: 80, Epoch: 37/100, Train Loss: 0.0149, Train Acc: 1.0000, Test Loss: 0.0220, Test Acc: 1.0000, Epoch time: 23.640450 seconds
Train Size: 80, Epoch: 38/100, Train Loss: 0.0142, Train Acc: 1.0000, Test Loss: 0.0215, Test Acc: 1.0000, Epoch time: 23.372494 seconds
Train Size: 80, Epoch: 39/100, Train Loss: 0.0137, Train Acc: 1.0000, Test Loss: 0.0209, Test Acc: 1.0000, Epoch time: 23.481931 seconds
Train Size: 80, Epoch: 40/100, Train Loss: 0.0131, Train Acc: 1.0000, Test Loss: 0.0205, Test Acc: 1.0000, Epoch time: 23.161092 seconds
Train Size: 80, Epoch: 41/100, Train Loss: 0.0127, Train Acc: 1.0000, Test Loss: 0.0200, Test Acc: 1.0000, Epoch time: 23.828715 seconds
Train Size: 80, Epoch: 42/100, Train Loss: 0.0122, Train Acc: 1.0000, Test Loss: 0.0196, Test Acc: 1.0000, Epoch time: 23.354282 seconds
Train Size: 80, Epoch: 43/100, Train Loss: 0.0118, Train Acc: 1.0000, Test Loss: 0.0192, Test Acc: 1.0000, Epoch time: 23.183072 seconds
Train Size: 80, Epoch: 44/100, Train Loss: 0.0114, Train Acc: 1.0000, Test Loss: 0.0188, Test Acc: 1.0000, Epoch time: 23.289463 seconds
Train Size: 80, Epoch: 45/100, Train Loss: 0.0110, Train Acc: 1.0000, Test Loss: 0.0184, Test Acc: 1.0000, Epoch time: 23.282090 seconds
Train Size: 80, Epoch: 46/100, Train Loss: 0.0107, Train Acc: 1.0000, Test Loss: 0.0181, Test Acc: 1.0000, Epoch time: 23.226221 seconds
Train Size: 80, Epoch: 47/100, Train Loss: 0.0104, Train Acc: 1.0000, Test Loss: 0.0178, Test Acc: 1.0000, Epoch time: 23.121594 seconds
Train Size: 80, Epoch: 48/100, Train Loss: 0.0101, Train Acc: 1.0000, Test Loss: 0.0174, Test Acc: 1.0000, Epoch time: 23.813006 seconds
Train Size: 80, Epoch: 49/100, Train Loss: 0.0098, Train Acc: 1.0000, Test Loss: 0.0171, Test Acc: 1.0000, Epoch time: 23.629739 seconds
