
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.8209, Train Acc: 0.5250, Test Loss: 0.7197, Test Acc: 0.5500, Epoch time: 19.043250 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.7009, Train Acc: 0.5875, Test Loss: 0.6043, Test Acc: 0.7200, Epoch time: 20.028410 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6007, Train Acc: 0.7500, Test Loss: 0.5081, Test Acc: 0.9200, Epoch time: 22.900609 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.5155, Train Acc: 0.9000, Test Loss: 0.4269, Test Acc: 0.9900, Epoch time: 23.147365 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.4413, Train Acc: 0.9500, Test Loss: 0.3582, Test Acc: 0.9900, Epoch time: 20.816451 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.3766, Train Acc: 0.9625, Test Loss: 0.3008, Test Acc: 1.0000, Epoch time: 21.252080 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.3213, Train Acc: 0.9750, Test Loss: 0.2533, Test Acc: 1.0000, Epoch time: 21.950628 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.2747, Train Acc: 0.9875, Test Loss: 0.2141, Test Acc: 1.0000, Epoch time: 24.073191 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.2358, Train Acc: 0.9875, Test Loss: 0.1815, Test Acc: 1.0000, Epoch time: 22.968761 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.2034, Train Acc: 0.9875, Test Loss: 0.1541, Test Acc: 1.0000, Epoch time: 22.463829 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.1762, Train Acc: 1.0000, Test Loss: 0.1310, Test Acc: 1.0000, Epoch time: 22.811543 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.1532, Train Acc: 1.0000, Test Loss: 0.1115, Test Acc: 1.0000, Epoch time: 23.372515 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.1338, Train Acc: 1.0000, Test Loss: 0.0950, Test Acc: 1.0000, Epoch time: 24.458788 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.1174, Train Acc: 1.0000, Test Loss: 0.0813, Test Acc: 1.0000, Epoch time: 23.791796 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.1036, Train Acc: 1.0000, Test Loss: 0.0699, Test Acc: 1.0000, Epoch time: 22.803299 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.0919, Train Acc: 1.0000, Test Loss: 0.0604, Test Acc: 1.0000, Epoch time: 24.886536 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.0820, Train Acc: 1.0000, Test Loss: 0.0525, Test Acc: 1.0000, Epoch time: 22.346068 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.0736, Train Acc: 1.0000, Test Loss: 0.0460, Test Acc: 1.0000, Epoch time: 22.503958 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.0663, Train Acc: 1.0000, Test Loss: 0.0405, Test Acc: 1.0000, Epoch time: 22.470976 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.0599, Train Acc: 1.0000, Test Loss: 0.0359, Test Acc: 1.0000, Epoch time: 22.501253 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.0543, Train Acc: 1.0000, Test Loss: 0.0321, Test Acc: 1.0000, Epoch time: 22.781543 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.0493, Train Acc: 1.0000, Test Loss: 0.0289, Test Acc: 1.0000, Epoch time: 22.545051 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.0449, Train Acc: 1.0000, Test Loss: 0.0261, Test Acc: 1.0000, Epoch time: 22.534173 seconds
Train Size: 80, Epoch: 24/100, Train Loss: 0.0411, Train Acc: 1.0000, Test Loss: 0.0238, Test Acc: 1.0000, Epoch time: 22.586710 seconds
Train Size: 80, Epoch: 25/100, Train Loss: 0.0376, Train Acc: 1.0000, Test Loss: 0.0217, Test Acc: 1.0000, Epoch time: 22.489846 seconds
Train Size: 80, Epoch: 26/100, Train Loss: 0.0346, Train Acc: 1.0000, Test Loss: 0.0199, Test Acc: 1.0000, Epoch time: 22.560474 seconds
Train Size: 80, Epoch: 27/100, Train Loss: 0.0319, Train Acc: 1.0000, Test Loss: 0.0183, Test Acc: 1.0000, Epoch time: 22.572924 seconds
Train Size: 80, Epoch: 28/100, Train Loss: 0.0294, Train Acc: 1.0000, Test Loss: 0.0169, Test Acc: 1.0000, Epoch time: 22.468727 seconds
Train Size: 80, Epoch: 29/100, Train Loss: 0.0272, Train Acc: 1.0000, Test Loss: 0.0156, Test Acc: 1.0000, Epoch time: 22.563405 seconds
Train Size: 80, Epoch: 30/100, Train Loss: 0.0252, Train Acc: 1.0000, Test Loss: 0.0144, Test Acc: 1.0000, Epoch time: 23.344710 seconds
Train Size: 80, Epoch: 31/100, Train Loss: 0.0234, Train Acc: 1.0000, Test Loss: 0.0133, Test Acc: 1.0000, Epoch time: 22.392162 seconds
Train Size: 80, Epoch: 32/100, Train Loss: 0.0217, Train Acc: 1.0000, Test Loss: 0.0123, Test Acc: 1.0000, Epoch time: 22.642171 seconds
Train Size: 80, Epoch: 33/100, Train Loss: 0.0202, Train Acc: 1.0000, Test Loss: 0.0114, Test Acc: 1.0000, Epoch time: 22.639292 seconds
Train Size: 80, Epoch: 34/100, Train Loss: 0.0188, Train Acc: 1.0000, Test Loss: 0.0106, Test Acc: 1.0000, Epoch time: 22.682718 seconds
Train Size: 80, Epoch: 35/100, Train Loss: 0.0176, Train Acc: 1.0000, Test Loss: 0.0098, Test Acc: 1.0000, Epoch time: 22.753631 seconds
Train Size: 80, Epoch: 36/100, Train Loss: 0.0164, Train Acc: 1.0000, Test Loss: 0.0091, Test Acc: 1.0000, Epoch time: 22.501474 seconds
Train Size: 80, Epoch: 37/100, Train Loss: 0.0154, Train Acc: 1.0000, Test Loss: 0.0085, Test Acc: 1.0000, Epoch time: 22.563788 seconds
Train Size: 80, Epoch: 38/100, Train Loss: 0.0144, Train Acc: 1.0000, Test Loss: 0.0080, Test Acc: 1.0000, Epoch time: 22.659850 seconds
Train Size: 80, Epoch: 39/100, Train Loss: 0.0135, Train Acc: 1.0000, Test Loss: 0.0075, Test Acc: 1.0000, Epoch time: 22.690395 seconds
Train Size: 80, Epoch: 40/100, Train Loss: 0.0127, Train Acc: 1.0000, Test Loss: 0.0071, Test Acc: 1.0000, Epoch time: 22.586090 seconds
Train Size: 80, Epoch: 41/100, Train Loss: 0.0120, Train Acc: 1.0000, Test Loss: 0.0067, Test Acc: 1.0000, Epoch time: 22.624026 seconds
Train Size: 80, Epoch: 42/100, Train Loss: 0.0113, Train Acc: 1.0000, Test Loss: 0.0063, Test Acc: 1.0000, Epoch time: 22.652703 seconds
Train Size: 80, Epoch: 43/100, Train Loss: 0.0107, Train Acc: 1.0000, Test Loss: 0.0060, Test Acc: 1.0000, Epoch time: 22.662145 seconds
Train Size: 80, Epoch: 44/100, Train Loss: 0.0101, Train Acc: 1.0000, Test Loss: 0.0057, Test Acc: 1.0000, Epoch time: 22.678419 seconds
Train Size: 80, Epoch: 45/100, Train Loss: 0.0096, Train Acc: 1.0000, Test Loss: 0.0055, Test Acc: 1.0000, Epoch time: 22.638028 seconds
Train Size: 80, Epoch: 46/100, Train Loss: 0.0091, Train Acc: 1.0000, Test Loss: 0.0053, Test Acc: 1.0000, Epoch time: 22.639772 seconds
Train Size: 80, Epoch: 47/100, Train Loss: 0.0086, Train Acc: 1.0000, Test Loss: 0.0051, Test Acc: 1.0000, Epoch time: 22.678604 seconds
Train Size: 80, Epoch: 48/100, Train Loss: 0.0082, Train Acc: 1.0000, Test Loss: 0.0049, Test Acc: 1.0000, Epoch time: 22.679229 seconds
Train Size: 80, Epoch: 49/100, Train Loss: 0.0078, Train Acc: 1.0000, Test Loss: 0.0047, Test Acc: 1.0000, Epoch time: 22.643937 seconds
Train Size: 80, Epoch: 50/100, Train Loss: 0.0074, Train Acc: 1.0000, Test Loss: 0.0046, Test Acc: 1.0000, Epoch time: 22.721119 seconds
