status,train_acc,train_cost,test_acc,test_cost,step
amp,0.262499988079071,0.7778260707855225,0.3700000047683716,0.718697190284729,1
amp,0.3375000059604645,0.7270989418029785,0.6399999856948853,0.671797513961792,2
amp,0.550000011920929,0.6799297332763672,0.9399999976158142,0.6285153031349182,3
amp,0.887499988079071,0.6360058188438416,0.949999988079071,0.588420033454895,4
amp,0.9375,0.5949834585189819,0.949999988079071,0.5510932207107544,5
amp,0.949999988079071,0.5564866065979004,0.949999988079071,0.5161539316177368,6
amp,0.949999988079071,0.5201858282089233,0.949999988079071,0.483307808637619,7
amp,0.949999988079071,0.4858599603176117,0.949999988079071,0.4523542523384094,8
amp,0.962499976158142,0.4533873498439789,0.959999978542328,0.423161506652832,9
amp,0.962499976158142,0.422706663608551,0.9700000286102296,0.3956395089626312,10
amp,0.962499976158142,0.3937834203243255,0.9700000286102296,0.3697217106819153,11
amp,0.962499976158142,0.3665908277034759,0.9700000286102296,0.345354676246643,12
amp,0.975000023841858,0.3411005437374115,0.9700000286102296,0.3224912881851196,13
amp,0.975000023841858,0.3172770142555237,0.9800000190734864,0.3010843992233276,14
amp,0.987500011920929,0.2950733602046966,0.9800000190734864,0.281082272529602,15
amp,0.987500011920929,0.2744291722774505,0.9800000190734864,0.2624280750751495,16
amp,0.987500011920929,0.2552725374698639,0.9800000190734864,0.2450618743896484,17
amp,0.987500011920929,0.2375249564647674,0.9900000095367432,0.2289243340492248,18
amp,0.987500011920929,0.2211073935031891,0.9900000095367432,0.2139579206705093,19
amp,0.987500011920929,0.2059434950351715,0.9900000095367432,0.2001068145036697,20
amp,0.987500011920929,0.1919605284929275,0.9900000095367432,0.1873147636651992,21
amp,0.987500011920929,0.179088145494461,0.9900000095367432,0.1755238473415374,22
amp,0.987500011920929,0.1672577559947967,1.0,0.1646738201379776,23
amp,0.987500011920929,0.1564013957977295,1.0,0.1547020226716995,24
amp,0.987500011920929,0.146451860666275,1.0,0.1455444544553756,25
amp,0.987500011920929,0.1373427808284759,1.0,0.1371366083621978,26
amp,0.987500011920929,0.1290090978145599,1.0,0.129415288567543,27
amp,0.987500011920929,0.1213878542184829,1.0,0.1223197281360626,28
amp,0.987500011920929,0.114418901503086,1.0,0.1157926768064498,29
amp,0.987500011920929,0.1080454364418983,0.9900000095367432,0.1097811907529831,30
amp,0.987500011920929,0.1022142544388771,0.9900000095367432,0.1042369529604911,31
amp,0.987500011920929,0.0968761071562767,0.9900000095367432,0.0991164296865463,32
amp,0.987500011920929,0.0919855386018753,0.9900000095367432,0.0943804904818534,33
amp,0.987500011920929,0.0875008255243301,0.9900000095367432,0.0899942368268966,34
amp,0.987500011920929,0.0833837985992431,0.9900000095367432,0.0859265252947807,35
amp,0.987500011920929,0.0795995444059372,0.9900000095367432,0.0821494683623313,36
amp,0.987500011920929,0.0761161670088768,0.9900000095367432,0.0786381140351295,37
amp,0.987500011920929,0.072904571890831,0.9900000095367432,0.0753699913620948,38
amp,0.987500011920929,0.0699382200837135,0.9900000095367432,0.0723248794674873,39
amp,0.987500011920929,0.0671930462121963,0.9900000095367432,0.0694844499230384,40
amp,0.987500011920929,0.064647153019905,0.9900000095367432,0.0668322145938873,41
amp,0.987500011920929,0.0622808225452899,0.9900000095367432,0.0643532201647758,42
amp,0.987500011920929,0.060076255351305,0.9900000095367432,0.0620339252054691,43
amp,0.987500011920929,0.05801747366786,0.9900000095367432,0.0598621256649494,44
amp,0.987500011920929,0.0560901947319507,0.9900000095367432,0.0578267127275466,45
amp,0.987500011920929,0.0542816706001758,0.9900000095367432,0.0559176318347454,46
amp,0.987500011920929,0.0525804944336414,0.9900000095367432,0.0541257485747337,47
amp,0.987500011920929,0.0509765520691871,0.9900000095367432,0.0524426251649856,48
amp,0.987500011920929,0.0494607761502265,0.9900000095367432,0.0508606769144535,49
amp,0.987500011920929,0.0480250865221023,0.9900000095367432,0.0493727549910545,50
amp,0.987500011920929,0.0466622449457645,1.0,0.0479722842574119,51
amp,0.987500011920929,0.0453656688332557,1.0,0.0466531179845333,52
amp,0.987500011920929,0.0441295020282268,1.0,0.045409508049488,53
amp,0.987500011920929,0.042948342859745,1.0,0.0442360639572143,54
amp,0.987500011920929,0.0418173559010028,1.0,0.0431276261806488,55
amp,0.987500011920929,0.0407320298254489,1.0,0.0420793853700161,56
amp,0.987500011920929,0.0396883003413677,1.0,0.0410867892205715,57
amp,0.987500011920929,0.0386824086308479,1.0,0.0401455126702785,58
amp,0.987500011920929,0.0377109162509441,1.0,0.0392514765262603,59
amp,0.987500011920929,0.0367706455290317,1.0,0.0384008921682834,60
amp,0.987500011920929,0.0358586981892585,1.0,0.0375900976359844,61
amp,0.987500011920929,0.0349724292755126,1.0,0.0368157252669334,62
amp,0.987500011920929,0.0341094210743904,1.0,0.036074623465538,63
amp,0.987500011920929,0.0332674756646156,1.0,0.0353637970983982,64
amp,0.987500011920929,0.0324446000158786,1.0,0.0346805192530155,65
amp,0.987500011920929,0.0316390208899974,1.0,0.0340222083032131,66
amp,0.987500011920929,0.0308491643518209,1.0,0.0333864949643611,67
amp,0.987500011920929,0.0300736222416162,1.0,0.0327711813151836,68
amp,0.987500011920929,0.0293111745268106,1.0,0.0321742109954357,69
amp,0.987500011920929,0.0285608060657978,1.0,0.0315937958657741,70
