
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.8276, Train Acc: 0.2500, Test Loss: 0.7008, Test Acc: 0.6400, Epoch time: 20.046571 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.7062, Train Acc: 0.6500, Test Loss: 0.6073, Test Acc: 0.7200, Epoch time: 21.263724 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6134, Train Acc: 0.7250, Test Loss: 0.5249, Test Acc: 0.8400, Epoch time: 20.391031 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.5313, Train Acc: 0.8000, Test Loss: 0.4505, Test Acc: 0.8700, Epoch time: 20.896934 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.4566, Train Acc: 0.8250, Test Loss: 0.3856, Test Acc: 0.9000, Epoch time: 21.040921 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.3907, Train Acc: 0.9000, Test Loss: 0.3312, Test Acc: 0.9200, Epoch time: 21.672723 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.3347, Train Acc: 0.9250, Test Loss: 0.2867, Test Acc: 0.9600, Epoch time: 21.421045 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.2885, Train Acc: 0.9625, Test Loss: 0.2500, Test Acc: 0.9800, Epoch time: 22.004609 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.2502, Train Acc: 0.9875, Test Loss: 0.2187, Test Acc: 0.9800, Epoch time: 24.787588 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.2177, Train Acc: 0.9750, Test Loss: 0.1913, Test Acc: 0.9800, Epoch time: 24.202118 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.1895, Train Acc: 1.0000, Test Loss: 0.1671, Test Acc: 0.9800, Epoch time: 24.568920 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.1649, Train Acc: 1.0000, Test Loss: 0.1459, Test Acc: 0.9800, Epoch time: 24.389363 seconds
