
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.7917, Train Acc: 0.2625, Test Loss: 0.6589, Test Acc: 0.6200, Epoch time: 14.541427 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.6753, Train Acc: 0.5500, Test Loss: 0.5616, Test Acc: 0.8900, Epoch time: 17.826125 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.5737, Train Acc: 0.8500, Test Loss: 0.4774, Test Acc: 0.9400, Epoch time: 18.124730 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.4864, Train Acc: 0.9125, Test Loss: 0.4054, Test Acc: 0.9600, Epoch time: 17.361717 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.4122, Train Acc: 0.9625, Test Loss: 0.3446, Test Acc: 0.9600, Epoch time: 17.425437 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.3498, Train Acc: 0.9750, Test Loss: 0.2935, Test Acc: 0.9800, Epoch time: 18.648917 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.2977, Train Acc: 0.9750, Test Loss: 0.2508, Test Acc: 0.9900, Epoch time: 16.873020 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.2544, Train Acc: 0.9875, Test Loss: 0.2154, Test Acc: 1.0000, Epoch time: 17.524482 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.2184, Train Acc: 0.9875, Test Loss: 0.1859, Test Acc: 1.0000, Epoch time: 16.451582 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.1885, Train Acc: 0.9875, Test Loss: 0.1615, Test Acc: 1.0000, Epoch time: 17.270597 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.1637, Train Acc: 0.9875, Test Loss: 0.1412, Test Acc: 1.0000, Epoch time: 16.610496 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.1429, Train Acc: 0.9875, Test Loss: 0.1242, Test Acc: 1.0000, Epoch time: 16.694210 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.1256, Train Acc: 0.9875, Test Loss: 0.1100, Test Acc: 1.0000, Epoch time: 16.822383 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.1110, Train Acc: 1.0000, Test Loss: 0.0981, Test Acc: 1.0000, Epoch time: 17.113312 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.0987, Train Acc: 1.0000, Test Loss: 0.0880, Test Acc: 1.0000, Epoch time: 17.698407 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.0882, Train Acc: 1.0000, Test Loss: 0.0794, Test Acc: 1.0000, Epoch time: 16.585819 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.0793, Train Acc: 1.0000, Test Loss: 0.0721, Test Acc: 1.0000, Epoch time: 16.829422 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.0717, Train Acc: 1.0000, Test Loss: 0.0659, Test Acc: 1.0000, Epoch time: 16.683304 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.0651, Train Acc: 1.0000, Test Loss: 0.0605, Test Acc: 1.0000, Epoch time: 16.937719 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.0594, Train Acc: 1.0000, Test Loss: 0.0558, Test Acc: 1.0000, Epoch time: 16.750032 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.0545, Train Acc: 1.0000, Test Loss: 0.0517, Test Acc: 1.0000, Epoch time: 16.813276 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.0502, Train Acc: 1.0000, Test Loss: 0.0482, Test Acc: 1.0000, Epoch time: 18.257591 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.0464, Train Acc: 1.0000, Test Loss: 0.0451, Test Acc: 1.0000, Epoch time: 17.771300 seconds
