
=== Starting training for train size 2 ===

Starting repetition 1/1 for train size 2
[0. 1.]
Train Size: 2, Epoch: 1/100, Train Loss: 0.8673, Train Acc: 0.5000, Test Loss: 0.6820, Test Acc: 0.5300, Epoch time: 4.204190 seconds
Train Size: 2, Epoch: 2/100, Train Loss: 0.7109, Train Acc: 0.5000, Test Loss: 0.5920, Test Acc: 0.7900, Epoch time: 4.098725 seconds
Train Size: 2, Epoch: 3/100, Train Loss: 0.5852, Train Acc: 1.0000, Test Loss: 0.5194, Test Acc: 0.8400, Epoch time: 4.470397 seconds
Train Size: 2, Epoch: 4/100, Train Loss: 0.4837, Train Acc: 1.0000, Test Loss: 0.4577, Test Acc: 0.9100, Epoch time: 4.096732 seconds
Train Size: 2, Epoch: 5/100, Train Loss: 0.3992, Train Acc: 1.0000, Test Loss: 0.4028, Test Acc: 0.9300, Epoch time: 4.019408 seconds
Train Size: 2, Epoch: 6/100, Train Loss: 0.3269, Train Acc: 1.0000, Test Loss: 0.3536, Test Acc: 0.9800, Epoch time: 3.977237 seconds
Train Size: 2, Epoch: 7/100, Train Loss: 0.2654, Train Acc: 1.0000, Test Loss: 0.3103, Test Acc: 0.9800, Epoch time: 4.010357 seconds
Train Size: 2, Epoch: 8/100, Train Loss: 0.2142, Train Acc: 1.0000, Test Loss: 0.2729, Test Acc: 0.9900, Epoch time: 3.993390 seconds
Train Size: 2, Epoch: 9/100, Train Loss: 0.1727, Train Acc: 1.0000, Test Loss: 0.2410, Test Acc: 0.9900, Epoch time: 4.004606 seconds
Train Size: 2, Epoch: 10/100, Train Loss: 0.1396, Train Acc: 1.0000, Test Loss: 0.2142, Test Acc: 0.9900, Epoch time: 4.002065 seconds
Train Size: 2, Epoch: 11/100, Train Loss: 0.1134, Train Acc: 1.0000, Test Loss: 0.1915, Test Acc: 0.9900, Epoch time: 4.003971 seconds
Train Size: 2, Epoch: 12/100, Train Loss: 0.0927, Train Acc: 1.0000, Test Loss: 0.1723, Test Acc: 0.9900, Epoch time: 4.000879 seconds
Train Size: 2, Epoch: 13/100, Train Loss: 0.0763, Train Acc: 1.0000, Test Loss: 0.1558, Test Acc: 0.9900, Epoch time: 3.970671 seconds
Train Size: 2, Epoch: 14/100, Train Loss: 0.0631, Train Acc: 1.0000, Test Loss: 0.1416, Test Acc: 0.9900, Epoch time: 4.017652 seconds
Train Size: 2, Epoch: 15/100, Train Loss: 0.0526, Train Acc: 1.0000, Test Loss: 0.1294, Test Acc: 0.9900, Epoch time: 4.017702 seconds
Train Size: 2, Epoch: 16/100, Train Loss: 0.0440, Train Acc: 1.0000, Test Loss: 0.1187, Test Acc: 0.9900, Epoch time: 4.021341 seconds
Train Size: 2, Epoch: 17/100, Train Loss: 0.0371, Train Acc: 1.0000, Test Loss: 0.1094, Test Acc: 0.9900, Epoch time: 4.011241 seconds
Train Size: 2, Epoch: 18/100, Train Loss: 0.0315, Train Acc: 1.0000, Test Loss: 0.1014, Test Acc: 0.9900, Epoch time: 4.007063 seconds
Train Size: 2, Epoch: 19/100, Train Loss: 0.0269, Train Acc: 1.0000, Test Loss: 0.0943, Test Acc: 0.9900, Epoch time: 4.022316 seconds
Train Size: 2, Epoch: 20/100, Train Loss: 0.0232, Train Acc: 1.0000, Test Loss: 0.0882, Test Acc: 0.9900, Epoch time: 4.020512 seconds
Train Size: 2, Epoch: 21/100, Train Loss: 0.0201, Train Acc: 1.0000, Test Loss: 0.0829, Test Acc: 0.9900, Epoch time: 4.019184 seconds
Train Size: 2, Epoch: 22/100, Train Loss: 0.0176, Train Acc: 1.0000, Test Loss: 0.0782, Test Acc: 0.9900, Epoch time: 4.025680 seconds
Train Size: 2, Epoch: 23/100, Train Loss: 0.0155, Train Acc: 1.0000, Test Loss: 0.0741, Test Acc: 0.9900, Epoch time: 4.028785 seconds
Train Size: 2, Epoch: 24/100, Train Loss: 0.0138, Train Acc: 1.0000, Test Loss: 0.0705, Test Acc: 0.9900, Epoch time: 4.024299 seconds
Train Size: 2, Epoch: 25/100, Train Loss: 0.0123, Train Acc: 1.0000, Test Loss: 0.0674, Test Acc: 0.9900, Epoch time: 4.029854 seconds
Train Size: 2, Epoch: 26/100, Train Loss: 0.0111, Train Acc: 1.0000, Test Loss: 0.0646, Test Acc: 0.9900, Epoch time: 4.031127 seconds
Train Size: 2, Epoch: 27/100, Train Loss: 0.0101, Train Acc: 1.0000, Test Loss: 0.0621, Test Acc: 0.9900, Epoch time: 4.033575 seconds
Train Size: 2, Epoch: 28/100, Train Loss: 0.0092, Train Acc: 1.0000, Test Loss: 0.0599, Test Acc: 0.9900, Epoch time: 4.029902 seconds
Train Size: 2, Epoch: 29/100, Train Loss: 0.0084, Train Acc: 1.0000, Test Loss: 0.0579, Test Acc: 0.9900, Epoch time: 4.041555 seconds
Train Size: 2, Epoch: 30/100, Train Loss: 0.0077, Train Acc: 1.0000, Test Loss: 0.0561, Test Acc: 0.9900, Epoch time: 4.017364 seconds
Train Size: 2, Epoch: 31/100, Train Loss: 0.0072, Train Acc: 1.0000, Test Loss: 0.0545, Test Acc: 0.9900, Epoch time: 4.033608 seconds
Train Size: 2, Epoch: 32/100, Train Loss: 0.0067, Train Acc: 1.0000, Test Loss: 0.0531, Test Acc: 0.9900, Epoch time: 3.995939 seconds
Train Size: 2, Epoch: 33/100, Train Loss: 0.0062, Train Acc: 1.0000, Test Loss: 0.0518, Test Acc: 0.9900, Epoch time: 4.030496 seconds
Train Size: 2, Epoch: 34/100, Train Loss: 0.0059, Train Acc: 1.0000, Test Loss: 0.0506, Test Acc: 0.9900, Epoch time: 4.026484 seconds
Train Size: 2, Epoch: 35/100, Train Loss: 0.0055, Train Acc: 1.0000, Test Loss: 0.0495, Test Acc: 0.9900, Epoch time: 4.022565 seconds
Train Size: 2, Epoch: 36/100, Train Loss: 0.0052, Train Acc: 1.0000, Test Loss: 0.0486, Test Acc: 0.9900, Epoch time: 4.016737 seconds
Train Size: 2, Epoch: 37/100, Train Loss: 0.0049, Train Acc: 1.0000, Test Loss: 0.0477, Test Acc: 0.9900, Epoch time: 3.999801 seconds
Train Size: 2, Epoch: 38/100, Train Loss: 0.0047, Train Acc: 1.0000, Test Loss: 0.0469, Test Acc: 0.9900, Epoch time: 4.030755 seconds
Train Size: 2, Epoch: 39/100, Train Loss: 0.0045, Train Acc: 1.0000, Test Loss: 0.0461, Test Acc: 0.9900, Epoch time: 4.028478 seconds
Train Size: 2, Epoch: 40/100, Train Loss: 0.0043, Train Acc: 1.0000, Test Loss: 0.0454, Test Acc: 0.9900, Epoch time: 4.000912 seconds
Train Size: 2, Epoch: 41/100, Train Loss: 0.0041, Train Acc: 1.0000, Test Loss: 0.0448, Test Acc: 0.9900, Epoch time: 4.040563 seconds
Train Size: 2, Epoch: 42/100, Train Loss: 0.0039, Train Acc: 1.0000, Test Loss: 0.0442, Test Acc: 0.9900, Epoch time: 4.031687 seconds
Train Size: 2, Epoch: 43/100, Train Loss: 0.0038, Train Acc: 1.0000, Test Loss: 0.0437, Test Acc: 0.9900, Epoch time: 4.016731 seconds
Train Size: 2, Epoch: 44/100, Train Loss: 0.0037, Train Acc: 1.0000, Test Loss: 0.0432, Test Acc: 0.9900, Epoch time: 4.035715 seconds
Train Size: 2, Epoch: 45/100, Train Loss: 0.0035, Train Acc: 1.0000, Test Loss: 0.0428, Test Acc: 0.9900, Epoch time: 4.037520 seconds
Train Size: 2, Epoch: 46/100, Train Loss: 0.0034, Train Acc: 1.0000, Test Loss: 0.0423, Test Acc: 0.9900, Epoch time: 4.023261 seconds
Train Size: 2, Epoch: 47/100, Train Loss: 0.0033, Train Acc: 1.0000, Test Loss: 0.0419, Test Acc: 0.9900, Epoch time: 4.018554 seconds
Train Size: 2, Epoch: 48/100, Train Loss: 0.0032, Train Acc: 1.0000, Test Loss: 0.0416, Test Acc: 0.9900, Epoch time: 4.026803 seconds
Train Size: 2, Epoch: 49/100, Train Loss: 0.0031, Train Acc: 1.0000, Test Loss: 0.0413, Test Acc: 0.9900, Epoch time: 4.033987 seconds
Train Size: 2, Epoch: 50/100, Train Loss: 0.0030, Train Acc: 1.0000, Test Loss: 0.0409, Test Acc: 0.9900, Epoch time: 4.036308 seconds
Train Size: 2, Epoch: 51/100, Train Loss: 0.0030, Train Acc: 1.0000, Test Loss: 0.0406, Test Acc: 0.9900, Epoch time: 4.045969 seconds
Train Size: 2, Epoch: 52/100, Train Loss: 0.0029, Train Acc: 1.0000, Test Loss: 0.0404, Test Acc: 0.9900, Epoch time: 4.024419 seconds
Train Size: 2, Epoch: 53/100, Train Loss: 0.0028, Train Acc: 1.0000, Test Loss: 0.0401, Test Acc: 0.9900, Epoch time: 4.024687 seconds
Train Size: 2, Epoch: 54/100, Train Loss: 0.0028, Train Acc: 1.0000, Test Loss: 0.0399, Test Acc: 0.9900, Epoch time: 4.013602 seconds
Train Size: 2, Epoch: 55/100, Train Loss: 0.0027, Train Acc: 1.0000, Test Loss: 0.0396, Test Acc: 0.9900, Epoch time: 4.034866 seconds
Train Size: 2, Epoch: 56/100, Train Loss: 0.0027, Train Acc: 1.0000, Test Loss: 0.0394, Test Acc: 0.9900, Epoch time: 4.022106 seconds
Train Size: 2, Epoch: 57/100, Train Loss: 0.0026, Train Acc: 1.0000, Test Loss: 0.0392, Test Acc: 0.9900, Epoch time: 4.036872 seconds
Train Size: 2, Epoch: 58/100, Train Loss: 0.0026, Train Acc: 1.0000, Test Loss: 0.0390, Test Acc: 0.9900, Epoch time: 4.033580 seconds
Train Size: 2, Epoch: 59/100, Train Loss: 0.0025, Train Acc: 1.0000, Test Loss: 0.0388, Test Acc: 0.9900, Epoch time: 4.046388 seconds
Train Size: 2, Epoch: 60/100, Train Loss: 0.0025, Train Acc: 1.0000, Test Loss: 0.0386, Test Acc: 0.9900, Epoch time: 4.058478 seconds
Train Size: 2, Epoch: 61/100, Train Loss: 0.0024, Train Acc: 1.0000, Test Loss: 0.0385, Test Acc: 0.9900, Epoch time: 4.023583 seconds
Train Size: 2, Epoch: 62/100, Train Loss: 0.0024, Train Acc: 1.0000, Test Loss: 0.0383, Test Acc: 0.9900, Epoch time: 4.025433 seconds
Train Size: 2, Epoch: 63/100, Train Loss: 0.0023, Train Acc: 1.0000, Test Loss: 0.0381, Test Acc: 0.9900, Epoch time: 4.055480 seconds
Train Size: 2, Epoch: 64/100, Train Loss: 0.0023, Train Acc: 1.0000, Test Loss: 0.0380, Test Acc: 0.9900, Epoch time: 4.044383 seconds
Train Size: 2, Epoch: 65/100, Train Loss: 0.0023, Train Acc: 1.0000, Test Loss: 0.0378, Test Acc: 0.9900, Epoch time: 4.045115 seconds
Train Size: 2, Epoch: 66/100, Train Loss: 0.0022, Train Acc: 1.0000, Test Loss: 0.0377, Test Acc: 0.9900, Epoch time: 4.060996 seconds
Train Size: 2, Epoch: 67/100, Train Loss: 0.0022, Train Acc: 1.0000, Test Loss: 0.0375, Test Acc: 0.9900, Epoch time: 4.053265 seconds
Train Size: 2, Epoch: 68/100, Train Loss: 0.0022, Train Acc: 1.0000, Test Loss: 0.0374, Test Acc: 0.9900, Epoch time: 4.048620 seconds
Train Size: 2, Epoch: 69/100, Train Loss: 0.0021, Train Acc: 1.0000, Test Loss: 0.0373, Test Acc: 0.9900, Epoch time: 4.038448 seconds
