
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.7663, Train Acc: 0.3375, Test Loss: 0.7226, Test Acc: 0.1800, Epoch time: 11.648604 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.7148, Train Acc: 0.3000, Test Loss: 0.6840, Test Acc: 0.4500, Epoch time: 11.983242 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6711, Train Acc: 0.5375, Test Loss: 0.6491, Test Acc: 0.5200, Epoch time: 12.587119 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.6320, Train Acc: 0.5750, Test Loss: 0.6162, Test Acc: 0.5700, Epoch time: 11.124605 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.5955, Train Acc: 0.6375, Test Loss: 0.5844, Test Acc: 0.6500, Epoch time: 11.327867 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.5605, Train Acc: 0.7125, Test Loss: 0.5533, Test Acc: 0.7900, Epoch time: 11.321407 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.5265, Train Acc: 0.8750, Test Loss: 0.5227, Test Acc: 0.8900, Epoch time: 11.576870 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.4933, Train Acc: 0.9750, Test Loss: 0.4929, Test Acc: 0.9400, Epoch time: 11.512111 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.4612, Train Acc: 0.9875, Test Loss: 0.4642, Test Acc: 0.9600, Epoch time: 11.556332 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.4303, Train Acc: 1.0000, Test Loss: 0.4369, Test Acc: 0.9600, Epoch time: 11.420667 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.4009, Train Acc: 1.0000, Test Loss: 0.4111, Test Acc: 0.9800, Epoch time: 11.840403 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.3732, Train Acc: 1.0000, Test Loss: 0.3868, Test Acc: 0.9800, Epoch time: 12.218879 seconds
