
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.6916, Train Acc: 0.4750, Test Loss: 0.6704, Test Acc: 0.5400, Epoch time: 24.284549 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.6812, Train Acc: 0.4750, Test Loss: 0.6623, Test Acc: 0.5400, Epoch time: 24.806451 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6714, Train Acc: 0.4875, Test Loss: 0.6536, Test Acc: 0.5800, Epoch time: 25.373308 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.6642, Train Acc: 0.5250, Test Loss: 0.6470, Test Acc: 0.5800, Epoch time: 27.160266 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.6564, Train Acc: 0.5625, Test Loss: 0.6407, Test Acc: 0.6500, Epoch time: 27.699706 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.6488, Train Acc: 0.6500, Test Loss: 0.6289, Test Acc: 0.7500, Epoch time: 27.247051 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.6377, Train Acc: 0.7375, Test Loss: 0.6276, Test Acc: 0.8100, Epoch time: 27.393566 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.6340, Train Acc: 0.8000, Test Loss: 0.6163, Test Acc: 0.9000, Epoch time: 27.574163 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.6251, Train Acc: 0.8250, Test Loss: 0.6102, Test Acc: 0.9400, Epoch time: 27.521959 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.6165, Train Acc: 0.9125, Test Loss: 0.6013, Test Acc: 0.9700, Epoch time: 27.803824 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.6080, Train Acc: 0.9500, Test Loss: 0.5944, Test Acc: 0.9900, Epoch time: 34.100615 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.6013, Train Acc: 0.9750, Test Loss: 0.5875, Test Acc: 0.9800, Epoch time: 30.651848 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.5939, Train Acc: 0.9875, Test Loss: 0.5806, Test Acc: 0.9900, Epoch time: 30.026557 seconds
