
=== Starting training for train size 5 ===

Starting repetition 1/1 for train size 5
Train Size: 5, Epoch: 1/100, Train Loss: 0.8524, Train Acc: 0.2000, Test Loss: 0.7175, Test Acc: 0.4200, Epoch time: 7.146930 seconds
Train Size: 5, Epoch: 2/100, Train Loss: 0.7583, Train Acc: 0.2000, Test Loss: 0.6745, Test Acc: 0.6400, Epoch time: 7.546371 seconds
Train Size: 5, Epoch: 3/100, Train Loss: 0.6747, Train Acc: 0.8000, Test Loss: 0.6382, Test Acc: 0.7500, Epoch time: 8.112333 seconds
Train Size: 5, Epoch: 4/100, Train Loss: 0.6014, Train Acc: 0.8000, Test Loss: 0.6080, Test Acc: 0.6700, Epoch time: 8.018289 seconds
Train Size: 5, Epoch: 5/100, Train Loss: 0.5380, Train Acc: 0.8000, Test Loss: 0.5835, Test Acc: 0.6300, Epoch time: 7.786926 seconds
Train Size: 5, Epoch: 6/100, Train Loss: 0.4840, Train Acc: 0.8000, Test Loss: 0.5638, Test Acc: 0.5900, Epoch time: 8.659740 seconds
Train Size: 5, Epoch: 7/100, Train Loss: 0.4383, Train Acc: 0.8000, Test Loss: 0.5482, Test Acc: 0.6000, Epoch time: 8.002731 seconds
Train Size: 5, Epoch: 8/100, Train Loss: 0.4000, Train Acc: 0.8000, Test Loss: 0.5355, Test Acc: 0.5700, Epoch time: 8.061616 seconds
Train Size: 5, Epoch: 9/100, Train Loss: 0.3680, Train Acc: 0.8000, Test Loss: 0.5250, Test Acc: 0.5600, Epoch time: 7.566227 seconds
Train Size: 5, Epoch: 10/100, Train Loss: 0.3410, Train Acc: 0.8000, Test Loss: 0.5154, Test Acc: 0.5700, Epoch time: 7.495623 seconds
Train Size: 5, Epoch: 11/100, Train Loss: 0.3181, Train Acc: 0.8000, Test Loss: 0.5062, Test Acc: 0.5800, Epoch time: 7.297948 seconds
Train Size: 5, Epoch: 12/100, Train Loss: 0.2981, Train Acc: 0.8000, Test Loss: 0.4965, Test Acc: 0.6000, Epoch time: 8.646206 seconds
Train Size: 5, Epoch: 13/100, Train Loss: 0.2803, Train Acc: 0.8000, Test Loss: 0.4859, Test Acc: 0.6100, Epoch time: 8.881118 seconds
Train Size: 5, Epoch: 14/100, Train Loss: 0.2641, Train Acc: 0.8000, Test Loss: 0.4741, Test Acc: 0.6500, Epoch time: 7.837375 seconds
Train Size: 5, Epoch: 15/100, Train Loss: 0.2488, Train Acc: 0.8000, Test Loss: 0.4611, Test Acc: 0.6800, Epoch time: 7.650171 seconds
Train Size: 5, Epoch: 16/100, Train Loss: 0.2343, Train Acc: 0.8000, Test Loss: 0.4469, Test Acc: 0.7100, Epoch time: 7.709224 seconds
Train Size: 5, Epoch: 17/100, Train Loss: 0.2204, Train Acc: 0.8000, Test Loss: 0.4316, Test Acc: 0.7200, Epoch time: 7.918135 seconds
Train Size: 5, Epoch: 18/100, Train Loss: 0.2068, Train Acc: 1.0000, Test Loss: 0.4155, Test Acc: 0.7400, Epoch time: 8.385008 seconds
Train Size: 5, Epoch: 19/100, Train Loss: 0.1938, Train Acc: 1.0000, Test Loss: 0.3988, Test Acc: 0.7600, Epoch time: 7.617118 seconds
Train Size: 5, Epoch: 20/100, Train Loss: 0.1812, Train Acc: 1.0000, Test Loss: 0.3819, Test Acc: 0.8100, Epoch time: 7.167647 seconds
Train Size: 5, Epoch: 21/100, Train Loss: 0.1692, Train Acc: 1.0000, Test Loss: 0.3650, Test Acc: 0.8600, Epoch time: 7.173309 seconds
Train Size: 5, Epoch: 22/100, Train Loss: 0.1578, Train Acc: 1.0000, Test Loss: 0.3484, Test Acc: 0.8900, Epoch time: 7.191446 seconds
Train Size: 5, Epoch: 23/100, Train Loss: 0.1472, Train Acc: 1.0000, Test Loss: 0.3323, Test Acc: 0.9200, Epoch time: 7.160077 seconds
Train Size: 5, Epoch: 24/100, Train Loss: 0.1373, Train Acc: 1.0000, Test Loss: 0.3169, Test Acc: 0.9200, Epoch time: 7.173140 seconds
Train Size: 5, Epoch: 25/100, Train Loss: 0.1283, Train Acc: 1.0000, Test Loss: 0.3025, Test Acc: 0.9200, Epoch time: 7.162340 seconds
Train Size: 5, Epoch: 26/100, Train Loss: 0.1200, Train Acc: 1.0000, Test Loss: 0.2890, Test Acc: 0.9300, Epoch time: 7.157055 seconds
Train Size: 5, Epoch: 27/100, Train Loss: 0.1126, Train Acc: 1.0000, Test Loss: 0.2766, Test Acc: 0.9300, Epoch time: 7.200806 seconds
Train Size: 5, Epoch: 28/100, Train Loss: 0.1058, Train Acc: 1.0000, Test Loss: 0.2653, Test Acc: 0.9300, Epoch time: 7.352898 seconds
Train Size: 5, Epoch: 29/100, Train Loss: 0.0997, Train Acc: 1.0000, Test Loss: 0.2551, Test Acc: 0.9300, Epoch time: 7.548142 seconds
Train Size: 5, Epoch: 30/100, Train Loss: 0.0942, Train Acc: 1.0000, Test Loss: 0.2459, Test Acc: 0.9300, Epoch time: 7.443152 seconds
Train Size: 5, Epoch: 31/100, Train Loss: 0.0891, Train Acc: 1.0000, Test Loss: 0.2376, Test Acc: 0.9300, Epoch time: 7.327430 seconds
Train Size: 5, Epoch: 32/100, Train Loss: 0.0845, Train Acc: 1.0000, Test Loss: 0.2303, Test Acc: 0.9300, Epoch time: 8.085928 seconds
Train Size: 5, Epoch: 33/100, Train Loss: 0.0802, Train Acc: 1.0000, Test Loss: 0.2238, Test Acc: 0.9300, Epoch time: 8.972222 seconds
Train Size: 5, Epoch: 34/100, Train Loss: 0.0761, Train Acc: 1.0000, Test Loss: 0.2180, Test Acc: 0.9300, Epoch time: 7.745913 seconds
Train Size: 5, Epoch: 35/100, Train Loss: 0.0723, Train Acc: 1.0000, Test Loss: 0.2130, Test Acc: 0.9300, Epoch time: 8.542099 seconds
