n_train,train_acc,train_cost,test_acc,test_cost,step
2,0.5,0.6948258542779274,0.9799999594688416,0.5186487988076236,1
2,1.0,0.3518206113138429,0.9300000071525574,0.404605524771311,2
2,1.0,0.16670054620425565,0.8700000047683716,0.35345282988644966,3
2,1.0,0.07860640104010258,0.8299999833106995,0.3419972455834167,4
2,1.0,0.039686904585178207,0.8299999833106995,0.3479192828361994,5
2,1.0,0.02172309747143438,0.8199999928474426,0.3594314662952334,6
2,1.0,0.012731891999483432,0.8199999928474426,0.3716162212523601,7
2,1.0,0.00788482844511806,0.8199999928474426,0.3826940085813152,8
2,1.0,0.005110408731024193,0.8100000023841858,0.3921644757712504,9
2,1.0,0.0034436183765566945,0.8100000023841858,0.4000167375161694,10
2,1.0,0.0024011023970539587,0.8100000023841858,0.40640992946648474,11
2,1.0,0.001726115410072023,0.8100000023841858,0.4115477950556482,12
2,1.0,0.0012756228257266677,0.8100000023841858,0.4156288347512504,13
2,1.0,0.000966712946749459,0.8100000023841858,0.4188308147505646,14
2,1.0,0.0007496602362749042,0.8100000023841858,0.42130684456415185,15
2,1.0,0.0005937398514310546,0.8199999928474426,0.42318564622189647,16
2,1.0,0.00047945426129147444,0.8199999928474426,0.42457523932331365,17
2,1.0,0.00039412922072901016,0.8199999928474426,0.4255648494000216,18
2,1.0,0.00032934334902644713,0.8199999928474426,0.42622904154742186,19
2,1.0,0.00027938661819068404,0.8199999928474426,0.42662961249760856,20
2,1.0,0.00024031495339719733,0.8199999928474426,0.4268172983481378,21
2,1.0,0.00020935694378124777,0.8199999928474426,0.4268348387317572,22
2,1.0,0.0001845330810085341,0.8199999928474426,0.4267168669745043,23
2,1.0,0.00016440892102649056,0.8299999833106995,0.4264923343048825,24
2,1.0,0.0001479299147848318,0.8299999833106995,0.4261852398610759,25
2,1.0,0.00013431077875676617,0.8299999833106995,0.4258150952349791,26
2,1.0,0.0001229595528816001,0.8299999833106995,0.42539812945191957,27
2,1.0,0.00011342482828642484,0.8299999833106995,0.4249476914615296,28
2,1.0,0.00010535869760796109,0.8299999833106995,0.4244746190868511,29
2,1.0,9.84901878830966e-05,0.8299999833106995,0.42398769285730753,30
2,1.0,9.260627405007675e-05,0.8299999833106995,0.4234940183529978,31
2,1.0,8.75379991282853e-05,0.8299999833106995,0.4229993667354927,32
2,1.0,8.315019896949056e-05,0.8299999833106995,0.42250817396839824,33
2,1.0,7.93337569060879e-05,0.8299999833106995,0.42202430283958237,34
2,1.0,7.60000693640496e-05,0.8299999833106995,0.4215504395333507,35
2,1.0,7.30765351786667e-05,0.8299999833106995,0.4210885317897048,36
2,1.0,7.05034026953367e-05,0.8299999833106995,0.4206405050268191,37
2,1.0,6.823103230912879e-05,0.8299999833106995,0.4202071442868806,38
2,1.0,6.621803781713595e-05,0.8299999833106995,0.419789455850654,39
2,1.0,6.442960838430428e-05,0.8299999833106995,0.4193876474968792,40
2,1.0,6.283646739354817e-05,0.8299999833106995,0.4190021521054673,41
2,1.0,6.141365267936757e-05,0.8299999833106995,0.41863271317081596,42
2,1.0,6.0140004761592023e-05,0.8299999833106995,0.41827949440902884,43
2,1.0,5.899730033935028e-05,0.8299999833106995,0.41794199161292794,44
2,1.0,5.796988636841421e-05,0.8299999833106995,0.41761998371101217,45
2,1.0,5.7044279553775634e-05,0.8299999833106995,0.41731292787136526,46
2,1.0,5.620875282239714e-05,0.8299999833106995,0.41702032687402635,47
2,1.0,5.545312515869772e-05,0.8299999833106995,0.4167418104472666,48
2,1.0,5.47684928208583e-05,0.8299999833106995,0.41647672466262864,49
2,1.0,5.414703851350847e-05,0.8299999833106995,0.41622429322026555,50
2,1.0,5.3581959078610937e-05,0.8299999833106995,0.4159841151030363,51
2,1.0,5.3067204577418576e-05,0.8299999833106995,0.4157557504831285,52
2,1.0,5.2597418606385854e-05,0.8299999833106995,0.4155383427060025,53
2,1.0,5.2167945073833675e-05,0.8299999833106995,0.4153314782202165,54
2,1.0,5.177455724446195e-05,0.8299999833106995,0.4151347007208788,55
2,1.0,5.141357432199223e-05,0.8299999833106995,0.4149472383737699,56
2,1.0,5.108166886400476e-05,0.8299999833106995,0.4147688621413686,57
2,1.0,5.077590157421257e-05,0.8299999833106995,0.41459875336729857,58
2,1.0,5.049364369689164e-05,0.8299999833106995,0.4144366544886987,59
2,1.0,5.023250988188902e-05,0.8299999833106995,0.4142820396172796,60
2,1.0,4.9990415407002295e-05,0.8299999833106995,0.4141346322292433,61
2,1.0,4.976543533900712e-05,0.8299999833106995,0.413993892425373,62
2,1.0,4.9555909006802714e-05,0.8299999833106995,0.4138594523566037,63
2,1.0,4.9360293943726634e-05,0.8299999833106995,0.4137308670122614,64
2,1.0,4.917723908173065e-05,0.8299999833106995,0.41360786172907527,65
2,1.0,4.9005466978339795e-05,0.8299999833106995,0.41349011040585254,66
2,1.0,4.884387102047063e-05,0.8299999833106995,0.41337729557358754,67
2,1.0,4.86914597881007e-05,0.8299999833106995,0.41326900180982784,68
2,1.0,4.8547369118129435e-05,0.8299999833106995,0.4131652495951093,69
2,1.0,4.841071289583915e-05,0.8299999833106995,0.41306543917584604,70
2,1.0,4.82807969230031e-05,0.8299999833106995,0.41296975090705895,71
2,1.0,4.815692487308152e-05,0.8299999833106995,0.41287752819852785,72
2,1.0,4.803854675523156e-05,0.8299999833106995,0.41278892138145723,73
2,1.0,4.7925068999735775e-05,0.8299999833106995,0.41270335886560433,74
2,1.0,4.7816045610463774e-05,0.8299999833106995,0.41262076305706463,75
2,1.0,4.771102215999081e-05,0.8299999833106995,0.4125414686787447,76
2,1.0,4.760954673908365e-05,0.8299999833106995,0.4124646764770217,77
2,1.0,4.751132342039756e-05,0.8299999833106995,0.41239055719109646,78
2,1.0,4.741597918819554e-05,0.8299999833106995,0.41231879971398144,79
2,1.0,4.732324879173851e-05,0.8299999833106995,0.41224933613484416,80
2,1.0,4.723286609778591e-05,0.8299999833106995,0.4121821345928329,81
2,1.0,4.714453700788629e-05,0.8299999833106995,0.412116901070883,82
2,1.0,4.705812809941488e-05,0.8299999833106995,0.4120536754864751,83
2,1.0,4.697337156791904e-05,0.8299999833106995,0.4119922783331102,84
2,1.0,4.689012151780158e-05,0.8299999833106995,0.4119328417711693,85
2,1.0,4.6808186844628246e-05,0.8299999833106995,0.41187496792056694,86
2,1.0,4.6727459853472265e-05,0.8299999833106995,0.4118187884794841,87
2,1.0,4.664778315064036e-05,0.8299999833106995,0.4117643209138822,88
2,1.0,4.6569017820716556e-05,0.8299999833106995,0.41171111315867337,89
2,1.0,4.649110951419823e-05,0.8299999833106995,0.4116592289979849,90
2,1.0,4.641395138195101e-05,0.8299999833106995,0.41160879477418905,91
2,1.0,4.633739399447057e-05,0.8299999833106995,0.41155979881888904,92
2,1.0,4.6261408085523276e-05,0.8299999833106995,0.41151201262844356,93
2,1.0,4.618593301188241e-05,0.8299999833106995,0.4114652061984044,94
2,1.0,4.6110885792576486e-05,0.8299999833106995,0.41141969680471746,95
2,1.0,4.6036202076132944e-05,0.8299999833106995,0.41137536850107337,96
2,1.0,4.5961850101952756e-05,0.8299999833106995,0.4113321763354209,97
2,1.0,4.5887760915460926e-05,0.8299999833106995,0.41129007302861703,98
2,1.0,4.5813867569167924e-05,0.8299999833106995,0.4112489568463851,99
2,1.0,4.5740193092387504e-05,0.8299999833106995,0.4112088005901244,100
2,1.0,0.6532452459491995,0.75,0.621560973579076,1
2,1.0,0.3383494105949273,0.7599999904632568,0.5686187448090988,2
2,1.0,0.1683539805181044,0.7899999618530273,0.5283012884332383,3
2,1.0,0.08376833194244523,0.8100000023841858,0.5005305459999649,4
2,1.0,0.043996234741111556,0.7999999523162842,0.48180856855482956,5
2,1.0,0.02469168174587162,0.7799999713897705,0.468827097977025,6
2,1.0,0.014705875314728754,0.7999999523162842,0.4595362596556403,7
2,1.0,0.009215895945933583,0.7999999523162842,0.4527605236872303,8
2,1.0,0.006036694761689298,0.7999999523162842,0.4477924544122087,9
2,1.0,0.0041119481802250534,0.7899999618530273,0.4441704818646202,10
2,1.0,0.0029004906875197403,0.7899999618530273,0.4415717467548357,11
2,1.0,0.0021112190555847474,0.7899999618530273,0.4397592720731821,12
2,1.0,0.0015808653592363922,0.7899999618530273,0.4385540193445736,13
2,1.0,0.0012144391067826835,0.7899999618530273,0.4378180387171636,14
2,1.0,0.0009548339158944859,0.7899999618530273,0.43744403303208,15
2,1.0,0.0007666832619407939,0.7899999618530273,0.4373481594495361,16
2,1.0,0.000627483564642556,0.7899999618530273,0.4374642681935299,17
2,1.0,0.0005225589547390105,0.7799999713897705,0.43774022229265686,18
2,1.0,0.00044211775985540685,0.7799999713897705,0.43813514217834937,19
2,1.0,0.0003794889658356626,0.7799999713897705,0.43861655521720366,20
2,1.0,0.0003300401529357899,0.7799999713897705,0.43915897341526616,21
2,1.0,0.00029049649941555167,0.7799999713897705,0.4397424389404218,22
2,1.0,0.000258503542286731,0.7799999713897705,0.44035126664161267,23
2,1.0,0.00023234414511534454,0.7799999713897705,0.44097321369826376,24
2,1.0,0.00021074676053523325,0.7799999713897705,0.4415990447986937,25
2,1.0,0.00019275759713986717,0.7799999713897705,0.4422215672995661,26
2,1.0,0.0001776527604502388,0.7799999713897705,0.44283560651573683,27
2,1.0,0.00016487574997462443,0.7799999713897705,0.4434370675781309,28
2,1.0,0.00015399503968547445,0.7799999713897705,0.4440231448294087,29
2,1.0,0.00014467181389223743,0.7799999713897705,0.44459214251908324,30
2,1.0,0.00013663782313349236,0.7799999713897705,0.4451427420103245,31
2,1.0,0.00012967888090817273,0.7799999713897705,0.4456743863013753,32
2,1.0,0.00012362242824571207,0.7799999713897705,0.4461870151257938,33
2,1.0,0.00011832819676324002,0.7699999809265137,0.4466805735868162,34
2,1.0,0.0001136818087177159,0.7699999809265137,0.4471556223898395,35
2,1.0,0.00010958866988593154,0.7699999809265137,0.4476127955292993,36
2,1.0,0.0001059704861824069,0.7699999809265137,0.4480528101018655,37
2,1.0,0.00010276193641532483,0.7699999809265137,0.44847656895757837,38
2,1.0,9.990815271710215e-05,0.7699999809265137,0.4488849280034819,39
2,1.0,9.73629292117766e-05,0.7699999809265137,0.44927882439931555,40
