
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
Train Size: 80, Epoch: 1/100, Train Loss: 0.7648, Train Acc: 0.3875, Test Loss: 0.7747, Test Acc: 0.3300, Epoch time: 19.351002 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.7165, Train Acc: 0.4875, Test Loss: 0.7402, Test Acc: 0.4100, Epoch time: 21.126964 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6716, Train Acc: 0.6000, Test Loss: 0.7062, Test Acc: 0.4500, Epoch time: 23.548745 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.6294, Train Acc: 0.6250, Test Loss: 0.6717, Test Acc: 0.4700, Epoch time: 24.073532 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.5896, Train Acc: 0.6500, Test Loss: 0.6362, Test Acc: 0.5000, Epoch time: 25.265806 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.5518, Train Acc: 0.6625, Test Loss: 0.5996, Test Acc: 0.5700, Epoch time: 24.858384 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.5156, Train Acc: 0.7625, Test Loss: 0.5622, Test Acc: 0.7600, Epoch time: 26.113298 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.4809, Train Acc: 0.8375, Test Loss: 0.5246, Test Acc: 0.8800, Epoch time: 25.688472 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.4479, Train Acc: 0.9000, Test Loss: 0.4877, Test Acc: 0.9400, Epoch time: 25.197257 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.4166, Train Acc: 0.9750, Test Loss: 0.4525, Test Acc: 0.9500, Epoch time: 24.968247 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.3872, Train Acc: 0.9875, Test Loss: 0.4196, Test Acc: 0.9400, Epoch time: 25.111137 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.3598, Train Acc: 0.9875, Test Loss: 0.3894, Test Acc: 0.9400, Epoch time: 29.496903 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.3344, Train Acc: 0.9875, Test Loss: 0.3623, Test Acc: 0.9500, Epoch time: 23.981474 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.3109, Train Acc: 0.9875, Test Loss: 0.3382, Test Acc: 0.9500, Epoch time: 25.455653 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.2892, Train Acc: 0.9875, Test Loss: 0.3167, Test Acc: 0.9500, Epoch time: 22.296499 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.2691, Train Acc: 0.9875, Test Loss: 0.2978, Test Acc: 0.9500, Epoch time: 23.387051 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.2505, Train Acc: 0.9875, Test Loss: 0.2809, Test Acc: 0.9600, Epoch time: 23.152659 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.2335, Train Acc: 0.9875, Test Loss: 0.2658, Test Acc: 0.9600, Epoch time: 22.528548 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.2179, Train Acc: 0.9875, Test Loss: 0.2521, Test Acc: 0.9600, Epoch time: 23.977743 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.2037, Train Acc: 0.9875, Test Loss: 0.2394, Test Acc: 0.9600, Epoch time: 23.492412 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.1909, Train Acc: 0.9875, Test Loss: 0.2274, Test Acc: 0.9600, Epoch time: 24.054341 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.1791, Train Acc: 0.9875, Test Loss: 0.2158, Test Acc: 0.9600, Epoch time: 23.829110 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.1683, Train Acc: 0.9875, Test Loss: 0.2046, Test Acc: 0.9600, Epoch time: 23.767330 seconds
