
=== Starting training for train size 80 ===

Starting repetition 1/1 for train size 80
[0. 1. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0.
 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1.
 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 1. 1. 1. 1.]
Train Size: 80, Epoch: 1/100, Train Loss: 0.9265, Train Acc: 0.2125, Test Loss: 0.7780, Test Acc: 0.2900, Epoch time: 13.230244 seconds
Train Size: 80, Epoch: 2/100, Train Loss: 0.7779, Train Acc: 0.3000, Test Loss: 0.6775, Test Acc: 0.5300, Epoch time: 12.671988 seconds
Train Size: 80, Epoch: 3/100, Train Loss: 0.6599, Train Acc: 0.5625, Test Loss: 0.5923, Test Acc: 0.6800, Epoch time: 12.557477 seconds
Train Size: 80, Epoch: 4/100, Train Loss: 0.5647, Train Acc: 0.7500, Test Loss: 0.5155, Test Acc: 0.7900, Epoch time: 12.494910 seconds
Train Size: 80, Epoch: 5/100, Train Loss: 0.4838, Train Acc: 0.8375, Test Loss: 0.4445, Test Acc: 0.9300, Epoch time: 11.445112 seconds
Train Size: 80, Epoch: 6/100, Train Loss: 0.4130, Train Acc: 0.9375, Test Loss: 0.3798, Test Acc: 0.9700, Epoch time: 11.518795 seconds
Train Size: 80, Epoch: 7/100, Train Loss: 0.3509, Train Acc: 0.9750, Test Loss: 0.3227, Test Acc: 0.9900, Epoch time: 12.299527 seconds
Train Size: 80, Epoch: 8/100, Train Loss: 0.2978, Train Acc: 1.0000, Test Loss: 0.2743, Test Acc: 1.0000, Epoch time: 12.747667 seconds
Train Size: 80, Epoch: 9/100, Train Loss: 0.2535, Train Acc: 1.0000, Test Loss: 0.2342, Test Acc: 1.0000, Epoch time: 12.349099 seconds
Train Size: 80, Epoch: 10/100, Train Loss: 0.2173, Train Acc: 0.9875, Test Loss: 0.2017, Test Acc: 1.0000, Epoch time: 13.788527 seconds
Train Size: 80, Epoch: 11/100, Train Loss: 0.1879, Train Acc: 0.9875, Test Loss: 0.1752, Test Acc: 1.0000, Epoch time: 13.063345 seconds
Train Size: 80, Epoch: 12/100, Train Loss: 0.1637, Train Acc: 0.9875, Test Loss: 0.1534, Test Acc: 1.0000, Epoch time: 12.391720 seconds
Train Size: 80, Epoch: 13/100, Train Loss: 0.1435, Train Acc: 0.9875, Test Loss: 0.1352, Test Acc: 1.0000, Epoch time: 13.799955 seconds
Train Size: 80, Epoch: 14/100, Train Loss: 0.1264, Train Acc: 0.9875, Test Loss: 0.1199, Test Acc: 1.0000, Epoch time: 12.268095 seconds
Train Size: 80, Epoch: 15/100, Train Loss: 0.1118, Train Acc: 0.9875, Test Loss: 0.1070, Test Acc: 1.0000, Epoch time: 12.410484 seconds
Train Size: 80, Epoch: 16/100, Train Loss: 0.0992, Train Acc: 0.9875, Test Loss: 0.0959, Test Acc: 1.0000, Epoch time: 11.914322 seconds
Train Size: 80, Epoch: 17/100, Train Loss: 0.0884, Train Acc: 0.9875, Test Loss: 0.0865, Test Acc: 1.0000, Epoch time: 12.411477 seconds
Train Size: 80, Epoch: 18/100, Train Loss: 0.0791, Train Acc: 0.9875, Test Loss: 0.0784, Test Acc: 1.0000, Epoch time: 12.695282 seconds
Train Size: 80, Epoch: 19/100, Train Loss: 0.0713, Train Acc: 0.9875, Test Loss: 0.0715, Test Acc: 1.0000, Epoch time: 12.307960 seconds
Train Size: 80, Epoch: 20/100, Train Loss: 0.0645, Train Acc: 0.9875, Test Loss: 0.0656, Test Acc: 1.0000, Epoch time: 12.511416 seconds
Train Size: 80, Epoch: 21/100, Train Loss: 0.0587, Train Acc: 1.0000, Test Loss: 0.0604, Test Acc: 1.0000, Epoch time: 12.859863 seconds
Train Size: 80, Epoch: 22/100, Train Loss: 0.0537, Train Acc: 1.0000, Test Loss: 0.0559, Test Acc: 1.0000, Epoch time: 12.280182 seconds
Train Size: 80, Epoch: 23/100, Train Loss: 0.0494, Train Acc: 1.0000, Test Loss: 0.0519, Test Acc: 1.0000, Epoch time: 15.066229 seconds
Train Size: 80, Epoch: 24/100, Train Loss: 0.0456, Train Acc: 1.0000, Test Loss: 0.0484, Test Acc: 1.0000, Epoch time: 13.997881 seconds
Train Size: 80, Epoch: 25/100, Train Loss: 0.0422, Train Acc: 1.0000, Test Loss: 0.0452, Test Acc: 1.0000, Epoch time: 12.405846 seconds
Train Size: 80, Epoch: 26/100, Train Loss: 0.0392, Train Acc: 1.0000, Test Loss: 0.0423, Test Acc: 1.0000, Epoch time: 11.935255 seconds
Train Size: 80, Epoch: 27/100, Train Loss: 0.0365, Train Acc: 1.0000, Test Loss: 0.0397, Test Acc: 1.0000, Epoch time: 12.083578 seconds
Train Size: 80, Epoch: 28/100, Train Loss: 0.0341, Train Acc: 1.0000, Test Loss: 0.0374, Test Acc: 1.0000, Epoch time: 14.131536 seconds
Train Size: 80, Epoch: 29/100, Train Loss: 0.0319, Train Acc: 1.0000, Test Loss: 0.0353, Test Acc: 1.0000, Epoch time: 14.578467 seconds
Train Size: 80, Epoch: 30/100, Train Loss: 0.0299, Train Acc: 1.0000, Test Loss: 0.0334, Test Acc: 1.0000, Epoch time: 14.906214 seconds
Train Size: 80, Epoch: 31/100, Train Loss: 0.0281, Train Acc: 1.0000, Test Loss: 0.0316, Test Acc: 1.0000, Epoch time: 14.975756 seconds
Train Size: 80, Epoch: 32/100, Train Loss: 0.0264, Train Acc: 1.0000, Test Loss: 0.0301, Test Acc: 1.0000, Epoch time: 14.094360 seconds
Train Size: 80, Epoch: 33/100, Train Loss: 0.0249, Train Acc: 1.0000, Test Loss: 0.0287, Test Acc: 1.0000, Epoch time: 14.373185 seconds
Train Size: 80, Epoch: 34/100, Train Loss: 0.0236, Train Acc: 1.0000, Test Loss: 0.0274, Test Acc: 1.0000, Epoch time: 12.760006 seconds
Train Size: 80, Epoch: 35/100, Train Loss: 0.0224, Train Acc: 1.0000, Test Loss: 0.0263, Test Acc: 1.0000, Epoch time: 13.157106 seconds
