
=== Starting training for train size 40 ===

Starting repetition 1/1 for train size 40
[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 1.
 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 1.]
Train Size: 40, Epoch: 1/100, Train Loss: 0.8353, Train Acc: 0.4250, Test Loss: 0.6560, Test Acc: 0.5300, Epoch time: 9.631952 seconds
Train Size: 40, Epoch: 2/100, Train Loss: 0.6688, Train Acc: 0.4750, Test Loss: 0.5615, Test Acc: 0.8400, Epoch time: 9.740820 seconds
Train Size: 40, Epoch: 3/100, Train Loss: 0.5488, Train Acc: 0.9250, Test Loss: 0.4954, Test Acc: 0.8600, Epoch time: 9.446043 seconds
Train Size: 40, Epoch: 4/100, Train Loss: 0.4660, Train Acc: 0.9250, Test Loss: 0.4443, Test Acc: 0.8600, Epoch time: 8.955470 seconds
Train Size: 40, Epoch: 5/100, Train Loss: 0.4053, Train Acc: 0.9250, Test Loss: 0.3980, Test Acc: 0.8600, Epoch time: 8.789493 seconds
Train Size: 40, Epoch: 6/100, Train Loss: 0.3544, Train Acc: 0.9250, Test Loss: 0.3525, Test Acc: 0.8900, Epoch time: 8.945926 seconds
Train Size: 40, Epoch: 7/100, Train Loss: 0.3073, Train Acc: 0.9500, Test Loss: 0.3082, Test Acc: 0.9000, Epoch time: 8.732756 seconds
Train Size: 40, Epoch: 8/100, Train Loss: 0.2631, Train Acc: 0.9750, Test Loss: 0.2667, Test Acc: 0.9600, Epoch time: 8.384660 seconds
Train Size: 40, Epoch: 9/100, Train Loss: 0.2230, Train Acc: 1.0000, Test Loss: 0.2300, Test Acc: 0.9700, Epoch time: 9.382717 seconds
Train Size: 40, Epoch: 10/100, Train Loss: 0.1881, Train Acc: 1.0000, Test Loss: 0.1989, Test Acc: 0.9600, Epoch time: 8.805798 seconds
Train Size: 40, Epoch: 11/100, Train Loss: 0.1593, Train Acc: 1.0000, Test Loss: 0.1735, Test Acc: 0.9800, Epoch time: 8.054753 seconds
Train Size: 40, Epoch: 12/100, Train Loss: 0.1364, Train Acc: 1.0000, Test Loss: 0.1534, Test Acc: 0.9900, Epoch time: 8.141165 seconds
Train Size: 40, Epoch: 13/100, Train Loss: 0.1185, Train Acc: 1.0000, Test Loss: 0.1374, Test Acc: 0.9900, Epoch time: 8.253722 seconds
Train Size: 40, Epoch: 14/100, Train Loss: 0.1047, Train Acc: 1.0000, Test Loss: 0.1247, Test Acc: 0.9900, Epoch time: 8.059176 seconds
Train Size: 40, Epoch: 15/100, Train Loss: 0.0937, Train Acc: 1.0000, Test Loss: 0.1143, Test Acc: 0.9900, Epoch time: 8.566083 seconds
Train Size: 40, Epoch: 16/100, Train Loss: 0.0848, Train Acc: 1.0000, Test Loss: 0.1055, Test Acc: 0.9900, Epoch time: 9.987003 seconds
Train Size: 40, Epoch: 17/100, Train Loss: 0.0771, Train Acc: 1.0000, Test Loss: 0.0978, Test Acc: 0.9900, Epoch time: 8.772328 seconds
Train Size: 40, Epoch: 18/100, Train Loss: 0.0702, Train Acc: 1.0000, Test Loss: 0.0909, Test Acc: 0.9900, Epoch time: 8.781675 seconds
Train Size: 40, Epoch: 19/100, Train Loss: 0.0640, Train Acc: 1.0000, Test Loss: 0.0846, Test Acc: 0.9900, Epoch time: 8.094656 seconds
Train Size: 40, Epoch: 20/100, Train Loss: 0.0582, Train Acc: 1.0000, Test Loss: 0.0789, Test Acc: 0.9900, Epoch time: 8.202061 seconds
Train Size: 40, Epoch: 21/100, Train Loss: 0.0529, Train Acc: 1.0000, Test Loss: 0.0738, Test Acc: 0.9900, Epoch time: 9.992676 seconds
Train Size: 40, Epoch: 22/100, Train Loss: 0.0481, Train Acc: 1.0000, Test Loss: 0.0693, Test Acc: 0.9900, Epoch time: 10.960751 seconds
Train Size: 40, Epoch: 23/100, Train Loss: 0.0438, Train Acc: 1.0000, Test Loss: 0.0652, Test Acc: 0.9900, Epoch time: 10.041061 seconds
Train Size: 40, Epoch: 24/100, Train Loss: 0.0400, Train Acc: 1.0000, Test Loss: 0.0618, Test Acc: 0.9900, Epoch time: 9.581016 seconds
Train Size: 40, Epoch: 25/100, Train Loss: 0.0367, Train Acc: 1.0000, Test Loss: 0.0587, Test Acc: 0.9900, Epoch time: 9.608827 seconds
Train Size: 40, Epoch: 26/100, Train Loss: 0.0338, Train Acc: 1.0000, Test Loss: 0.0562, Test Acc: 0.9900, Epoch time: 8.587313 seconds
Train Size: 40, Epoch: 27/100, Train Loss: 0.0314, Train Acc: 1.0000, Test Loss: 0.0539, Test Acc: 0.9900, Epoch time: 8.716008 seconds
Train Size: 40, Epoch: 28/100, Train Loss: 0.0293, Train Acc: 1.0000, Test Loss: 0.0520, Test Acc: 0.9900, Epoch time: 8.708370 seconds
Train Size: 40, Epoch: 29/100, Train Loss: 0.0275, Train Acc: 1.0000, Test Loss: 0.0503, Test Acc: 0.9900, Epoch time: 8.227300 seconds
Train Size: 40, Epoch: 30/100, Train Loss: 0.0260, Train Acc: 1.0000, Test Loss: 0.0488, Test Acc: 0.9900, Epoch time: 8.026443 seconds
Train Size: 40, Epoch: 31/100, Train Loss: 0.0246, Train Acc: 1.0000, Test Loss: 0.0475, Test Acc: 0.9900, Epoch time: 8.524209 seconds
Train Size: 40, Epoch: 32/100, Train Loss: 0.0234, Train Acc: 1.0000, Test Loss: 0.0462, Test Acc: 0.9900, Epoch time: 8.990717 seconds
Train Size: 40, Epoch: 33/100, Train Loss: 0.0223, Train Acc: 1.0000, Test Loss: 0.0451, Test Acc: 0.9900, Epoch time: 9.688249 seconds
Train Size: 40, Epoch: 34/100, Train Loss: 0.0213, Train Acc: 1.0000, Test Loss: 0.0440, Test Acc: 0.9900, Epoch time: 8.864581 seconds
Train Size: 40, Epoch: 35/100, Train Loss: 0.0203, Train Acc: 1.0000, Test Loss: 0.0429, Test Acc: 0.9900, Epoch time: 8.184858 seconds
Train Size: 40, Epoch: 36/100, Train Loss: 0.0195, Train Acc: 1.0000, Test Loss: 0.0419, Test Acc: 0.9900, Epoch time: 8.138891 seconds
Train Size: 40, Epoch: 37/100, Train Loss: 0.0187, Train Acc: 1.0000, Test Loss: 0.0410, Test Acc: 0.9900, Epoch time: 8.334726 seconds
Train Size: 40, Epoch: 38/100, Train Loss: 0.0179, Train Acc: 1.0000, Test Loss: 0.0400, Test Acc: 1.0000, Epoch time: 8.475212 seconds
Train Size: 40, Epoch: 39/100, Train Loss: 0.0171, Train Acc: 1.0000, Test Loss: 0.0391, Test Acc: 1.0000, Epoch time: 9.519025 seconds
Train Size: 40, Epoch: 40/100, Train Loss: 0.0165, Train Acc: 1.0000, Test Loss: 0.0382, Test Acc: 0.9900, Epoch time: 10.510972 seconds
Train Size: 40, Epoch: 41/100, Train Loss: 0.0158, Train Acc: 1.0000, Test Loss: 0.0374, Test Acc: 0.9900, Epoch time: 8.689173 seconds
Train Size: 40, Epoch: 42/100, Train Loss: 0.0152, Train Acc: 1.0000, Test Loss: 0.0366, Test Acc: 0.9900, Epoch time: 9.293283 seconds
Train Size: 40, Epoch: 43/100, Train Loss: 0.0146, Train Acc: 1.0000, Test Loss: 0.0359, Test Acc: 0.9900, Epoch time: 9.266135 seconds
Train Size: 40, Epoch: 44/100, Train Loss: 0.0141, Train Acc: 1.0000, Test Loss: 0.0352, Test Acc: 0.9900, Epoch time: 9.470196 seconds
Train Size: 40, Epoch: 45/100, Train Loss: 0.0136, Train Acc: 1.0000, Test Loss: 0.0346, Test Acc: 0.9900, Epoch time: 8.686321 seconds
Train Size: 40, Epoch: 46/100, Train Loss: 0.0132, Train Acc: 1.0000, Test Loss: 0.0340, Test Acc: 0.9900, Epoch time: 8.603021 seconds
Train Size: 40, Epoch: 47/100, Train Loss: 0.0128, Train Acc: 1.0000, Test Loss: 0.0335, Test Acc: 0.9900, Epoch time: 8.228692 seconds
Train Size: 40, Epoch: 48/100, Train Loss: 0.0124, Train Acc: 1.0000, Test Loss: 0.0329, Test Acc: 0.9900, Epoch time: 8.216282 seconds
Train Size: 40, Epoch: 49/100, Train Loss: 0.0120, Train Acc: 1.0000, Test Loss: 0.0325, Test Acc: 0.9900, Epoch time: 8.588629 seconds
Train Size: 40, Epoch: 50/100, Train Loss: 0.0117, Train Acc: 1.0000, Test Loss: 0.0320, Test Acc: 0.9900, Epoch time: 9.077518 seconds
Train Size: 40, Epoch: 51/100, Train Loss: 0.0114, Train Acc: 1.0000, Test Loss: 0.0316, Test Acc: 0.9900, Epoch time: 11.414429 seconds
Train Size: 40, Epoch: 52/100, Train Loss: 0.0111, Train Acc: 1.0000, Test Loss: 0.0312, Test Acc: 0.9900, Epoch time: 9.065209 seconds
Train Size: 40, Epoch: 53/100, Train Loss: 0.0108, Train Acc: 1.0000, Test Loss: 0.0308, Test Acc: 0.9900, Epoch time: 9.113992 seconds
Train Size: 40, Epoch: 54/100, Train Loss: 0.0106, Train Acc: 1.0000, Test Loss: 0.0305, Test Acc: 0.9900, Epoch time: 8.638893 seconds
Train Size: 40, Epoch: 55/100, Train Loss: 0.0103, Train Acc: 1.0000, Test Loss: 0.0302, Test Acc: 0.9900, Epoch time: 8.669313 seconds
Train Size: 40, Epoch: 56/100, Train Loss: 0.0101, Train Acc: 1.0000, Test Loss: 0.0299, Test Acc: 0.9900, Epoch time: 8.373819 seconds
Train Size: 40, Epoch: 57/100, Train Loss: 0.0099, Train Acc: 1.0000, Test Loss: 0.0295, Test Acc: 0.9900, Epoch time: 8.032193 seconds
Train Size: 40, Epoch: 58/100, Train Loss: 0.0097, Train Acc: 1.0000, Test Loss: 0.0293, Test Acc: 0.9900, Epoch time: 8.541731 seconds
Train Size: 40, Epoch: 59/100, Train Loss: 0.0094, Train Acc: 1.0000, Test Loss: 0.0290, Test Acc: 0.9900, Epoch time: 8.180207 seconds
Train Size: 40, Epoch: 60/100, Train Loss: 0.0092, Train Acc: 1.0000, Test Loss: 0.0287, Test Acc: 0.9900, Epoch time: 8.394174 seconds
Train Size: 40, Epoch: 61/100, Train Loss: 0.0091, Train Acc: 1.0000, Test Loss: 0.0285, Test Acc: 0.9900, Epoch time: 9.205988 seconds
Train Size: 40, Epoch: 62/100, Train Loss: 0.0089, Train Acc: 1.0000, Test Loss: 0.0282, Test Acc: 0.9900, Epoch time: 9.921588 seconds
Train Size: 40, Epoch: 63/100, Train Loss: 0.0087, Train Acc: 1.0000, Test Loss: 0.0280, Test Acc: 0.9900, Epoch time: 8.939910 seconds
Train Size: 40, Epoch: 64/100, Train Loss: 0.0085, Train Acc: 1.0000, Test Loss: 0.0277, Test Acc: 0.9900, Epoch time: 8.242353 seconds
Train Size: 40, Epoch: 65/100, Train Loss: 0.0084, Train Acc: 1.0000, Test Loss: 0.0275, Test Acc: 0.9900, Epoch time: 8.547833 seconds
Train Size: 40, Epoch: 66/100, Train Loss: 0.0082, Train Acc: 1.0000, Test Loss: 0.0273, Test Acc: 0.9900, Epoch time: 8.783640 seconds
