n_train,train_acc,train_cost,test_acc,test_cost,step
2,0.0,0.7736562490463257,0.3100000023841858,0.8239895105361938,1
2,1.0,0.6483045816421509,0.47999998927116394,0.7463068962097168,2
2,1.0,0.5415289998054504,0.5099999904632568,0.6791700124740601,3
2,1.0,0.44975176453590393,0.6200000047683716,0.6192669868469238,4
2,1.0,0.3716343641281128,0.7200000286102295,0.5655035972595215,5
2,1.0,0.3062237501144409,0.7799999713897705,0.5175103545188904,6
2,1.0,0.25207462906837463,0.8299999833106995,0.4749726355075836,7
2,1.0,0.20747874677181244,0.8799999952316284,0.4375700354576111,8
2,1.0,0.17087402939796448,0.8999999761581421,0.40495601296424866,9
2,1.0,0.14096975326538086,0.9100000262260437,0.376699835062027,10
2,1.0,0.11666466295719147,0.9200000166893005,0.3522728681564331,11
2,1.0,0.09697705507278442,0.9200000166893005,0.3311009109020233,12
2,1.0,0.08103930950164795,0.9200000166893005,0.31263816356658936,13
2,1.0,0.06811413168907166,0.9200000166893005,0.2964182198047638,14
2,1.0,0.05759904533624649,0.9200000166893005,0.28207114338874817,15
2,1.0,0.04901333153247833,0.9200000166893005,0.26931390166282654,16
2,1.0,0.04197648912668228,0.9200000166893005,0.25793132185935974,17
2,1.0,0.03618676960468292,0.9200000166893005,0.24775592982769012,18
2,1.0,0.03140389174222946,0.9200000166893005,0.23865269124507904,19
2,1.0,0.027435464784502983,0.9200000166893005,0.23050814867019653,20
2,1.0,0.024127326905727386,0.9200000166893005,0.22322383522987366,21
2,1.0,0.02135561779141426,0.9200000166893005,0.21671219170093536,22
2,1.0,0.019021082669496536,0.9200000166893005,0.2108944058418274,23
2,1.0,0.017044201493263245,0.9200000166893005,0.20569901168346405,24
2,1.0,0.015361039899289608,0.9200000166893005,0.20106106996536255,25
2,1.0,0.01392042450606823,0.9200000166893005,0.1969214230775833,26
2,1.0,0.012680894695222378,0.9200000166893005,0.19322626292705536,27
2,1.0,0.011609033681452274,0.9200000166893005,0.18992668390274048,28
2,1.0,0.01067785732448101,0.9200000166893005,0.18697835505008698,29
2,1.0,0.009865201078355312,0.9200000166893005,0.1843409687280655,30
2,1.0,0.00915281567722559,0.9200000166893005,0.1819780170917511,31
2,1.0,0.008525803685188293,0.9200000166893005,0.17985659837722778,32
2,1.0,0.007971679791808128,0.9200000166893005,0.17794708907604218,33
2,1.0,0.007480069063603878,0.9300000071525574,0.17622274160385132,34
2,1.0,0.007042364217340946,0.9300000071525574,0.1746598482131958,35
2,1.0,0.006651211529970169,0.9300000071525574,0.1732371300458908,36
2,1.0,0.006300399079918861,0.9300000071525574,0.1719358116388321,37
2,1.0,0.005984645336866379,0.9300000071525574,0.17073926329612732,38
2,1.0,0.005699638277292252,0.9300000071525574,0.16963309049606323,39
2,1.0,0.005441335961222649,0.9300000071525574,0.16860462725162506,40
2,1.0,0.005206586793065071,0.9300000071525574,0.16764289140701294,41
2,1.0,0.004992583766579628,0.9300000071525574,0.16673865914344788,42
2,1.0,0.004796882160007954,0.9300000071525574,0.16588394343852997,43
2,1.0,0.004617330618202686,0.9300000071525574,0.16507196426391602,44
2,1.0,0.00445215217769146,0.9300000071525574,0.16429723799228668,45
2,1.0,0.0042997198179364204,0.9300000071525574,0.1635550707578659,46
2,1.0,0.004158749245107174,0.9300000071525574,0.16284167766571045,47
2,1.0,0.00402801064774394,0.9300000071525574,0.16215407848358154,48
2,1.0,0.0039063869044184685,0.9300000071525574,0.1614898145198822,49
2,1.0,0.0037929504178464413,0.9300000071525574,0.16084697842597961,50
2,1.0,0.0036870124749839306,0.9300000071525574,0.16022415459156036,51
2,1.0,0.003587765619158745,0.9300000071525574,0.15962019562721252,52
2,1.0,0.0034945353399962187,0.9300000071525574,0.15903429687023163,53
2,1.0,0.0034068431705236435,0.9300000071525574,0.15846587717533112,54
2,1.0,0.0033242185600101948,0.9300000071525574,0.15791448950767517,55
2,1.0,0.0032460775692015886,0.9300000071525574,0.1573798507452011,56
2,1.0,0.003172104712575674,0.9300000071525574,0.15686175227165222,57
2,1.0,0.0031020152382552624,0.9300000071525574,0.15636003017425537,58
2,1.0,0.0030353106558322906,0.9300000071525574,0.15587455034255981,59
2,1.0,0.002971899462863803,0.9300000071525574,0.155405193567276,60
2,1.0,0.002911415882408619,0.9300000071525574,0.1549517959356308,61
2,1.0,0.002853631041944027,0.9300000071525574,0.15451417863368988,62
2,1.0,0.002798364032059908,0.9300000071525574,0.15409217774868011,63
2,1.0,0.0027453871443867683,0.9300000071525574,0.15368551015853882,64
2,1.0,0.0026946060825139284,0.9300000071525574,0.1532939076423645,65
2,1.0,0.002645787550136447,0.9300000071525574,0.1529170274734497,66
2,1.0,0.002598830498754978,0.9300000071525574,0.1525544971227646,67
2,1.0,0.0025536157190799713,0.9300000071525574,0.15220589935779572,68
2,1.0,0.002509994665160775,0.9300000071525574,0.1518707424402237,69
2,1.0,0.0024679230991750956,0.9300000071525574,0.1515485644340515,70
2,1.0,0.002427239902317524,0.9300000071525574,0.1512387990951538,71
2,1.0,0.002387880813330412,0.9300000071525574,0.1509409248828888,72
2,1.0,0.0023498155642300844,0.9300000071525574,0.15065433084964752,73
2,1.0,0.002312897238880396,0.9300000071525574,0.15037843585014343,74
2,1.0,0.0022770739160478115,0.9300000071525574,0.15011261403560638,75
2,1.0,0.002242296002805233,0.9300000071525574,0.14985625445842743,76
2,1.0,0.0022085453383624554,0.9300000071525574,0.1496087908744812,77
2,1.0,0.0021757171489298344,0.9300000071525574,0.14936958253383636,78
2,1.0,0.0021437688264995813,0.9300000071525574,0.14913800358772278,79
2,1.0,0.002112660091370344,0.9300000071525574,0.14891353249549866,80
2,1.0,0.0020824656821787357,0.9300000071525574,0.14869555830955505,81
2,1.0,0.0020529399625957012,0.9300000071525574,0.1484834849834442,82
2,1.0,0.002024163259193301,0.9300000071525574,0.1482768952846527,83
2,1.0,0.001996126025915146,0.9300000071525574,0.1480751484632492,84
2,1.0,0.001968702767044306,0.9300000071525574,0.14787790179252625,85
2,1.0,0.0019419754389673471,0.9300000071525574,0.14768458902835846,86
2,1.0,0.0019158163340762258,0.9300000071525574,0.1474948674440384,87
2,1.0,0.001890307990834117,0.9300000071525574,0.1473083347082138,88
2,1.0,0.0018653545994311571,0.9300000071525574,0.14712460339069366,89
2,1.0,0.0018409488257020712,0.9300000071525574,0.1469433754682541,90
2,1.0,0.0018171147676184773,0.9300000071525574,0.14676429331302643,91
2,1.0,0.0017936961958184838,0.9300000071525574,0.14658713340759277,92
2,1.0,0.0017708369996398687,0.9300000071525574,0.14641167223453522,93
2,1.0,0.0017484970157966018,0.9300000071525574,0.14623765647411346,94
2,1.0,0.0017265535425394773,0.9300000071525574,0.14606493711471558,95
2,1.0,0.0017050273017957807,0.9300000071525574,0.14589332044124603,96
2,1.0,0.001684002811089158,0.9300000071525574,0.14572273194789886,97
2,1.0,0.001663412433117628,0.9300000071525574,0.14555302262306213,98
2,1.0,0.0016431594267487526,0.9300000071525574,0.14538408815860748,99
2,1.0,0.0016233576461672783,0.9300000071525574,0.14521591365337372,100
2,0.0,0.9491262435913086,0.36000001430511475,0.7778223156929016,1
2,0.5,0.7820935249328613,0.49000000953674316,0.7158082723617554,2
2,0.5,0.6378153562545776,0.6299999952316284,0.6671265363693237,3
2,1.0,0.5150353312492371,0.6899999976158142,0.6288651823997498,4
2,1.0,0.4124155044555664,0.6899999976158142,0.5992671847343445,5
2,1.0,0.3281194567680359,0.7099999785423279,0.5768159627914429,6
2,1.0,0.25991201400756836,0.7099999785423279,0.5601658225059509,7
2,1.0,0.20543253421783447,0.7099999785423279,0.5481995344161987,8
2,1.0,0.16238731145858765,0.7099999785423279,0.5400498509407043,9
2,1.0,0.12865957617759705,0.7300000190734863,0.5350711345672607,10
2,1.0,0.1023750752210617,0.7300000190734863,0.5327848792076111,11
2,1.0,0.08193830400705338,0.7300000190734863,0.5328206419944763,12
2,1.0,0.06604032963514328,0.7200000286102295,0.5348691940307617,13
2,1.0,0.05363985896110535,0.7300000190734863,0.5386506915092468,14
2,1.0,0.04392668232321739,0.7300000190734863,0.5438993573188782,15
2,1.0,0.03627912700176239,0.7300000190734863,0.5503592491149902,16
2,1.0,0.030223293229937553,0.7300000190734863,0.5577848553657532,17
2,1.0,0.025398671627044678,0.7300000190734863,0.5659455060958862,18
2,1.0,0.021530795842409134,0.7300000190734863,0.5746286511421204,19
2,1.0,0.018409892916679382,0.7300000190734863,0.5836435556411743,20
2,1.0,0.015875287353992462,0.7300000190734863,0.5928223729133606,21
2,1.0,0.013803206384181976,0.7300000190734863,0.6020215749740601,22
2,1.0,0.012098063714802265,0.7300000190734863,0.6111211776733398,23
2,1.0,0.010685738176107407,0.7300000190734863,0.6200235486030579,24
2,1.0,0.00950827356427908,0.7300000190734863,0.6286517381668091,25
2,1.0,0.008520366623997688,0.7300000190734863,0.636946976184845,26
2,1.0,0.007686454802751541,0.7300000190734863,0.6448673009872437,27
2,1.0,0.006978191435337067,0.7300000190734863,0.6523842811584473,28
2,1.0,0.006373157724738121,0.7300000190734863,0.6594815254211426,29
2,1.0,0.005853462964296341,0.7300000190734863,0.6661523580551147,30
2,1.0,0.00540466234087944,0.7300000190734863,0.6723980903625488,31
2,1.0,0.00501505471765995,0.7300000190734863,0.6782264113426208,32
2,1.0,0.004675259348005056,0.7300000190734863,0.6836497783660889,33
2,1.0,0.004377434030175209,0.7300000190734863,0.6886847615242004,34
2,1.0,0.004115263931453228,0.7300000190734863,0.693350076675415,35
2,1.0,0.0038835229352116585,0.7300000190734863,0.6976665258407593,36
2,1.0,0.00367784034460783,0.7300000190734863,0.7016565203666687,37
2,1.0,0.0034945460502058268,0.7300000190734863,0.7053421139717102,38
2,1.0,0.0033306421246379614,0.7300000190734863,0.7087461352348328,39
2,1.0,0.0031835357658565044,0.7300000190734863,0.7118908762931824,40
2,1.0,0.003050989704206586,0.7300000190734863,0.7147979736328125,41
2,1.0,0.0029313107952475548,0.7300000190734863,0.7174884676933289,42
2,1.0,0.0028227302245795727,0.7300000190734863,0.7199823260307312,43
2,1.0,0.0027240505442023277,0.7300000190734863,0.7222985029220581,44
2,1.0,0.0026339527685195208,0.7300000190734863,0.7244548201560974,45
2,1.0,0.00255159311927855,0.7300000190734863,0.7264676690101624,46
2,1.0,0.002476053312420845,0.7300000190734863,0.7283529043197632,47
2,1.0,0.002406455110758543,0.7300000190734863,0.7301243543624878,48
2,1.0,0.0023422983940690756,0.7300000190734863,0.7317951917648315,49
2,1.0,0.0022829563822597265,0.7300000190734863,0.7333775162696838,50
2,1.0,0.0022278064861893654,0.7300000190734863,0.7348818778991699,51
2,1.0,0.0021765935234725475,0.7300000190734863,0.7363182902336121,52
2,1.0,0.0021287589333951473,0.7300000190734863,0.7376955151557922,53
2,1.0,0.0020840426441282034,0.7300000190734863,0.739021360874176,54
2,1.0,0.002042145002633333,0.7300000190734863,0.7403028607368469,55
2,1.0,0.0020027533173561096,0.7300000190734863,0.7415461540222168,56
2,1.0,0.001965604955330491,0.7300000190734863,0.7427567839622498,57
2,1.0,0.0019305392634123564,0.7300000190734863,0.7439396381378174,58
2,1.0,0.0018973489059135318,0.7300000190734863,0.7450985908508301,59
2,1.0,0.0018658675253391266,0.7300000190734863,0.7462372779846191,60
2,1.0,0.001835908042266965,0.7300000190734863,0.7473586797714233,61
2,1.0,0.0018074116669595242,0.7300000190734863,0.7484654188156128,62
2,1.0,0.0017801180947571993,0.7300000190734863,0.7495594620704651,63
2,1.0,0.0017540421104058623,0.7300000190734863,0.7506428360939026,64
2,1.0,0.0017290236428380013,0.7300000190734863,0.7517167925834656,65
2,1.0,0.0017049999441951513,0.7300000190734863,0.7527822852134705,66
2,1.0,0.0016819091979414225,0.7300000190734863,0.7538405060768127,67
2,1.0,0.0016596668865531683,0.7300000190734863,0.7548919916152954,68
